0,1,2,3
成都-重庆,14885.368600000002,15995.835000000001,route_1
成都-武汉,7667.8404,23808.948200000003,route_1
成都-西安,9218.355,19427.1074,route_1
成都-上海,11374.627,10363.508200000002,route_1
西安-杭州,11586.1226,9772.5638,route_1
西安-厦门,7437.780400000001,4133.2784,route_1
西安-泉州,5117.438,7065.2366,route_1
西安-常州,3695.9970000000003,8921.090400000001,route_1
南宁-南宁,16277.386200000003,16277.386200000003,route_1
柳州-南宁,5957.8544,8890.9258,route_1
太原-西安,3654.222,10940.9628,route_1
南宁-杭州,4105.0524000000005,6478.1574,route_1
南宁-深圳,8625.807,3130.5914000000002,route_1
南宁-成都,8843.230400000002,4839.7594,route_1
上海-沈阳,8063.555,3793.9686,route_1
上海-宁波,4365.116,10495.6262,route_1
上海-广州,14960.4544,9347.5822,route_1
义乌-沈阳,20280.3038,813.9754,route_1
义乌-北京,8138.633400000001,234.39620000000002,route_1
义乌-漯河,13169.9776,389.7174,route_1
义乌-信阳,14049.0154,262.15860000000004,route_1
义乌-中山,13671.533,335.44460000000004,route_1
东莞-西安,4084.4226000000003,9607.670800000002,route_1
上海-深圳,7635.679800000001,3666.9502,route_1
东莞-深圳,7033.1056,3947.7278,route_1
南京-苏州,15504.186400000002,7723.5882,route_1
无锡-南京,6469.5026,7905.6058,route_1
苏州-无锡,4594.3256,6751.725600000001,route_1
徐州-南京,12032.3688,7379.9746000000005,route_1
徐州-苏州,14185.487200000001,4550.579600000001,route_1
杭州-宁波,9596.5212,10551.877400000001,route_1
宁波-杭州,10551.877400000001,9596.5212,route_1
台州-金华,3582.8746,7219.799000000001,route_1
温州-杭州,7443.9534,7883.3668,route_1
长沙-常德,7612.6552,3751.8540000000003,route_1
广州-汕头,8250.332600000002,8820.0494,route_1
成都-成都,68742.25420000001,68742.25420000001,route_1
石家庄-武汉,9605.065,10770.585200000001,route_1
石家庄-郑州,11294.3916,16063.091400000001,route_1
石家庄-长沙,8409.0702,8850.9506,route_1
天津-西安,5001.063000000001,8350.6944,route_1
北京-济南,6005.82,22898.3744,route_1
南京-杭州,9685.7168,6744.0026,route_1
常州-石家庄,8527.0294,2749.0134,route_1
常州-天津,7115.056600000001,1369.997,route_1
常州-杭州,6598.963000000001,3782.8070000000002,route_1
徐州-金华,4213.5434000000005,11511.2422,route_1
常州-北京,6807.637200000001,1148.9564,route_1
南通-济南,6791.175200000001,1922.9344,route_1
合肥-石家庄,9396.591600000002,5289.746800000001,route_1
合肥-广州,20932.7526,4050.2688,route_1
蚌埠-广州,14269.0594,2119.505,route_1
济南-天津,10966.382200000002,11117.067400000002,route_1
杭州-贵阳,7459.039400000001,1248.0958,route_1
宁波-长沙,8144.291000000001,5394.6058,route_1
宁波-武汉,8397.1748,6457.1140000000005,route_1
台州-西安,6994.1742,2789.0034,route_1
金华-侯马,6676.862800000001,248.803,route_1
金华-石家庄,15214.952000000001,2402.385,route_1
金华-天津,13919.617,903.902,route_1
金华-福州,14123.4914,1776.6252000000002,route_1
金华-厦门,9673.828800000001,2078.7118,route_1
金华-信阳,8955.7698,789.6988,route_1
金华-海口,6824.486000000001,107.23160000000001,route_1
金华-昆明,10552.735200000001,906.2052000000001,route_1
南昌-济南,9535.334200000001,5398.756,route_1
南昌-广州,20597.8188,7821.9318,route_1
南昌-北京,8903.3912,2538.098,route_1
南昌-南昌,7564.040000000001,7564.040000000001,route_1
南昌-徐州,3826.5928000000004,10901.5678,route_1
福州-郑州,4376.5006,10200.6824,route_1
泉州-西安,7065.2366,5117.438,route_1
重庆-合肥,3689.9452000000006,8066.391200000001,route_1
重庆-长沙,8349.7746,9758.9954,route_1
长沙-北京,15144.063600000001,3910.5296000000003,route_1
长沙-福州,9562.494200000001,6260.419400000001,route_1
长沙-汕头,7577.457600000001,3203.337,route_1
长沙-蚌埠,4382.745800000001,7589.769400000001,route_1
武汉-海口,7320.361600000001,380.9682,route_1
洛阳-西安,7184.725400000001,2316.8566,route_1
郑州-哈尔滨,19113.7972,2793.7412000000004,route_1
郑州-金华,4769.2402,21382.0358,route_1
郑州-昆明,7138.004400000001,1510.123,route_1
广州-福州,12891.4958,14065.502400000001,route_1
成都-广州,13246.048000000003,14336.162200000002,route_1
昆明-广州,6084.5008,7842.259,route_1
北京-沈阳,4943.8994,6541.2044000000005,route_1
哈尔滨-广州,5257.4326,6526.334000000001,route_1
常州-上海,12074.228000000001,3529.8936,route_1
徐州-重庆,9702.087200000002,2367.5122,route_1
蚌埠-长沙,7589.769400000001,4382.745800000001,route_1
济南-徐州,4426.6306,18292.9816,route_1
金华-上海,35108.2358,2451.92,route_1
金华-苏州,16044.254,2416.7298,route_1
南昌-重庆,6634.9416,5051.718600000001,route_1
长沙-宁波,5394.6058,8144.291000000001,route_1
常德-长沙,3751.8540000000003,7612.6552,route_1
武汉-苏州,8634.0454,6517.7236,route_1
郑州-台州,3279.7072000000003,7053.3162,route_1
广州-南京,4205.59,14641.0082,route_1
广州-宁波,3269.9762,14787.2702,route_1
广州-长沙,12908.7934,37618.946200000006,route_1
成都-北京,11649.152000000002,5763.068800000001,route_1
西安-上海,18787.335000000003,7897.312800000001,route_1
西安-武汉,13953.503400000001,17666.5574,route_1
西安-郑州,7826.840800000001,22821.047400000003,route_1
南宁-武汉,6154.487,12030.127600000002,route_1
南宁-西安,4257.6762,9361.4338,route_1
南充-成都,4422.8672,14297.704600000001,route_1
义乌-杭州,23426.9334,1999.1954,route_1
义乌-宁波,14679.644400000001,1264.8752,route_1
上海-石家庄,4291.698600000001,10742.7062,route_1
上海-南京,6817.1674,21706.1208,route_1
上海-厦门,5019.8208,10224.550000000001,route_1
上海-长沙,6337.191200000001,13173.897400000002,route_1
上海-郑州,7982.439600000001,20519.2472,route_1
义乌-济南,37185.8964,843.1832,route_1
义乌-南昌,20362.076200000003,1114.0910000000001,route_1
义乌-福州,18170.467800000002,640.0352,route_1
东莞-武汉,4703.3422,9311.2492,route_1
义乌-无锡,8879.5856,450.637,route_1
义乌-济宁,6972.372,180.649,route_1
石家庄-北京,22126.6996,4644.9664,route_1
宁波-金华,3799.3634,14841.357,route_1
金华-台州,7219.799000000001,3582.8746,route_1
郑州-郑州,17487.3686,17487.3686,route_1
郑州-信阳,9695.842,3173.5962,route_1
中山-广州,20937.9318,12569.268000000002,route_1
石家庄-天津,11711.083000000002,5321.838000000001,route_1
石家庄-广州,18767.848,5343.8261999999995,route_1
北京-太原,4283.2742,7467.645200000001,route_1
沈阳-北京,6541.2044000000005,4943.8994,route_1
沈阳-长春,8479.867,8880.344400000002,route_1
沈阳-西安,4135.0708,9444.126,route_1
南京-金华,3386.4826000000003,14192.9594,route_1
南京-郑州,8061.653400000001,8069.800200000001,route_1
南京-广州,14641.0082,4205.59,route_1
苏州-武汉,6517.7236,8634.0454,route_1
苏州-成都,6906.127,4016.1150000000002,route_1
徐州-厦门,6872.7542,2516.913,route_1
徐州-广州,28026.5798,2790.2628000000004,route_1
徐州-长春,9950.3646,883.8376000000001,route_1
常州-成都,9690.7248,2030.3594000000003,route_1
南通-杭州,7720.2736,2571.5402000000004,route_1
合肥-长春,7986.133600000001,889.2324000000001,route_1
合肥-青岛,7397.8052,1159.3518,route_1
合肥-南昌,9297.9778,5533.680600000001,route_1
合肥-贵阳,8890.8934,629.5083999999999,route_1
合肥-西安,14640.289200000001,5761.484600000001,route_1
安庆-武汉,6776.257600000001,3122.3456,route_1
蚌埠-天津,6696.062000000001,1367.2996,route_1
蚌埠-贵阳,6491.074400000001,321.9576,route_1
蚌埠-哈尔滨,7043.216,799.2364,route_1
济南-石家庄,10198.919600000001,13910.8456,route_1
济南-哈尔滨,11581.089600000001,4847.6508,route_1
杭州-南昌,6824.461,7775.9372,route_1
湖州-广州,7053.787200000001,933.0478,route_1
宁波-郑州,8079.2286,6632.963200000001,route_1
宁波-广州,14787.2702,3269.9762,route_1
金华-哈尔滨,14959.965800000002,875.614,route_1
金华-常州,8277.5768,2578.8912,route_1
金华-蚌埠,8646.178600000001,1947.7366000000002,route_1
金华-青岛,11939.380200000001,671.4148,route_1
金华-郑州,21382.0358,4769.2402,route_1
南昌-贵阳,7565.0986,852.7208,route_1
泉州-汕头,7825.132600000001,1031.2674000000002,route_1
重庆-成都,15995.835000000001,14885.368600000002,route_1
长沙-南昌,13368.559000000001,9858.0108,route_1
长沙-海口,9056.9894,389.32320000000004,route_1
武汉-天津,10929.7864,3715.5358000000006,route_1
武汉-合肥,9108.2326,14139.9164,route_1
武汉-青岛,8218.343200000001,2031.3486000000003,route_1
武汉-信阳,6871.108,2609.5444,route_1
郑州-侯马,8021.0536,1071.5896000000002,route_1
郑州-石家庄,16063.091400000001,11294.3916,route_1
郑州-福州,10200.6824,4376.5006,route_1
郑州-南宁,13482.43,4492.2038,route_1
洛阳-郑州,5512.108800000001,7261.0262,route_1
洛阳-成都,6980.0626,1787.3454000000002,route_1
郑州-蚌埠,6217.392400000001,8025.999600000001,route_1
广州-济南,8165.9942,15708.323600000002,route_1
广州-南昌,7821.9318,20597.8188,route_1
广州-武汉,11394.458200000001,35014.1174,route_1
成都-贵阳,8635.885,2496.5858000000003,route_1
成都-郑州,5690.045600000001,20368.4704,route_1
北京-石家庄,4644.9664,22126.6996,route_1
长春-长春,13886.0138,13886.0138,route_1
合肥-长沙,11452.742400000001,7249.3168000000005,route_1
济南-武汉,10173.986,15333.910600000001,route_1
济南-洛阳,3507.0698,6676.8554,route_1
台州-上海,9408.6082,1938.5238000000002,route_1
金华-义乌,3472.2738,10450.829000000002,route_1
福州-西安,4628.263800000001,9712.336400000002,route_1
厦门-上海,10224.550000000001,5019.8208,route_1
厦门-武汉,6215.0818,8122.821000000001,route_1
泉州-长沙,7195.6242,4845.7492,route_1
武汉-蚌埠,4624.6392000000005,7763.841,route_1
武汉-重庆,13451.962800000001,8541.3446,route_1
武汉-深圳,14597.959,3194.9968000000003,route_1
郑州-上海,20519.2472,7982.439600000001,route_1
郑州-重庆,10672.960600000002,5379.465200000001,route_1
中山-深圳,8024.3460000000005,3020.7938000000004,route_1
成都-昆明,8309.058200000001,5378.4834,route_1
成都-南昌,4456.3566,12135.7972,route_1
西安-苏州,8367.535800000001,5881.305600000001,route_1
西安-福州,9712.336400000002,4628.263800000001,route_1
西安-重庆,9946.601200000001,8671.6008,route_1
西安-东莞,9607.670800000002,4084.4226000000003,route_1
南宁-郑州,4492.2038,13482.43,route_1
义乌-金华,10450.829000000002,3472.2738,route_1
东莞-广州,17138.511,9680.1286,route_1
义乌-哈尔滨,17395.4386,471.75260000000003,route_1
义乌-广州,51311.026600000005,808.9748,route_1
东莞-长沙,4700.7762,11397.929200000002,route_1
沈阳-沈阳,21015.915800000002,21015.915800000002,route_1
无锡-徐州,3305.9002,6593.622800000001,route_1
常州-南京,6882.5694,8678.200400000002,route_1
苏州-常州,4751.293000000001,7722.7924,route_1
苏州-南通,3266.954,9727.608400000001,route_1
济南-济南,23107.9758,23107.9758,route_1
福州-福州,7436.3498,7436.3498,route_1
泉州-厦门,9163.8814,5276.84,route_1
长沙-衡阳,11816.004,7028.068000000001,route_1
湛江-广州,6444.5468,6033.1336,route_1
石家庄-合肥,5289.746800000001,9396.591600000002,route_1
石家庄-杭州,5428.4894,6735.6476,route_1
天津-北京,13572.4038,5342.760200000001,route_1
天津-沈阳,8959.4814,5823.609,route_1
天津-济南,11117.067400000002,10966.382200000002,route_1
沈阳-天津,5823.609,8959.4814,route_1
哈尔滨-哈尔滨,32677.228800000004,32677.228800000004,route_1
南京-长沙,8178.422600000001,5969.710000000001,route_1
南京-成都,12312.960400000002,3671.2642,route_1
常州-沈阳,9158.0526,1126.3954,route_1
苏州-西安,5881.305600000001,8367.535800000001,route_1
徐州-合肥,10749.4696,5248.961,route_1
徐州-济南,18292.9816,4426.6306,route_1
徐州-杭州,11088.2686,5263.2734,route_1
徐州-郑州,16177.163200000003,7249.973800000001,route_1
徐州-太原,8462.4778,585.036,route_1
合肥-沈阳,11586.553800000002,1545.9156,route_1
合肥-南京,6969.404400000001,8277.6934,route_1
合肥-徐州,5248.961,10749.4696,route_1
蚌埠-郑州,8025.999600000001,6217.392400000001,route_1
蚌埠-长春,6882.1058,530.8946,route_1
青岛-济南,4256.8332,11957.783599999999,route_1
济南-沈阳,13582.9676,4633.9288,route_1
杭州-石家庄,6735.6476,5428.4894,route_1
杭州-合肥,6511.1832,7967.777400000001,route_1
宁波-西安,7878.9094000000005,5998.972400000001,route_1
金华-南京,14192.9594,3386.4826000000003,route_1
金华-长沙,17946.142200000002,4102.4318,route_1
金华-武汉,19911.183800000003,4260.2496,route_1
南昌-成都,12135.7972,4456.3566,route_1
南昌-杭州,7775.9372,6824.461,route_1
重庆-郑州,5379.465200000001,10672.960600000002,route_1
重庆-贵阳,8558.4488,1561.9612000000002,route_1
长沙-哈尔滨,8222.362000000001,2067.6594,route_1
长沙-沈阳,8674.7072,1760.2474000000002,route_1
长沙-杭州,9466.4464,9135.682200000001,route_1
长沙-金华,4102.4318,17946.142200000002,route_1
长沙-广州,37618.946200000006,12908.7934,route_1
长沙-中山,9246.5884,3788.3036,route_1
长沙-昆明,11368.652,2755.6528,route_1
长沙-兰州,6735.789200000001,708.9776,route_1
武汉-石家庄,10770.585200000001,9605.065,route_1
武汉-中山,9019.2258,3601.9970000000003,route_1
武汉-济南,15333.910600000001,10173.986,route_1
武汉-厦门,8122.821000000001,6215.0818,route_1
武汉-汕头,6603.291800000001,2032.0750000000003,route_1
武汉-南宁,12030.127600000002,6154.487,route_1
郑州-南京,8069.800200000001,8061.653400000001,route_1
郑州-常州,4837.657,10029.261,route_1
广州-南宁,15034.0874,22379.772200000003,route_1
广州-贵阳,8337.1056,3236.8116,route_1
成都-石家庄,4235.7102,12562.884,route_1
成都-济南,6661.0504,13057.004200000001,route_1
西安-广州,37914.195400000004,9543.758600000001,route_1
安庆-上海,8439.1358,1455.8502,route_1
济南-宁波,3676.9292000000005,9250.2278,route_1
济南-长沙,7819.033600000001,12601.622000000001,route_1
温州-上海,8514.6926,3563.8392,route_1
南昌-福州,6919.3364,4515.6374,route_1
南昌-长沙,9858.0108,13368.559000000001,route_1
泉州-上海,8670.8124,3081.2970000000005,route_1
长沙-重庆,9758.9954,8349.7746,route_1
武汉-宁波,6457.1140000000005,8397.1748,route_1
武汉-金华,4260.2496,19911.183800000003,route_1
武汉-长春,7822.3112,1279.2126,route_1
郑州-深圳,10605.3322,2397.6620000000003,route_1
洛阳-上海,6406.141,2415.1456000000003,route_1
广州-深圳,17425.0184,14758.654600000002,route_1
贵阳-贵阳,32367.119400000003,32367.119400000003,route_1
成都-苏州,4016.1150000000002,6906.127,route_1
西安-南京,7050.2348,8479.790200000001,route_1
西安-合肥,5761.484600000001,14640.289200000001,route_1
西安-宁波,5998.972400000001,7878.9094000000005,route_1
西安-中山,9579.251400000001,3324.6432000000004,route_1
西安-南宁,9361.4338,4257.6762,route_1
西安-成都,19427.1074,9218.355,route_1
南宁-广州,22379.772200000003,15034.0874,route_1
大理州-昆明,3402.4588000000003,7118.8598,route_1
义乌-上海,38777.992600000005,806.9344000000001,route_1
义乌-台州,7358.209400000001,1241.5258000000001,route_1
上海-南昌,5741.891200000001,12657.409599999999,route_1
义乌-石家庄,18221.1234,780.9496,route_1
义乌-天津,17170.3172,310.6424,route_1
义乌-南京,15629.4022,1119.4858000000002,route_1
义乌-贵阳,13966.980200000002,257.02660000000003,route_1
