0,1,2,3
南宁-呼和浩特,1357.1670000000001,443.4646,
南宁-苏州,2960.0454,3608.5818,
南宁-宁波,2290.014,5986.4968,
南宁-金华,1763.9886000000001,13924.486200000001,
南宁-福州,4608.316000000001,3789.9498000000003,
南宁-厦门,2858.2086,3678.1044,
南宁-重庆,5617.6720000000005,7826.709400000001,route_1
柳州-南昌,480.3704000000001,2827.4314,
南充-青岛,358.20640000000003,527.5402,
大理州-大连,304.9848,42.3006,
大理州-南京,350.377,1082.7114000000001,
烟台-济南,2699.6024,4499.9166000000005,
义乌-温州,12270.8754,992.1278,route_1
西宁-西宁,3685.014,3685.014,
乌鲁木齐-乌鲁木齐,5530.18,5530.18,
太原-锦州,488.8568,319.1288,
大连-天津,462.3464,1946.6780000000003,
大连-漯河,146.572,1005.2132000000001,
烟台-哈尔滨,1567.2246,1505.6480000000001,
烟台-常州,448.99080000000004,1975.8932000000002,
烟台-贵阳,739.8316,220.12080000000003,
临沂-银川,310.1168,45.129400000000004,
义乌-蚌埠,10755.682400000002,594.643,route_1
赣州-汕头,1122.3766000000003,549.1194,
赣州-南宁,1959.1758,1269.4742,
常德-漯河,236.96220000000002,920.4806000000001,
荆州-洛阳,267.6848,394.718,
深圳-呼和浩特,957.3938,595.9570000000001,
深圳-哈尔滨,1858.4744,2695.1274000000003,
深圳-太原,1367.2450000000001,1470.0562,
深圳-南京,1926.1028000000001,5852.415200000001,
深圳-郑州,2397.6620000000003,10605.3322,
深圳-南充,1153.833,849.4978000000001,
东莞-南昌,3296.9576000000006,5896.0298,
东莞-柳州,1856.6274,1031.5922,
东莞-昆明,2962.17,1733.7296000000001,
南宁-襄阳,915.8742000000001,1160.2716,
南充-合肥,341.365,3746.2038000000002,
银川-哈尔滨,327.0896,869.9564,
呼和浩特-徐州,271.17060000000004,5952.405000000001,
呼和浩特-潍坊,279.65700000000004,1495.3220000000001,
呼和浩特-烟台,324.7864,615.6272,
呼和浩特-湖州,87.5614,945.2902000000001,
呼和浩特-温州,251.36900000000003,1429.8728,
呼和浩特-衡阳,189.26680000000002,1208.6240000000003,
呼和浩特-南充,305.1162,316.16859999999997,
呼和浩特-兰州,406.82160000000005,400.9012,
呼和浩特-拉萨,47.958200000000005,16.8414,
包头-石家庄,64.93100000000001,1398.3544,
包头-南京,33.8142,1034.8846,
包头-合肥,25.3278,1595.7134,
包头-济宁,16.8414,457.47720000000004,
包头-嘉兴,22.499000000000002,238.60840000000002,
包头-汕头,22.499000000000002,180.3862,
包头-大理州,16.8414,56.44460000000001,
包头-银川,110.06040000000002,126.90180000000001,
包头-乌鲁木齐,25.3278,56.44460000000001,
太原-南京,980.9366,4940.683800000001,
太原-徐州,585.036,8462.4778,
太原-福州,1060.0116,2805.0638,
太原-襄阳,384.3226,1632.0242,
太原-柳州,356.166,240.18520000000004,
侯马-包头,141.3086,39.4718,
侯马-廊坊,172.4254,687.205,
侯马-大连,237.4878,123.94160000000001,
侯马-青岛,571.1548,803.8428,
侯马-杭州,667.2026000000001,2991.5240000000003,
侯马-厦门,347.6796,1327.3022,
侯马-泉州,291.235,1977.1378000000002,
唐山-淮安,45.129400000000004,200.0564,
唐山-嘉兴,112.7578,538.9248,
唐山-鹰潭,39.4718,231.04180000000002,
唐山-常德,70.4572,110.06040000000002,
唐山-内江,22.499000000000002,70.5886,
大连-廊坊,70.4572,583.4592,
大连-无锡,104.2714,1036.5308,
大连-泉州,186.0438,1039.553,
大连-中山,169.2024,606.3524,
锦州-包头,124.20440000000002,53.61580000000001,
锦州-扬州,33.8142,603.2608,
锦州-合肥,110.06040000000002,2249.2356,
锦州-安庆,36.643,1172.1818,
锦州-潍坊,101.70540000000001,541.5528,
锦州-宁波,98.87660000000001,1084.3576,
锦州-鹰潭,22.499000000000002,250.5806,
锦州-福州,107.23160000000001,735.8202,
锦州-重庆,115.71800000000002,2093.907,
锦州-荆州,22.499000000000002,219.858,
锦州-南充,42.3006,135.5196,
锦州-西宁,25.3278,42.3006,
