收寄城市,寄达城市,大件运量
杭州,喀什,0.0
湖州,北京,479.0
湖州,天津,0.0
湖州,石家庄,0.0
湖州,唐山,0.0
湖州,廊坊,0.0
湖州,保定,0.0
湖州,太原,0.0
湖州,侯马,0.0
湖州,呼和浩特,0.0
湖州,包头,0.0
湖州,沈阳,515.0
湖州,大连,0.0
湖州,锦州,0.0
湖州,长春,0.0
湖州,哈尔滨,0.0
湖州,上海,19805.0
湖州,南京,0.0
湖州,常州,0.0
湖州,无锡,0.0
湖州,苏州,0.0
湖州,徐州,0.0
湖州,连云港,0.0
湖州,淮安,0.0
湖州,盐城,0.0
湖州,扬州,0.0
湖州,南通,0.0
湖州,杭州,0.0
湖州,湖州,0.0
湖州,嘉兴,0.0
湖州,宁波,0.0
湖州,台州,0.0
湖州,金华,0.0
湖州,义乌,0.0
湖州,温州,0.0
湖州,合肥,0.0
湖州,蚌埠,0.0
湖州,芜湖,0.0
湖州,安庆,0.0
湖州,福州,0.0
湖州,厦门,0.0
湖州,泉州,0.0
湖州,南昌,0.0
湖州,鹰潭,0.0
湖州,赣州,0.0
湖州,济南,0.0
湖州,潍坊,0.0
湖州,烟台,0.0
湖州,青岛,0.0
湖州,济宁,0.0
湖州,临沂,0.0
湖州,郑州,0.0
湖州,漯河,0.0
湖州,信阳,0.0
湖州,洛阳,0.0
湖州,武汉,522.0
湖州,荆州,0.0
湖州,襄阳,0.0
湖州,长沙,0.0
湖州,常德,0.0
湖州,衡阳,0.0
湖州,广州,1194.0
湖州,汕头,0.0
湖州,深圳,0.0
湖州,东莞,0.0
湖州,湛江,0.0
湖州,中山,0.0
湖州,南宁,0.0
湖州,柳州,0.0
湖州,海口,0.0
湖州,重庆,0.0
湖州,成都,814.0
湖州,南充,0.0
湖州,内江,0.0
湖州,贵阳,0.0
湖州,昆明,0.0
湖州,大理州,0.0
湖州,拉萨,0.0
湖州,西安,950.0
湖州,宝鸡,0.0
湖州,兰州,0.0
湖州,西宁,0.0
湖州,银川,0.0
湖州,乌鲁木齐,0.0
湖州,阿克苏,0.0
湖州,喀什,0.0
嘉兴,北京,383.0
嘉兴,天津,0.0
嘉兴,石家庄,0.0
嘉兴,唐山,0.0
嘉兴,廊坊,0.0
嘉兴,保定,0.0
嘉兴,太原,0.0
嘉兴,侯马,0.0
嘉兴,呼和浩特,0.0
嘉兴,包头,0.0
嘉兴,沈阳,0.0
嘉兴,大连,0.0
嘉兴,锦州,0.0
嘉兴,长春,0.0
嘉兴,哈尔滨,0.0
嘉兴,上海,18450.0
嘉兴,南京,0.0
嘉兴,常州,0.0
嘉兴,无锡,0.0
嘉兴,苏州,0.0
嘉兴,徐州,0.0
嘉兴,连云港,0.0
嘉兴,淮安,0.0
嘉兴,盐城,0.0
嘉兴,扬州,0.0
嘉兴,南通,0.0
嘉兴,杭州,0.0
嘉兴,湖州,0.0
嘉兴,嘉兴,0.0
嘉兴,宁波,0.0
嘉兴,台州,0.0
嘉兴,金华,338.0
嘉兴,义乌,114.0
嘉兴,温州,0.0
嘉兴,合肥,0.0
嘉兴,蚌埠,0.0
嘉兴,芜湖,0.0
嘉兴,安庆,0.0
嘉兴,福州,0.0
嘉兴,厦门,0.0
嘉兴,泉州,0.0
嘉兴,南昌,0.0
嘉兴,鹰潭,0.0
嘉兴,赣州,0.0
嘉兴,济南,0.0
嘉兴,潍坊,0.0
嘉兴,烟台,0.0
嘉兴,青岛,0.0
嘉兴,济宁,0.0
嘉兴,临沂,0.0
嘉兴,郑州,0.0
嘉兴,漯河,0.0
嘉兴,信阳,0.0
嘉兴,洛阳,0.0
嘉兴,武汉,647.0
嘉兴,荆州,0.0
嘉兴,襄阳,0.0
嘉兴,长沙,0.0
嘉兴,常德,0.0
嘉兴,衡阳,0.0
嘉兴,广州,955.0
嘉兴,汕头,0.0
嘉兴,深圳,0.0
嘉兴,东莞,0.0
嘉兴,湛江,0.0
嘉兴,中山,0.0
嘉兴,南宁,0.0
嘉兴,柳州,0.0
嘉兴,海口,0.0
嘉兴,重庆,0.0
嘉兴,成都,571.0
嘉兴,南充,0.0
嘉兴,内江,0.0
嘉兴,贵阳,0.0
嘉兴,昆明,0.0
嘉兴,大理州,0.0
嘉兴,拉萨,0.0
嘉兴,西安,521.0
嘉兴,宝鸡,0.0
嘉兴,兰州,0.0
嘉兴,西宁,0.0
嘉兴,银川,0.0
嘉兴,乌鲁木齐,0.0
嘉兴,阿克苏,0.0
嘉兴,喀什,0.0
宁波,北京,1221.0
宁波,天津,0.0
宁波,石家庄,0.0
宁波,唐山,0.0
宁波,廊坊,0.0
宁波,保定,0.0
宁波,太原,0.0
宁波,侯马,0.0
宁波,呼和浩特,0.0
宁波,包头,0.0
宁波,沈阳,1650.0
宁波,大连,0.0
宁波,锦州,0.0
宁波,长春,0.0
宁波,哈尔滨,0.0
宁波,上海,51144.0
宁波,南京,0.0
宁波,常州,0.0
宁波,无锡,0.0
宁波,苏州,0.0
宁波,徐州,0.0
宁波,连云港,0.0
宁波,淮安,0.0
宁波,盐城,0.0
宁波,扬州,0.0
宁波,南通,0.0
宁波,杭州,2723.0
宁波,湖州,0.0
宁波,嘉兴,0.0
宁波,宁波,0.0
宁波,台州,0.0
宁波,金华,968.0
宁波,义乌,329.0
宁波,温州,0.0
宁波,合肥,0.0
宁波,蚌埠,0.0
宁波,芜湖,0.0
宁波,安庆,0.0
宁波,福州,0.0
宁波,厦门,0.0
宁波,泉州,0.0
宁波,南昌,0.0
宁波,鹰潭,0.0
宁波,赣州,0.0
宁波,济南,2381.0
宁波,潍坊,0.0
宁波,烟台,0.0
宁波,青岛,0.0
宁波,济宁,0.0
宁波,临沂,0.0
宁波,郑州,2097.0
宁波,漯河,0.0
宁波,信阳,0.0
宁波,洛阳,0.0
宁波,武汉,2171.0
宁波,荆州,0.0
宁波,襄阳,0.0
宁波,长沙,2120.0
宁波,常德,0.0
宁波,衡阳,0.0
宁波,广州,3854.0
宁波,汕头,0.0
宁波,深圳,0.0
宁波,东莞,0.0
宁波,湛江,0.0
宁波,中山,0.0
宁波,南宁,0.0
宁波,柳州,0.0
宁波,海口,0.0
宁波,重庆,0.0
宁波,成都,2337.0
宁波,南充,0.0
宁波,内江,0.0
宁波,贵阳,0.0
宁波,昆明,0.0
宁波,大理州,0.0
宁波,拉萨,0.0
宁波,西安,2065.0
宁波,宝鸡,0.0
宁波,兰州,0.0
宁波,西宁,0.0
宁波,银川,0.0
宁波,乌鲁木齐,0.0
宁波,阿克苏,0.0
宁波,喀什,0.0
台州,北京,748.0
台州,天津,0.0
台州,石家庄,0.0
台州,唐山,0.0
台州,廊坊,0.0
台州,保定,0.0
台州,太原,0.0
台州,侯马,0.0
台州,呼和浩特,0.0
台州,包头,0.0
台州,沈阳,1007.0
台州,大连,0.0
台州,锦州,0.0
台州,长春,0.0
台州,哈尔滨,0.0
台州,上海,36155.0
台州,南京,0.0
台州,常州,0.0
台州,无锡,0.0
台州,苏州,0.0
台州,徐州,0.0
台州,连云港,0.0
台州,淮安,0.0
台州,盐城,0.0
台州,扬州,0.0
台州,南通,0.0
台州,杭州,1496.0
台州,湖州,0.0
台州,嘉兴,0.0
台州,宁波,0.0
台州,台州,0.0
台州,金华,667.0
台州,义乌,241.0
台州,温州,0.0
台州,合肥,0.0
台州,蚌埠,0.0
台州,芜湖,0.0
台州,安庆,0.0
台州,福州,0.0
台州,厦门,0.0
台州,泉州,0.0
台州,南昌,0.0
台州,鹰潭,0.0
台州,赣州,0.0
台州,济南,1667.0
台州,潍坊,0.0
台州,烟台,0.0
台州,青岛,0.0
台州,济宁,0.0
台州,临沂,0.0
台州,郑州,1374.0
台州,漯河,0.0
台州,信阳,0.0
台州,洛阳,0.0
台州,武汉,1361.0
台州,荆州,0.0
台州,襄阳,0.0
台州,长沙,1403.0
台州,常德,0.0
台州,衡阳,0.0
台州,广州,2834.0
台州,汕头,0.0
台州,深圳,0.0
台州,东莞,0.0
台州,湛江,0.0
台州,中山,0.0
台州,南宁,0.0
台州,柳州,0.0
台州,海口,0.0
台州,重庆,0.0
台州,成都,1478.0
台州,南充,0.0
台州,内江,0.0
台州,贵阳,0.0
台州,昆明,0.0
台州,大理州,0.0
台州,拉萨,0.0
台州,西安,1392.0
台州,宝鸡,0.0
台州,兰州,0.0
台州,西宁,0.0
台州,银川,0.0
台州,乌鲁木齐,0.0
台州,阿克苏,0.0
台州,喀什,0.0
金华,北京,5881.0
金华,天津,3565.0
金华,石家庄,3890.0
金华,唐山,0.0
金华,廊坊,0.0
金华,保定,0.0
金华,太原,2930.0
金华,侯马,1681.0
金华,呼和浩特,0.0
金华,包头,0.0
金华,沈阳,4329.0
金华,大连,0.0
金华,锦州,0.0
金华,长春,2860.0
金华,哈尔滨,3791.0
金华,上海,41474.0
金华,南京,3638.0
金华,常州,2111.0
金华,无锡,1929.0
金华,苏州,4130.0
金华,徐州,2944.0
金华,连云港,0.0
金华,淮安,0.0
金华,盐城,0.0
金华,扬州,0.0
金华,南通,0.0
金华,杭州,6586.0
金华,湖州,0.0
金华,嘉兴,1931.0
金华,宁波,3690.0
金华,台州,1805.0
金华,金华,0.0
金华,义乌,876.0
金华,温州,3000.0
金华,合肥,3904.0
金华,蚌埠,2197.0
金华,芜湖,0.0
金华,安庆,0.0
金华,福州,3578.0
金华,厦门,2451.0
金华,泉州,1736.0
金华,南昌,3580.0
金华,鹰潭,0.0
金华,赣州,0.0
金华,济南,6672.0
金华,潍坊,0.0
金华,烟台,0.0
金华,青岛,3054.0
金华,济宁,0.0
金华,临沂,0.0
金华,郑州,5441.0
金华,漯河,2167.0
金华,信阳,2271.0
金华,洛阳,1656.0
金华,武汉,5051.0
金华,荆州,0.0
金华,襄阳,0.0
金华,长沙,4569.0
金华,常德,0.0
金华,衡阳,0.0
金华,广州,8965.0
金华,汕头,2080.0
金华,深圳,3286.0
金华,东莞,2750.0
金华,湛江,0.0
金华,中山,2494.0
金华,南宁,3549.0
金华,柳州,0.0
金华,海口,1745.0
金华,重庆,2757.0
金华,成都,5615.0
金华,南充,0.0
金华,内江,0.0
金华,贵阳,3409.0
金华,昆明,2679.0
金华,大理州,0.0
金华,拉萨,0.0
金华,西安,5102.0
金华,宝鸡,0.0
金华,兰州,1908.0
金华,西宁,0.0
金华,银川,0.0
金华,乌鲁木齐,1666.0
金华,阿克苏,0.0
金华,喀什,0.0
义乌,北京,2118.0
义乌,天津,4469.0
义乌,石家庄,4743.0
义乌,唐山,0.0
义乌,廊坊,0.0
义乌,保定,0.0
义乌,太原,3653.0
义乌,侯马,2096.0
义乌,呼和浩特,0.0
义乌,包头,0.0
义乌,沈阳,5276.0
义乌,大连,0.0
义乌,锦州,0.0
义乌,长春,3326.0
义乌,哈尔滨,4522.0
义乌,上海,41568.0
义乌,南京,4069.0
义乌,常州,2485.0
义乌,无锡,2312.0
义乌,苏州,4741.0
义乌,徐州,3644.0
义乌,连云港,0.0
义乌,淮安,0.0
义乌,盐城,0.0
义乌,扬州,0.0
义乌,南通,1745.0
义乌,杭州,6093.0
义乌,湖州,0.0
义乌,嘉兴,2005.0
义乌,宁波,3813.0
义乌,台州,1913.0
义乌,金华,2705.0
义乌,义乌,0.0
义乌,温州,3183.0
义乌,合肥,4484.0
义乌,蚌埠,2798.0
义乌,芜湖,0.0
义乌,安庆,0.0
义乌,福州,4731.0
义乌,厦门,3201.0
义乌,泉州,2392.0
义乌,南昌,5299.0
义乌,鹰潭,0.0
义乌,赣州,0.0
义乌,济南,9678.0
义乌,潍坊,2089.0
义乌,烟台,0.0
义乌,青岛,4224.0
义乌,济宁,1815.0
义乌,临沂,2051.0
义乌,郑州,8579.0
义乌,漯河,3427.0
义乌,信阳,3658.0
义乌,洛阳,2600.0
义乌,武汉,7485.0
义乌,荆州,0.0
义乌,襄阳,0.0
义乌,长沙,7046.0
义乌,常德,0.0
义乌,衡阳,2221.0
义乌,广州,13357.0
义乌,汕头,3152.0
义乌,深圳,4769.0
义乌,东莞,3806.0
义乌,湛江,1921.0
义乌,中山,3560.0
义乌,南宁,3680.0
义乌,柳州,0.0
义乌,海口,0.0
义乌,重庆,2944.0
义乌,成都,5615.0
义乌,南充,0.0
义乌,内江,0.0
义乌,贵阳,3629.0
义乌,昆明,2879.0
义乌,大理州,0.0
义乌,拉萨,0.0
义乌,西安,5259.0
义乌,宝鸡,0.0
义乌,兰州,0.0
义乌,西宁,0.0
义乌,银川,0.0
义乌,乌鲁木齐,0.0
义乌,阿克苏,0.0
义乌,喀什,0.0
温州,北京,791.0
温州,天津,0.0
温州,石家庄,0.0
温州,唐山,0.0
温州,廊坊,0.0
温州,保定,0.0
温州,太原,0.0
温州,侯马,0.0
温州,呼和浩特,0.0
温州,包头,0.0
温州,沈阳,831.0
温州,大连,0.0
温州,锦州,0.0
温州,长春,0.0
温州,哈尔滨,0.0
温州,上海,34217.0
温州,南京,0.0
温州,常州,0.0
温州,无锡,0.0
温州,苏州,0.0
温州,徐州,0.0
温州,连云港,0.0
温州,淮安,0.0
温州,盐城,0.0
温州,扬州,0.0
温州,南通,0.0
温州,杭州,1518.0
温州,湖州,0.0
温州,嘉兴,0.0
温州,宁波,0.0
温州,台州,0.0
温州,金华,665.0
温州,义乌,206.0
温州,温州,0.0
温州,合肥,0.0
温州,蚌埠,0.0
温州,芜湖,0.0
温州,安庆,0.0
温州,福州,0.0
温州,厦门,0.0
温州,泉州,0.0
温州,南昌,0.0
温州,鹰潭,0.0
温州,赣州,0.0
温州,济南,0.0
温州,潍坊,0.0
温州,烟台,0.0
温州,青岛,0.0
温州,济宁,0.0
温州,临沂,0.0
温州,郑州,0.0
温州,漯河,0.0
温州,信阳,0.0
温州,洛阳,0.0
温州,武汉,1191.0
温州,荆州,0.0
温州,襄阳,0.0
温州,长沙,0.0
温州,常德,0.0
温州,衡阳,0.0
温州,广州,2237.0
温州,汕头,0.0
温州,深圳,0.0
温州,东莞,0.0
温州,湛江,0.0
温州,中山,0.0
温州,南宁,0.0
温州,柳州,0.0
温州,海口,0.0
温州,重庆,0.0
温州,成都,1271.0
温州,南充,0.0
温州,内江,0.0
温州,贵阳,0.0
温州,昆明,0.0
温州,大理州,0.0
温州,拉萨,0.0
温州,西安,1069.0
温州,宝鸡,0.0
温州,兰州,0.0
温州,西宁,0.0
温州,银川,0.0
温州,乌鲁木齐,0.0
温州,阿克苏,0.0
温州,喀什,0.0
合肥,北京,2750.0
合肥,天津,2643.0
合肥,石家庄,2607.0
合肥,唐山,0.0
合肥,廊坊,0.0
合肥,保定,0.0
合肥,太原,2271.0
合肥,侯马,0.0
合肥,呼和浩特,0.0
合肥,包头,0.0
合肥,沈阳,3201.0
合肥,大连,0.0
合肥,锦州,0.0
合肥,长春,2197.0
合肥,哈尔滨,2436.0
合肥,上海,5375.0
合肥,南京,1938.0
合肥,常州,0.0
合肥,无锡,0.0
合肥,苏州,1890.0
合肥,徐州,1445.0
合肥,连云港,0.0
合肥,淮安,0.0
合肥,盐城,0.0
合肥,扬州,0.0
合肥,南通,0.0
合肥,杭州,2223.0
合肥,湖州,0.0
合肥,嘉兴,0.0
合肥,宁波,0.0
合肥,台州,0.0
合肥,金华,865.0
合肥,义乌,278.0
合肥,温州,0.0
合肥,合肥,0.0
合肥,蚌埠,1805.0
合肥,芜湖,0.0
合肥,安庆,0.0
合肥,福州,2412.0
合肥,厦门,0.0
合肥,泉州,0.0
合肥,南昌,2581.0
合肥,鹰潭,0.0
合肥,赣州,0.0
合肥,济南,3893.0
合肥,潍坊,0.0
合肥,烟台,0.0
合肥,青岛,2054.0
合肥,济宁,0.0
合肥,临沂,0.0
合肥,郑州,3559.0
合肥,漯河,0.0
合肥,信阳,0.0
合肥,洛阳,0.0
合肥,武汉,47270.0
合肥,荆州,0.0
合肥,襄阳,0.0
合肥,长沙,3198.0
合肥,常德,0.0
合肥,衡阳,0.0
合肥,广州,5802.0
合肥,汕头,0.0
合肥,深圳,2316.0
合肥,东莞,0.0
合肥,湛江,0.0
合肥,中山,0.0
合肥,南宁,2277.0
合肥,柳州,0.0
合肥,海口,0.0
合肥,重庆,2249.0
合肥,成都,4510.0
合肥,南充,0.0
合肥,内江,0.0
合肥,贵阳,2443.0
合肥,昆明,0.0
合肥,大理州,0.0
合肥,拉萨,0.0
合肥,西安,4739.0
合肥,宝鸡,0.0
合肥,兰州,0.0
合肥,西宁,0.0
合肥,银川,0.0
合肥,乌鲁木齐,0.0
合肥,阿克苏,0.0
合肥,喀什,0.0
蚌埠,北京,1351.0
蚌埠,天津,1865.0
蚌埠,石家庄,0.0
蚌埠,唐山,0.0
蚌埠,廊坊,0.0
蚌埠,保定,0.0
蚌埠,太原,0.0
蚌埠,侯马,0.0
蚌埠,呼和浩特,0.0
蚌埠,包头,0.0
蚌埠,沈阳,2340.0
蚌埠,大连,0.0
蚌埠,锦州,0.0
蚌埠,长春,1916.0
蚌埠,哈尔滨,1970.0
蚌埠,上海,2676.0
蚌埠,南京,0.0
蚌埠,常州,0.0
蚌埠,无锡,0.0
蚌埠,苏州,0.0
蚌埠,徐州,0.0
蚌埠,连云港,0.0
蚌埠,淮安,0.0
蚌埠,盐城,0.0
蚌埠,扬州,0.0
蚌埠,南通,0.0
蚌埠,杭州,0.0
蚌埠,湖州,0.0
蚌埠,嘉兴,0.0
蚌埠,宁波,0.0
蚌埠,台州,0.0
蚌埠,金华,532.0
蚌埠,义乌,160.0
蚌埠,温州,0.0
蚌埠,合肥,1373.0
蚌埠,蚌埠,0.0
蚌埠,芜湖,0.0
蚌埠,安庆,0.0
蚌埠,福州,0.0
蚌埠,厦门,0.0
蚌埠,泉州,0.0
蚌埠,南昌,0.0
蚌埠,鹰潭,0.0
蚌埠,赣州,0.0
蚌埠,济南,2596.0
蚌埠,潍坊,0.0
蚌埠,烟台,0.0
蚌埠,青岛,0.0
蚌埠,济宁,0.0
蚌埠,临沂,0.0
蚌埠,郑州,2217.0
蚌埠,漯河,0.0
蚌埠,信阳,0.0
蚌埠,洛阳,0.0
蚌埠,武汉,44878.0
蚌埠,荆州,0.0
蚌埠,襄阳,0.0
蚌埠,长沙,2113.0
蚌埠,常德,0.0
蚌埠,衡阳,0.0
蚌埠,广州,3913.0
蚌埠,汕头,0.0
蚌埠,深圳,0.0
蚌埠,东莞,0.0
蚌埠,湛江,0.0
蚌埠,中山,0.0
蚌埠,南宁,0.0
蚌埠,柳州,0.0
蚌埠,海口,0.0
蚌埠,重庆,0.0
蚌埠,成都,2618.0
蚌埠,南充,0.0
蚌埠,内江,0.0
蚌埠,贵阳,1763.0
蚌埠,昆明,0.0
蚌埠,大理州,0.0
蚌埠,拉萨,0.0
蚌埠,西安,2906.0
蚌埠,宝鸡,0.0
蚌埠,兰州,0.0
蚌埠,西宁,0.0
蚌埠,银川,0.0
蚌埠,乌鲁木齐,0.0
蚌埠,阿克苏,0.0
蚌埠,喀什,0.0
芜湖,北京,755.0
芜湖,天津,0.0
芜湖,石家庄,0.0
芜湖,唐山,0.0
芜湖,廊坊,0.0
芜湖,保定,0.0
芜湖,太原,0.0
芜湖,侯马,0.0
芜湖,呼和浩特,0.0
芜湖,包头,0.0
芜湖,沈阳,0.0
芜湖,大连,0.0
芜湖,锦州,0.0
芜湖,长春,0.0
芜湖,哈尔滨,0.0
芜湖,上海,32426.0
芜湖,南京,0.0
芜湖,常州,0.0
芜湖,无锡,0.0
芜湖,苏州,0.0
芜湖,徐州,0.0
芜湖,连云港,0.0
芜湖,淮安,0.0
芜湖,盐城,0.0
芜湖,扬州,0.0
芜湖,南通,0.0
芜湖,杭州,0.0
芜湖,湖州,0.0
芜湖,嘉兴,0.0
芜湖,宁波,0.0
芜湖,台州,0.0
芜湖,金华,0.0
芜湖,义乌,0.0
芜湖,温州,0.0
芜湖,合肥,0.0
芜湖,蚌埠,0.0
芜湖,芜湖,0.0
芜湖,安庆,0.0
芜湖,福州,0.0
芜湖,厦门,0.0
芜湖,泉州,0.0
芜湖,南昌,0.0
芜湖,鹰潭,0.0
芜湖,赣州,0.0
芜湖,济南,0.0
芜湖,潍坊,0.0
芜湖,烟台,0.0
芜湖,青岛,0.0
芜湖,济宁,0.0
芜湖,临沂,0.0
芜湖,郑州,0.0
芜湖,漯河,0.0
芜湖,信阳,0.0
芜湖,洛阳,0.0
芜湖,武汉,1252.0
芜湖,荆州,0.0
芜湖,襄阳,0.0
芜湖,长沙,0.0
芜湖,常德,0.0
芜湖,衡阳,0.0
芜湖,广州,1916.0
芜湖,汕头,0.0
芜湖,深圳,0.0
芜湖,东莞,0.0
芜湖,湛江,0.0
芜湖,中山,0.0
芜湖,南宁,0.0
芜湖,柳州,0.0
芜湖,海口,0.0
芜湖,重庆,0.0
芜湖,成都,1381.0
芜湖,南充,0.0
芜湖,内江,0.0
芜湖,贵阳,0.0
芜湖,昆明,0.0
芜湖,大理州,0.0
芜湖,拉萨,0.0
芜湖,西安,1363.0
芜湖,宝鸡,0.0
芜湖,兰州,0.0
芜湖,西宁,0.0
芜湖,银川,0.0
芜湖,乌鲁木齐,0.0
芜湖,阿克苏,0.0
芜湖,喀什,0.0
安庆,北京,1009.0
安庆,天津,0.0
安庆,石家庄,0.0
安庆,唐山,0.0
安庆,廊坊,0.0
安庆,保定,0.0
安庆,太原,0.0
安庆,侯马,0.0
安庆,呼和浩特,0.0
安庆,包头,0.0
安庆,沈阳,1707.0
安庆,大连,0.0
安庆,锦州,0.0
安庆,长春,0.0
安庆,哈尔滨,0.0
安庆,上海,2366.0
安庆,南京,0.0
安庆,常州,0.0
安庆,无锡,0.0
安庆,苏州,0.0
安庆,徐州,0.0
安庆,连云港,0.0
安庆,淮安,0.0
安庆,盐城,0.0
安庆,扬州,0.0
安庆,南通,0.0
安庆,杭州,0.0
安庆,湖州,0.0
安庆,嘉兴,0.0
安庆,宁波,0.0
安庆,台州,0.0
安庆,金华,0.0
安庆,义乌,0.0
安庆,温州,0.0
安庆,合肥,0.0
安庆,蚌埠,0.0
安庆,芜湖,0.0
安庆,安庆,0.0
安庆,福州,0.0
安庆,厦门,0.0
安庆,泉州,0.0
安庆,南昌,0.0
安庆,鹰潭,0.0
安庆,赣州,0.0
安庆,济南,1852.0
安庆,潍坊,0.0
安庆,烟台,0.0
安庆,青岛,0.0
安庆,济宁,0.0
安庆,临沂,0.0
安庆,郑州,0.0
安庆,漯河,0.0
安庆,信阳,0.0
安庆,洛阳,0.0
安庆,武汉,50258.0
安庆,荆州,0.0
安庆,襄阳,0.0
安庆,长沙,0.0
安庆,常德,0.0
安庆,衡阳,0.0
安庆,广州,3514.0
安庆,汕头,0.0
安庆,深圳,0.0
安庆,东莞,0.0
安庆,湛江,0.0
安庆,中山,0.0
安庆,南宁,0.0
安庆,柳州,0.0
安庆,海口,0.0
安庆,重庆,0.0
安庆,成都,2143.0
安庆,南充,0.0
安庆,内江,0.0
安庆,贵阳,0.0
安庆,昆明,0.0
安庆,大理州,0.0
安庆,拉萨,0.0
安庆,西安,2217.0
安庆,宝鸡,0.0
安庆,兰州,0.0
安庆,西宁,0.0
安庆,银川,0.0
安庆,乌鲁木齐,0.0
安庆,阿克苏,0.0
安庆,喀什,0.0
福州,北京,2521.0
福州,天津,0.0
福州,石家庄,0.0
福州,唐山,0.0
福州,廊坊,0.0
福州,保定,0.0
福州,太原,0.0
福州,侯马,0.0
福州,呼和浩特,0.0
福州,包头,0.0
福州,沈阳,1221.0
福州,大连,0.0
福州,锦州,0.0
福州,长春,0.0
福州,哈尔滨,0.0
福州,上海,34733.0
福州,南京,0.0
福州,常州,0.0
福州,无锡,0.0
福州,苏州,0.0
福州,徐州,594.0
福州,连云港,0.0
福州,淮安,0.0
福州,盐城,0.0
福州,扬州,0.0
福州,南通,0.0
福州,杭州,1338.0
福州,湖州,0.0
福州,嘉兴,0.0
福州,宁波,0.0
福州,台州,0.0
福州,金华,504.0
福州,义乌,179.0
福州,温州,0.0
福州,合肥,873.0
福州,蚌埠,0.0
福州,芜湖,0.0
福州,安庆,0.0
福州,福州,0.0
福州,厦门,1595.0
福州,泉州,1047.0
福州,南昌,1298.0
福州,鹰潭,0.0
福州,赣州,0.0
福州,济南,0.0
福州,潍坊,0.0
福州,烟台,0.0
福州,青岛,0.0
福州,济宁,0.0
福州,临沂,0.0
福州,郑州,1237.0
福州,漯河,0.0
福州,信阳,0.0
福州,洛阳,0.0
福州,武汉,1730.0
福州,荆州,0.0
福州,襄阳,0.0
福州,长沙,1838.0
福州,常德,0.0
福州,衡阳,0.0
福州,广州,4098.0
福州,汕头,0.0
福州,深圳,0.0
福州,东莞,0.0
福州,湛江,0.0
福州,中山,0.0
福州,南宁,0.0
福州,柳州,0.0
福州,海口,0.0
福州,重庆,0.0
福州,成都,1782.0
福州,南充,0.0
福州,内江,0.0
福州,贵阳,0.0
福州,昆明,0.0
福州,大理州,0.0
福州,拉萨,0.0
福州,西安,1351.0
福州,宝鸡,0.0
福州,兰州,0.0
福州,西宁,0.0
福州,银川,0.0
福州,乌鲁木齐,0.0
福州,阿克苏,0.0
福州,喀什,0.0
厦门,北京,2695.0
厦门,天津,0.0
厦门,石家庄,0.0
厦门,唐山,0.0
厦门,廊坊,0.0
厦门,保定,0.0
厦门,太原,0.0
厦门,侯马,0.0
厦门,呼和浩特,0.0
厦门,包头,0.0
厦门,沈阳,1589.0
厦门,大连,0.0
厦门,锦州,0.0
厦门,长春,0.0
厦门,哈尔滨,0.0
厦门,上海,3478.0
厦门,南京,0.0
厦门,常州,0.0
厦门,无锡,0.0
厦门,苏州,0.0
厦门,徐州,810.0
厦门,连云港,0.0
厦门,淮安,0.0
厦门,盐城,0.0
厦门,扬州,0.0
厦门,南通,0.0
厦门,杭州,0.0
厦门,湖州,0.0
厦门,嘉兴,0.0
厦门,宁波,0.0
厦门,台州,0.0
厦门,金华,661.0
厦门,义乌,218.0
厦门,温州,0.0
厦门,合肥,0.0
厦门,蚌埠,0.0
厦门,芜湖,0.0
厦门,安庆,0.0
厦门,福州,3242.0
厦门,厦门,0.0
厦门,泉州,1700.0
厦门,南昌,0.0
厦门,鹰潭,0.0
厦门,赣州,0.0
厦门,济南,0.0
厦门,潍坊,0.0
厦门,烟台,0.0
厦门,青岛,0.0
厦门,济宁,0.0
厦门,临沂,0.0
厦门,郑州,1143.0
厦门,漯河,0.0
厦门,信阳,0.0
厦门,洛阳,0.0
厦门,武汉,2245.0
厦门,荆州,0.0
厦门,襄阳,0.0
厦门,长沙,0.0
厦门,常德,0.0
厦门,衡阳,0.0
厦门,广州,45275.0
厦门,汕头,0.0
厦门,深圳,2215.0
厦门,东莞,0.0
厦门,湛江,0.0
厦门,中山,0.0
厦门,南宁,0.0
厦门,柳州,0.0
厦门,海口,0.0
厦门,重庆,0.0
厦门,成都,2356.0
厦门,南充,0.0
厦门,内江,0.0
厦门,贵阳,0.0
厦门,昆明,0.0
厦门,大理州,0.0
厦门,拉萨,0.0
厦门,西安,1875.0
厦门,宝鸡,0.0
厦门,兰州,0.0
厦门,西宁,0.0
厦门,银川,0.0
厦门,乌鲁木齐,0.0
厦门,阿克苏,0.0
厦门,喀什,0.0
泉州,北京,3549.0
泉州,天津,0.0
泉州,石家庄,0.0
泉州,唐山,0.0
泉州,廊坊,0.0
泉州,保定,0.0
泉州,太原,0.0
泉州,侯马,0.0
泉州,呼和浩特,0.0
泉州,包头,0.0
泉州,沈阳,2224.0
泉州,大连,0.0
泉州,锦州,0.0
泉州,长春,0.0
泉州,哈尔滨,0.0
泉州,上海,2970.0
泉州,南京,0.0
泉州,常州,0.0
泉州,无锡,0.0
泉州,苏州,0.0
泉州,徐州,0.0
泉州,连云港,0.0
泉州,淮安,0.0
泉州,盐城,0.0
泉州,扬州,0.0
泉州,南通,0.0
泉州,杭州,0.0
泉州,湖州,0.0
