层级集散_inf,
统计项,结果
运输成本,37600144.08
平均运距,1701.034783
平均经转次数,1.389850254
线路数,198
邮路数,4780
自办占比,67.24%
其中：12t车占比,0.42%
          20t车占比,2.64%
          40t车占比,64.18%
委办占比,32.76%
其中：12t车占比,0.25%
          20t车占比,1.17%
          40t车占比,31.34%
