收寄城市,寄达城市,集包件运量
长春,襄阳,0.0
长春,长沙,0.0
长春,常德,0.0
长春,衡阳,0.0
长春,广州,105.0
长春,汕头,0.0
长春,深圳,0.0
长春,东莞,0.0
长春,湛江,0.0
长春,中山,0.0
长春,南宁,0.0
长春,柳州,0.0
长春,海口,0.0
长春,重庆,0.0
长春,成都,73.0
长春,南充,0.0
长春,内江,0.0
长春,贵阳,0.0
长春,昆明,0.0
长春,大理州,0.0
长春,拉萨,0.0
长春,西安,90.0
长春,宝鸡,0.0
长春,兰州,0.0
长春,西宁,0.0
长春,银川,0.0
长春,乌鲁木齐,0.0
长春,阿克苏,0.0
长春,喀什,0.0
哈尔滨,北京,218.0
哈尔滨,天津,62.0
哈尔滨,石家庄,36.0
哈尔滨,唐山,0.0
哈尔滨,廊坊,0.0
哈尔滨,保定,0.0
哈尔滨,太原,0.0
哈尔滨,侯马,0.0
哈尔滨,呼和浩特,0.0
哈尔滨,包头,0.0
哈尔滨,沈阳,470.0
哈尔滨,大连,0.0
哈尔滨,锦州,0.0
哈尔滨,长春,80.0
哈尔滨,哈尔滨,0.0
哈尔滨,上海,93.0
哈尔滨,南京,0.0
哈尔滨,常州,12.0
哈尔滨,无锡,0.0
哈尔滨,苏州,0.0
哈尔滨,徐州,14.0
哈尔滨,连云港,0.0
哈尔滨,淮安,0.0
哈尔滨,盐城,0.0
哈尔滨,扬州,0.0
哈尔滨,南通,0.0
哈尔滨,杭州,27.0
哈尔滨,湖州,0.0
哈尔滨,嘉兴,0.0
哈尔滨,宁波,0.0
哈尔滨,台州,0.0
哈尔滨,金华,10.0
哈尔滨,义乌,5.0
哈尔滨,温州,0.0
哈尔滨,合肥,14.0
哈尔滨,蚌埠,10.0
哈尔滨,芜湖,0.0
哈尔滨,安庆,0.0
哈尔滨,福州,0.0
哈尔滨,厦门,0.0
哈尔滨,泉州,0.0
哈尔滨,南昌,0.0
哈尔滨,鹰潭,0.0
哈尔滨,赣州,0.0
哈尔滨,济南,50.0
哈尔滨,潍坊,0.0
哈尔滨,烟台,0.0
哈尔滨,青岛,0.0
哈尔滨,济宁,0.0
哈尔滨,临沂,0.0
哈尔滨,郑州,30.0
哈尔滨,漯河,0.0
哈尔滨,信阳,0.0
哈尔滨,洛阳,0.0
哈尔滨,武汉,52.0
哈尔滨,荆州,0.0
哈尔滨,襄阳,0.0
哈尔滨,长沙,23.0
哈尔滨,常德,0.0
哈尔滨,衡阳,0.0
哈尔滨,广州,137.0
哈尔滨,汕头,0.0
哈尔滨,深圳,0.0
哈尔滨,东莞,0.0
哈尔滨,湛江,0.0
哈尔滨,中山,0.0
哈尔滨,南宁,0.0
哈尔滨,柳州,0.0
哈尔滨,海口,0.0
哈尔滨,重庆,19.0
哈尔滨,成都,33.0
哈尔滨,南充,0.0
哈尔滨,内江,0.0
哈尔滨,贵阳,0.0
哈尔滨,昆明,0.0
哈尔滨,大理州,0.0
哈尔滨,拉萨,0.0
哈尔滨,西安,83.0
哈尔滨,宝鸡,0.0
哈尔滨,兰州,0.0
哈尔滨,西宁,0.0
哈尔滨,银川,0.0
哈尔滨,乌鲁木齐,0.0
哈尔滨,阿克苏,0.0
哈尔滨,喀什,0.0
上海,北京,271.0
上海,天津,1552.0
上海,石家庄,1764.0
上海,唐山,986.0
上海,廊坊,686.0
上海,保定,1229.0
上海,太原,1908.0
上海,侯马,1176.0
上海,呼和浩特,1685.0
上海,包头,463.0
上海,沈阳,700.0
上海,大连,1014.0
上海,锦州,821.0
上海,长春,2052.0
上海,哈尔滨,1897.0
上海,上海,0.0
上海,南京,1341.0
上海,常州,1009.0
上海,无锡,1149.0
上海,苏州,1531.0
上海,徐州,1120.0
上海,连云港,1036.0
上海,淮安,854.0
上海,盐城,1297.0
上海,扬州,1000.0
上海,南通,1004.0
上海,杭州,1111.0
上海,湖州,1021.0
上海,嘉兴,1311.0
上海,宁波,1751.0
上海,台州,819.0
上海,金华,310.0
上海,义乌,88.0
上海,温州,1329.0
上海,合肥,1559.0
上海,蚌埠,1498.0
上海,芜湖,1300.0
上海,安庆,1130.0
上海,福州,2006.0
上海,厦门,1651.0
上海,泉州,1212.0
上海,南昌,1927.0
上海,鹰潭,652.0
上海,赣州,1007.0
上海,济南,2022.0
上海,潍坊,1146.0
上海,烟台,1163.0
上海,青岛,1966.0
上海,济宁,1057.0
上海,临沂,1179.0
上海,郑州,1491.0
上海,漯河,1447.0
上海,信阳,1539.0
上海,洛阳,1182.0
上海,武汉,192.0
上海,荆州,455.0
上海,襄阳,971.0
上海,长沙,1321.0
上海,常德,993.0
上海,衡阳,1253.0
上海,广州,345.0
上海,汕头,1575.0
上海,深圳,1932.0
上海,东莞,1726.0
上海,湛江,1151.0
上海,中山,1712.0
上海,南宁,1939.0
上海,柳州,1355.0
上海,海口,1361.0
上海,重庆,1939.0
上海,成都,438.0
上海,南充,1409.0
上海,内江,253.0
上海,贵阳,2115.0
上海,昆明,2147.0
上海,大理州,745.0
上海,拉萨,294.0
上海,西安,283.0
上海,宝鸡,359.0
上海,兰州,1701.0
上海,西宁,329.0
上海,银川,1230.0
上海,乌鲁木齐,1490.0
上海,阿克苏,417.0
上海,喀什,0.0
南京,北京,249.0
南京,天津,158.0
南京,石家庄,0.0
南京,唐山,0.0
南京,廊坊,0.0
南京,保定,0.0
南京,太原,0.0
南京,侯马,0.0
南京,呼和浩特,0.0
南京,包头,0.0
南京,沈阳,196.0
南京,大连,0.0
南京,锦州,0.0
南京,长春,0.0
南京,哈尔滨,0.0
南京,上海,4819.0
南京,南京,0.0
南京,常州,198.0
南京,无锡,179.0
南京,苏州,348.0
南京,徐州,175.0
南京,连云港,0.0
南京,淮安,0.0
南京,盐城,0.0
南京,扬州,0.0
南京,南通,134.0
南京,杭州,216.0
南京,湖州,0.0
南京,嘉兴,0.0
南京,宁波,0.0
南京,台州,0.0
南京,金华,83.0
南京,义乌,27.0
南京,温州,0.0
南京,合肥,189.0
南京,蚌埠,0.0
南京,芜湖,0.0
南京,安庆,0.0
南京,福州,0.0
南京,厦门,0.0
南京,泉州,0.0
南京,南昌,0.0
南京,鹰潭,0.0
南京,赣州,0.0
南京,济南,230.0
南京,潍坊,0.0
南京,烟台,0.0
南京,青岛,0.0
南京,济宁,0.0
南京,临沂,0.0
南京,郑州,197.0
南京,漯河,0.0
南京,信阳,0.0
南京,洛阳,0.0
南京,武汉,244.0
南京,荆州,0.0
南京,襄阳,0.0
南京,长沙,191.0
南京,常德,0.0
南京,衡阳,0.0
南京,广州,351.0
南京,汕头,0.0
南京,深圳,0.0
南京,东莞,0.0
南京,湛江,0.0
南京,中山,0.0
南京,南宁,0.0
南京,柳州,0.0
南京,海口,0.0
南京,重庆,0.0
南京,成都,286.0
南京,南充,0.0
南京,内江,0.0
南京,贵阳,155.0
南京,昆明,0.0
南京,大理州,0.0
南京,拉萨,0.0
南京,西安,206.0
南京,宝鸡,0.0
南京,兰州,0.0
南京,西宁,0.0
南京,银川,0.0
南京,乌鲁木齐,0.0
南京,阿克苏,0.0
南京,喀什,0.0
常州,北京,182.0
常州,天津,189.0
常州,石家庄,229.0
常州,唐山,0.0
常州,廊坊,0.0
常州,保定,0.0
常州,太原,0.0
常州,侯马,0.0
常州,呼和浩特,0.0
常州,包头,0.0
常州,沈阳,249.0
常州,大连,0.0
常州,锦州,0.0
常州,长春,0.0
常州,哈尔滨,200.0
常州,上海,5141.0
常州,南京,193.0
常州,常州,0.0
常州,无锡,0.0
常州,苏州,214.0
常州,徐州,167.0
常州,连云港,0.0
常州,淮安,0.0
常州,盐城,0.0
常州,扬州,0.0
常州,南通,0.0
常州,杭州,177.0
常州,湖州,0.0
常州,嘉兴,0.0
常州,宁波,0.0
常州,台州,0.0
常州,金华,72.0
常州,义乌,23.0
常州,温州,0.0
常州,合肥,0.0
常州,蚌埠,0.0
常州,芜湖,0.0
常州,安庆,0.0
常州,福州,0.0
常州,厦门,0.0
常州,泉州,0.0
常州,南昌,0.0
常州,鹰潭,0.0
常州,赣州,0.0
常州,济南,278.0
常州,潍坊,0.0
常州,烟台,0.0
常州,青岛,0.0
常州,济宁,0.0
常州,临沂,0.0
常州,郑州,271.0
常州,漯河,0.0
常州,信阳,0.0
常州,洛阳,0.0
常州,武汉,253.0
常州,荆州,0.0
常州,襄阳,0.0
常州,长沙,196.0
常州,常德,0.0
常州,衡阳,0.0
常州,广州,394.0
常州,汕头,0.0
常州,深圳,0.0
常州,东莞,0.0
常州,湛江,0.0
常州,中山,0.0
常州,南宁,0.0
常州,柳州,0.0
常州,海口,0.0
常州,重庆,0.0
常州,成都,264.0
常州,南充,0.0
常州,内江,0.0
常州,贵阳,0.0
常州,昆明,0.0
常州,大理州,0.0
常州,拉萨,0.0
常州,西安,248.0
常州,宝鸡,0.0
常州,兰州,0.0
常州,西宁,0.0
常州,银川,0.0
常州,乌鲁木齐,0.0
常州,阿克苏,0.0
常州,喀什,0.0
无锡,北京,171.0
无锡,天津,0.0
无锡,石家庄,0.0
无锡,唐山,0.0
无锡,廊坊,0.0
无锡,保定,0.0
无锡,太原,0.0
无锡,侯马,0.0
无锡,呼和浩特,0.0
无锡,包头,0.0
无锡,沈阳,166.0
无锡,大连,0.0
无锡,锦州,0.0
无锡,长春,0.0
无锡,哈尔滨,0.0
无锡,上海,3770.0
无锡,南京,215.0
无锡,常州,0.0
无锡,无锡,0.0
无锡,苏州,220.0
无锡,徐州,115.0
无锡,连云港,0.0
无锡,淮安,0.0
无锡,盐城,0.0
无锡,扬州,0.0
无锡,南通,0.0
无锡,杭州,0.0
无锡,湖州,0.0
无锡,嘉兴,0.0
无锡,宁波,0.0
无锡,台州,0.0
无锡,金华,49.0
无锡,义乌,15.0
无锡,温州,0.0
无锡,合肥,0.0
无锡,蚌埠,0.0
无锡,芜湖,0.0
无锡,安庆,0.0
无锡,福州,0.0
无锡,厦门,0.0
无锡,泉州,0.0
无锡,南昌,0.0
无锡,鹰潭,0.0
无锡,赣州,0.0
无锡,济南,0.0
无锡,潍坊,0.0
无锡,烟台,0.0
无锡,青岛,0.0
无锡,济宁,0.0
无锡,临沂,0.0
无锡,郑州,0.0
无锡,漯河,0.0
无锡,信阳,0.0
无锡,洛阳,0.0
无锡,武汉,144.0
无锡,荆州,0.0
无锡,襄阳,0.0
无锡,长沙,0.0
无锡,常德,0.0
无锡,衡阳,0.0
无锡,广州,167.0
无锡,汕头,0.0
无锡,深圳,0.0
无锡,东莞,0.0
无锡,湛江,0.0
无锡,中山,0.0
无锡,南宁,0.0
无锡,柳州,0.0
无锡,海口,0.0
无锡,重庆,0.0
无锡,成都,140.0
无锡,南充,0.0
无锡,内江,0.0
无锡,贵阳,0.0
无锡,昆明,0.0
无锡,大理州,0.0
无锡,拉萨,0.0
无锡,西安,137.0
无锡,宝鸡,0.0
无锡,兰州,0.0
无锡,西宁,0.0
无锡,银川,0.0
无锡,乌鲁木齐,0.0
无锡,阿克苏,0.0
无锡,喀什,0.0
苏州,北京,160.0
苏州,天津,0.0
苏州,石家庄,0.0
苏州,唐山,0.0
苏州,廊坊,0.0
苏州,保定,0.0
苏州,太原,0.0
苏州,侯马,0.0
苏州,呼和浩特,0.0
苏州,包头,0.0
苏州,沈阳,167.0
苏州,大连,0.0
苏州,锦州,0.0
苏州,长春,0.0
苏州,哈尔滨,0.0
苏州,上海,4726.0
苏州,南京,251.0
苏州,常州,159.0
苏州,无锡,148.0
苏州,苏州,0.0
苏州,徐州,158.0
苏州,连云港,0.0
苏州,淮安,0.0
苏州,盐城,0.0
苏州,扬州,0.0
苏州,南通,110.0
苏州,杭州,221.0
苏州,湖州,0.0
苏州,嘉兴,0.0
苏州,宁波,0.0
苏州,台州,0.0
苏州,金华,79.0
苏州,义乌,26.0
苏州,温州,0.0
苏州,合肥,146.0
苏州,蚌埠,0.0
苏州,芜湖,0.0
苏州,安庆,0.0
苏州,福州,0.0
苏州,厦门,0.0
苏州,泉州,0.0
苏州,南昌,0.0
苏州,鹰潭,0.0
苏州,赣州,0.0
苏州,济南,0.0
苏州,潍坊,0.0
苏州,烟台,0.0
苏州,青岛,0.0
苏州,济宁,0.0
苏州,临沂,0.0
苏州,郑州,159.0
苏州,漯河,0.0
苏州,信阳,0.0
苏州,洛阳,0.0
苏州,武汉,214.0
苏州,荆州,0.0
苏州,襄阳,0.0
苏州,长沙,167.0
苏州,常德,0.0
苏州,衡阳,0.0
苏州,广州,292.0
苏州,汕头,0.0
苏州,深圳,0.0
苏州,东莞,0.0
苏州,湛江,0.0
苏州,中山,0.0
苏州,南宁,0.0
苏州,柳州,0.0
苏州,海口,0.0
苏州,重庆,0.0
苏州,成都,229.0
苏州,南充,0.0
苏州,内江,0.0
苏州,贵阳,0.0
苏州,昆明,0.0
苏州,大理州,0.0
苏州,拉萨,0.0
苏州,西安,200.0
苏州,宝鸡,0.0
苏州,兰州,0.0
苏州,西宁,0.0
苏州,银川,0.0
苏州,乌鲁木齐,0.0
苏州,阿克苏,0.0
苏州,喀什,0.0
徐州,北京,244.0
徐州,天津,196.0
徐州,石家庄,207.0
徐州,唐山,0.0
徐州,廊坊,0.0
徐州,保定,0.0
徐州,太原,139.0
徐州,侯马,0.0
徐州,呼和浩特,0.0
徐州,包头,0.0
徐州,沈阳,224.0
徐州,大连,0.0
徐州,锦州,0.0
徐州,长春,161.0
徐州,哈尔滨,177.0
徐州,上海,2869.0
徐州,南京,204.0
徐州,常州,122.0
徐州,无锡,110.0
徐州,苏州,244.0
徐州,徐州,0.0
徐州,连云港,0.0
徐州,淮安,0.0
徐州,盐城,0.0
徐州,扬州,0.0
徐州,南通,0.0
徐州,杭州,177.0
徐州,湖州,0.0
徐州,嘉兴,0.0
徐州,宁波,0.0
徐州,台州,0.0
徐州,金华,75.0
徐州,义乌,23.0
徐州,温州,0.0
徐州,合肥,172.0
徐州,蚌埠,0.0
徐州,芜湖,0.0
徐州,安庆,0.0
徐州,福州,171.0
徐州,厦门,117.0
徐州,泉州,0.0
徐州,南昌,177.0
徐州,鹰潭,0.0
徐州,赣州,0.0
徐州,济南,308.0
徐州,潍坊,0.0
徐州,烟台,0.0
徐州,青岛,140.0
徐州,济宁,0.0
徐州,临沂,0.0
徐州,郑州,264.0
徐州,漯河,112.0
徐州,信阳,126.0
徐州,洛阳,0.0
徐州,武汉,286.0
徐州,荆州,0.0
徐州,襄阳,0.0
徐州,长沙,256.0
徐州,常德,0.0
徐州,衡阳,0.0
徐州,广州,461.0
徐州,汕头,0.0
徐州,深圳,174.0
徐州,东莞,125.0
徐州,湛江,0.0
徐州,中山,134.0
徐州,南宁,163.0
徐州,柳州,0.0
徐州,海口,112.0
徐州,重庆,156.0
徐州,成都,302.0
徐州,南充,0.0
徐州,内江,0.0
徐州,贵阳,215.0
徐州,昆明,141.0
徐州,大理州,0.0
徐州,拉萨,0.0
徐州,西安,300.0
徐州,宝鸡,0.0
徐州,兰州,118.0
徐州,西宁,0.0
徐州,银川,0.0
徐州,乌鲁木齐,0.0
徐州,阿克苏,0.0
徐州,喀什,0.0
连云港,北京,118.0
连云港,天津,0.0
连云港,石家庄,0.0
连云港,唐山,0.0
连云港,廊坊,0.0
连云港,保定,0.0
连云港,太原,0.0
连云港,侯马,0.0
连云港,呼和浩特,0.0
连云港,包头,0.0
连云港,沈阳,0.0
连云港,大连,0.0
连云港,锦州,0.0
连云港,长春,0.0
连云港,哈尔滨,0.0
连云港,上海,2855.0
连云港,南京,0.0
连云港,常州,0.0
连云港,无锡,0.0
连云港,苏州,0.0
连云港,徐州,0.0
连云港,连云港,0.0
连云港,淮安,0.0
连云港,盐城,0.0
连云港,扬州,0.0
连云港,南通,0.0
连云港,杭州,0.0
连云港,湖州,0.0
连云港,嘉兴,0.0
连云港,宁波,0.0
连云港,台州,0.0
连云港,金华,0.0
连云港,义乌,0.0
连云港,温州,0.0
连云港,合肥,0.0
连云港,蚌埠,0.0
连云港,芜湖,0.0
连云港,安庆,0.0
连云港,福州,0.0
连云港,厦门,0.0
连云港,泉州,0.0
连云港,南昌,0.0
连云港,鹰潭,0.0
连云港,赣州,0.0
连云港,济南,0.0
连云港,潍坊,0.0
连云港,烟台,0.0
连云港,青岛,0.0
连云港,济宁,0.0
连云港,临沂,0.0
连云港,郑州,0.0
连云港,漯河,0.0
连云港,信阳,0.0
连云港,洛阳,0.0
连云港,武汉,80.0
连云港,荆州,0.0
连云港,襄阳,0.0
连云港,长沙,0.0
连云港,常德,0.0
连云港,衡阳,0.0
连云港,广州,133.0
连云港,汕头,0.0
连云港,深圳,0.0
连云港,东莞,0.0
连云港,湛江,0.0
连云港,中山,0.0
连云港,南宁,0.0
连云港,柳州,0.0
连云港,海口,0.0
连云港,重庆,0.0
连云港,成都,0.0
连云港,南充,0.0
连云港,内江,0.0
连云港,贵阳,0.0
连云港,昆明,0.0
连云港,大理州,0.0
连云港,拉萨,0.0
连云港,西安,0.0
连云港,宝鸡,0.0
连云港,兰州,0.0
连云港,西宁,0.0
连云港,银川,0.0
连云港,乌鲁木齐,0.0
连云港,阿克苏,0.0
连云港,喀什,0.0
淮安,北京,0.0
淮安,天津,0.0
淮安,石家庄,0.0
淮安,唐山,0.0
淮安,廊坊,0.0
淮安,保定,0.0
淮安,太原,0.0
淮安,侯马,0.0
淮安,呼和浩特,0.0
淮安,包头,0.0
淮安,沈阳,0.0
淮安,大连,0.0
淮安,锦州,0.0
淮安,长春,0.0
淮安,哈尔滨,0.0
淮安,上海,1712.0
淮安,南京,0.0
淮安,常州,0.0
淮安,无锡,0.0
淮安,苏州,0.0
淮安,徐州,0.0
淮安,连云港,0.0
淮安,淮安,0.0
淮安,盐城,0.0
淮安,扬州,0.0
淮安,南通,0.0
淮安,杭州,0.0
淮安,湖州,0.0
淮安,嘉兴,0.0
淮安,宁波,0.0
淮安,台州,0.0
淮安,金华,0.0
淮安,义乌,0.0
淮安,温州,0.0
淮安,合肥,0.0
淮安,蚌埠,0.0
淮安,芜湖,0.0
淮安,安庆,0.0
淮安,福州,0.0
淮安,厦门,0.0
淮安,泉州,0.0
淮安,南昌,0.0
淮安,鹰潭,0.0
淮安,赣州,0.0
淮安,济南,0.0
淮安,潍坊,0.0
淮安,烟台,0.0
淮安,青岛,0.0
淮安,济宁,0.0
淮安,临沂,0.0
淮安,郑州,0.0
淮安,漯河,0.0
淮安,信阳,0.0
淮安,洛阳,0.0
淮安,武汉,41.0
淮安,荆州,0.0
淮安,襄阳,0.0
淮安,长沙,0.0
淮安,常德,0.0
淮安,衡阳,0.0
淮安,广州,0.0
淮安,汕头,0.0
淮安,深圳,0.0
淮安,东莞,0.0
淮安,湛江,0.0
淮安,中山,0.0
淮安,南宁,0.0
淮安,柳州,0.0
淮安,海口,0.0
淮安,重庆,0.0
淮安,成都,0.0
淮安,南充,0.0
淮安,内江,0.0
淮安,贵阳,0.0
淮安,昆明,0.0
淮安,大理州,0.0
淮安,拉萨,0.0
淮安,西安,0.0
淮安,宝鸡,0.0
淮安,兰州,0.0
淮安,西宁,0.0
淮安,银川,0.0
淮安,乌鲁木齐,0.0
淮安,阿克苏,0.0
淮安,喀什,0.0
盐城,北京,57.0
盐城,天津,0.0
盐城,石家庄,0.0
盐城,唐山,0.0
盐城,廊坊,0.0
盐城,保定,0.0
盐城,太原,0.0
盐城,侯马,0.0
盐城,呼和浩特,0.0
盐城,包头,0.0
盐城,沈阳,0.0
盐城,大连,0.0
盐城,锦州,0.0
盐城,长春,0.0
盐城,哈尔滨,0.0
盐城,上海,2972.0
盐城,南京,0.0
盐城,常州,0.0
盐城,无锡,0.0
盐城,苏州,0.0
盐城,徐州,0.0
盐城,连云港,0.0
盐城,淮安,0.0
盐城,盐城,0.0
盐城,扬州,0.0
盐城,南通,0.0
盐城,杭州,0.0
盐城,湖州,0.0
盐城,嘉兴,0.0
盐城,宁波,0.0
盐城,台州,0.0
盐城,金华,0.0
盐城,义乌,0.0
盐城,温州,0.0
盐城,合肥,0.0
盐城,蚌埠,0.0
盐城,芜湖,0.0
盐城,安庆,0.0
盐城,福州,0.0
盐城,厦门,0.0
盐城,泉州,0.0
盐城,南昌,0.0
盐城,鹰潭,0.0
盐城,赣州,0.0
盐城,济南,0.0
盐城,潍坊,0.0
盐城,烟台,0.0
盐城,青岛,0.0
盐城,济宁,0.0
盐城,临沂,0.0
盐城,郑州,0.0
盐城,漯河,0.0
盐城,信阳,0.0
盐城,洛阳,0.0
盐城,武汉,66.0
盐城,荆州,0.0
盐城,襄阳,0.0
盐城,长沙,0.0
盐城,常德,0.0
盐城,衡阳,0.0
盐城,广州,148.0
盐城,汕头,0.0
盐城,深圳,0.0
盐城,东莞,0.0
盐城,湛江,0.0
盐城,中山,0.0
盐城,南宁,0.0
盐城,柳州,0.0
盐城,海口,0.0
盐城,重庆,0.0
盐城,成都,0.0
盐城,南充,0.0
盐城,内江,0.0
盐城,贵阳,0.0
盐城,昆明,0.0
盐城,大理州,0.0
盐城,拉萨,0.0
盐城,西安,67.0
盐城,宝鸡,0.0
盐城,兰州,0.0
盐城,西宁,0.0
盐城,银川,0.0
盐城,乌鲁木齐,0.0
盐城,阿克苏,0.0
盐城,喀什,0.0
扬州,北京,50.0
扬州,天津,0.0
扬州,石家庄,0.0
扬州,唐山,0.0
扬州,廊坊,0.0
扬州,保定,0.0
扬州,太原,0.0
扬州,侯马,0.0
扬州,呼和浩特,0.0
扬州,包头,0.0
扬州,沈阳,0.0
扬州,大连,0.0
扬州,锦州,0.0
扬州,长春,0.0
扬州,哈尔滨,0.0
扬州,上海,2538.0
扬州,南京,0.0
扬州,常州,0.0
扬州,无锡,0.0
扬州,苏州,0.0
扬州,徐州,0.0
扬州,连云港,0.0
扬州,淮安,0.0
扬州,盐城,0.0
扬州,扬州,0.0
扬州,南通,0.0
扬州,杭州,0.0
扬州,湖州,0.0
扬州,嘉兴,0.0
扬州,宁波,0.0
扬州,台州,0.0
扬州,金华,0.0
扬州,义乌,0.0
扬州,温州,0.0
扬州,合肥,0.0
扬州,蚌埠,0.0
扬州,芜湖,0.0
扬州,安庆,0.0
扬州,福州,0.0
扬州,厦门,0.0
扬州,泉州,0.0
扬州,南昌,0.0
扬州,鹰潭,0.0
扬州,赣州,0.0
扬州,济南,0.0
扬州,潍坊,0.0
扬州,烟台,0.0
扬州,青岛,0.0
扬州,济宁,0.0
扬州,临沂,0.0
扬州,郑州,0.0
扬州,漯河,0.0
扬州,信阳,0.0
扬州,洛阳,0.0
扬州,武汉,75.0
扬州,荆州,0.0
扬州,襄阳,0.0
扬州,长沙,0.0
扬州,常德,0.0
扬州,衡阳,0.0
扬州,广州,117.0
扬州,汕头,0.0
扬州,深圳,0.0
扬州,东莞,0.0
扬州,湛江,0.0
扬州,中山,0.0
扬州,南宁,0.0
扬州,柳州,0.0
扬州,海口,0.0
扬州,重庆,0.0
扬州,成都,97.0
扬州,南充,0.0
扬州,内江,0.0
扬州,贵阳,0.0
扬州,昆明,0.0
扬州,大理州,0.0
扬州,拉萨,0.0
扬州,西安,82.0
扬州,宝鸡,0.0
扬州,兰州,0.0
扬州,西宁,0.0
扬州,银川,0.0
扬州,乌鲁木齐,0.0
扬州,阿克苏,0.0
扬州,喀什,0.0
南通,北京,51.0
南通,天津,0.0
南通,石家庄,0.0
南通,唐山,0.0
南通,廊坊,0.0
南通,保定,0.0
南通,太原,0.0
南通,侯马,0.0
南通,呼和浩特,0.0
南通,包头,0.0
南通,沈阳,65.0
南通,大连,0.0
南通,锦州,0.0
南通,长春,0.0
南通,哈尔滨,0.0
南通,上海,2747.0
南通,南京,114.0
南通,常州,0.0
南通,无锡,0.0
南通,苏州,134.0
南通,徐州,0.0
南通,连云港,0.0
南通,淮安,0.0
南通,盐城,0.0
南通,扬州,0.0
南通,南通,0.0
南通,杭州,104.0
南通,湖州,0.0
南通,嘉兴,0.0
南通,宁波,0.0
南通,台州,0.0
南通,金华,0.0
南通,义乌,12.0
南通,温州,0.0
南通,合肥,0.0
南通,蚌埠,0.0
南通,芜湖,0.0
南通,安庆,0.0
南通,福州,0.0
南通,厦门,0.0
南通,泉州,0.0
南通,南昌,0.0
南通,鹰潭,0.0
南通,赣州,0.0
南通,济南,92.0
南通,潍坊,0.0
南通,烟台,0.0
南通,青岛,0.0
南通,济宁,0.0
南通,临沂,0.0
南通,郑州,0.0
南通,漯河,0.0
南通,信阳,0.0
南通,洛阳,0.0
南通,武汉,92.0
南通,荆州,0.0
南通,襄阳,0.0
南通,长沙,0.0
南通,常德,0.0
南通,衡阳,0.0
南通,广州,187.0
南通,汕头,0.0
南通,深圳,0.0
南通,东莞,0.0
南通,湛江,0.0
南通,中山,0.0
南通,南宁,0.0
南通,柳州,0.0
南通,海口,0.0
南通,重庆,0.0
南通,成都,88.0
南通,南充,0.0
南通,内江,0.0
南通,贵阳,0.0
南通,昆明,0.0
南通,大理州,0.0
南通,拉萨,0.0
南通,西安,85.0
南通,宝鸡,0.0
南通,兰州,0.0
南通,西宁,0.0
南通,银川,0.0
南通,乌鲁木齐,0.0
南通,阿克苏,0.0
南通,喀什,0.0
杭州,北京,651.0
杭州,天津,434.0
杭州,石家庄,450.0
杭州,唐山,0.0
杭州,廊坊,0.0
杭州,保定,0.0
杭州,太原,0.0
杭州,侯马,0.0
杭州,呼和浩特,0.0
杭州,包头,0.0
杭州,沈阳,546.0
杭州,大连,0.0
杭州,锦州,0.0
杭州,长春,0.0
杭州,哈尔滨,488.0
杭州,上海,10976.0
杭州,南京,451.0
杭州,常州,253.0
杭州,无锡,0.0
杭州,苏州,491.0
杭州,徐州,353.0
杭州,连云港,0.0
杭州,淮安,0.0
杭州,盐城,0.0
杭州,扬州,0.0
杭州,南通,171.0
杭州,杭州,0.0
杭州,湖州,0.0
杭州,嘉兴,0.0
杭州,宁波,658.0
杭州,台州,326.0
杭州,金华,483.0
杭州,义乌,135.0
杭州,温州,542.0
杭州,合肥,436.0
杭州,蚌埠,0.0
杭州,芜湖,0.0
杭州,安庆,0.0
杭州,福州,457.0
杭州,厦门,0.0
杭州,泉州,0.0
杭州,南昌,463.0
杭州,鹰潭,0.0
杭州,赣州,0.0
杭州,济南,813.0
杭州,潍坊,0.0
杭州,烟台,0.0
杭州,青岛,0.0
杭州,济宁,0.0
杭州,临沂,0.0
杭州,郑州,723.0
杭州,漯河,0.0
杭州,信阳,0.0
杭州,洛阳,0.0
杭州,武汉,670.0
杭州,荆州,0.0
杭州,襄阳,0.0
杭州,长沙,613.0
杭州,常德,0.0
杭州,衡阳,0.0
杭州,广州,1133.0
杭州,汕头,0.0
杭州,深圳,433.0
杭州,东莞,0.0
杭州,湛江,0.0
杭州,中山,0.0
杭州,南宁,429.0
杭州,柳州,0.0
杭州,海口,0.0
杭州,重庆,0.0
杭州,成都,700.0
杭州,南充,0.0
杭州,内江,0.0
杭州,贵阳,499.0
杭州,昆明,0.0
杭州,大理州,0.0
杭州,拉萨,0.0
杭州,西安,671.0
杭州,宝鸡,0.0
杭州,兰州,0.0
杭州,西宁,0.0
杭州,银川,0.0
杭州,乌鲁木齐,0.0
杭州,阿克苏,0.0
杭州,喀什,0.0
湖州,北京,176.0
湖州,天津,0.0
湖州,石家庄,0.0
湖州,唐山,0.0
湖州,廊坊,0.0
湖州,保定,0.0
湖州,太原,0.0
湖州,侯马,0.0
湖州,呼和浩特,0.0
湖州,包头,0.0
湖州,沈阳,189.0
湖州,大连,0.0
湖州,锦州,0.0
湖州,长春,0.0
湖州,哈尔滨,0.0
湖州,上海,7384.0
湖州,南京,0.0
湖州,常州,0.0
湖州,无锡,0.0
湖州,苏州,0.0
湖州,徐州,0.0
湖州,连云港,0.0
湖州,淮安,0.0
湖州,盐城,0.0
湖州,扬州,0.0
湖州,南通,0.0
湖州,杭州,0.0
湖州,湖州,0.0
