层级集散_40_80%_40%,
统计项,结果
运输成本,35034161.02
平均运距,1306.831786
平均经转次数,0.446793845
线路数,1210
邮路数,3471
自办占比,50.88%
其中：12t车占比,4.72%
          20t车占比,15.44%
          40t车占比,30.71%
委办占比,49.12%
其中：12t车占比,8.67%
          20t车占比,9.88%
          40t车占比,30.57%
