收寄城市,寄达城市,经转次数,路线,总距离,流量_集包,流量_大件,总流量,加权距离,加权经转次数
济宁,西安,0,济宁-西安,777.0,48,1012,1060,0.172290481056561,0.0
杭州,北京,0,杭州-北京,1279.0,651,1533,2184,0.5843291848092687,0.0
杭州,济南,0,杭州-济南,911.0,813,1869,2682,0.511106671701097,0.0
杭州,郑州,0,杭州-郑州,960.0,723,1672,2395,0.48096242690226687,0.0
杭州,汕头,1,杭州-上海-汕头,1450.0,233,544,777,0.23568037503020134,0.00016253818967600092
杭州,湛江,1,杭州-上海-湛江,2034.0,157,364,521,0.2216782434161051,0.00010898635369523357
杭州,海口,1,杭州-上海-海口,2220.0,210,509,719,0.3338998810772705,0.00015040535183660832
杭州,成都,0,杭州-成都,1897.0,700,1616,2316,0.9190524253647434,0.0
杭州,南充,1,杭州-上海-南充,1937.0,161,353,514,0.20827020248242045,0.00010752204568013447
杭州,西宁,1,杭州-上海-西宁,2401.0,50,117,167,0.08387702741289198,3.493420550307871e-05
湖州,南京,1,湖州-上海-南京,453.0,90,241,331,0.03136610524400078,6.92408504282578e-05
湖州,南宁,0,湖州-南宁,1791.0,252,690,942,0.3529237524357195,0.0
嘉兴,北京,0,嘉兴-北京,1243.0,121,383,504,0.13104971011930971,0.0
嘉兴,合肥,1,嘉兴-上海-合肥,572.0,106,323,429,0.05133194502987711,8.97411626396453e-05
嘉兴,福州,1,嘉兴-上海-福州,886.0,127,379,506,0.09378181601388164,0.00010584855080573549
嘉兴,襄阳,1,嘉兴-上海-襄阳,1186.0,37,105,142,0.035229577348410125,2.9704534020581894e-05
嘉兴,锦州,1,嘉兴-上海-锦州,1635.0,26,75,101,0.03454407201048445,2.112787278928712e-05
嘉兴,银川,1,嘉兴-上海-银川,2070.0,44,126,170,0.07361285578762514,3.5561766080978324e-05
宁波,哈尔滨,0,宁波-哈尔滨,2487.0,181,1458,1639,0.8526860115701251,0.0
宁波,合肥,0,宁波-合肥,584.0,137,1136,1273,0.1555162051830228,0.0
宁波,芜湖,1,宁波-上海-芜湖,583.0,52,387,439,0.05353865720863147,9.183303123264403e-05
宁波,厦门,0,宁波-厦门,814.0,128,1016,1144,0.19479815036979006,0.0
宁波,贵阳,0,宁波-贵阳,1777.0,191,1547,1738,0.646058135120068,0.0
宁波,乌鲁木齐,1,宁波-上海-乌鲁木齐,4192.0,66,550,616,0.5401773695380003,0.00012885910532872146
台州,太原,1,台州-上海-太原,1722.0,195,685,880,0.3169933991086548,0.0001840844361838878
台州,安庆,1,台州-上海-安庆,864.0,82,287,369,0.06669211773454815,7.718995108165295e-05
台州,青岛,0,台州-青岛,1125.0,220,803,1023,0.24074792669674078,0.0
台州,衡阳,1,台州-上海-衡阳,1578.0,115,417,532,0.17561153163480575,0.00011128740914753217
台州,襄阳,1,台州-上海-襄阳,1453.0,70,235,305,0.092704294501628,6.380199208646111e-05
台州,郑州,0,台州-郑州,1226.0,379,1374,1753,0.44957979589638136,0.0
台州,广州,0,台州-广州,1322.0,771,2834,3605,0.9969448259199254,0.0
台州,湛江,1,台州-上海-湛江,2232.0,112,403,515,0.24045611102801745,0.00010773123253943434
台州,柳州,1,台州-上海-柳州,2057.0,95,326,421,0.1811551925931117,8.806766776524632e-05
台州,贵阳,0,台州-贵阳,1766.0,336,1195,1531,0.5655881340845931,0.0
台州,乌鲁木齐,1,台州-上海-乌鲁木齐,4341.0,86,313,399,0.36232398233207785,8.346555686064913e-05
金华,安庆,0,金华-安庆,431.0,152,1130,1282,0.11558452561127015,0.0
金华,贵阳,0,金华-贵阳,1549.0,463,3409,3872,1.2546458832549057,0.0
温州,石家庄,0,温州-石家庄,1470.0,187,774,961,0.2955120005271509,0.0
温州,沈阳,0,温州-沈阳,2161.0,216,831,1047,0.4732992846855346,0.0
温州,厦门,1,温州-上海-厦门,1473.0,176,744,920,0.2834816642488152,0.0001924519105558827
温州,昆明,1,温州-上海-昆明,2776.0,179,716,895,0.5197289356677193,0.0001872222390733859
南昌,湛江,1,南昌-武汉-湛江,1690.0,65,721,786,0.27787127268239264,0.0001644208714096998
南昌,乌鲁木齐,1,南昌-武汉-乌鲁木齐,3702.0,125,843,968,0.749628641028028,0.00020249287980227658
南昌,哈尔滨,0,南昌-哈尔滨,2562.0,169,1575,1744,0.9346736632698207,0.0
福州,厦门,0,福州-厦门,252.0,112,1595,1707,0.08998465614387036,0.0
福州,杭州,0,福州-杭州,681.0,90,1338,1428,0.2034275266896284,0.0
福州,信阳,1,福州-上海-信阳,1554.0,46,466,512,0.16643910622822494,0.00010710367196153472
泉州,中山,0,泉州-中山,723.0,91,2833,2924,0.4422318982766141,0.0
泉州,合肥,0,泉州-合肥,1001.0,37,1155,1192,0.24960008702173347,0.0
泉州,郑州,0,泉州-郑州,1495.0,56,1749,1805,0.5644855101492234,0.0
泉州,贵阳,0,泉州-贵阳,1534.0,61,1754,1815,0.5824201455312981,0.0
泉州,昆明,0,泉州-昆明,2027.0,39,1259,1298,0.5503802494134924,0.0
厦门,广州,0,厦门-广州,646.0,173,5749,5922,0.8002677591799038,0.0
重庆,宁波,0,重庆-宁波,1786.0,25,961,986,0.3683772224796383,0.0
重庆,洛阳,1,重庆-成都-洛阳,1460.0,18,596,614,0.1875234681507777,0.00012844073161012172
重庆,南充,0,重庆-南充,190.0,40,1364,1404,0.05580268658683399,0.0
长沙,南京,0,长沙-南京,888.0,122,1750,1872,0.34773884694111284,0.0
长沙,南宁,0,长沙-南宁,877.0,244,4435,4679,0.8583947209604187,0.0
常德,南京,1,常德-武汉-南京,928.0,14,227,241,0.046784222708697885,5.041403309126927e-05
常德,常州,1,常德-武汉-常州,1059.0,9,124,133,0.029463341571809142,2.7821852286883043e-05
衡阳,汕头,1,衡阳-武汉-汕头,1629.0,28,662,690,0.23512812172164968,0.00014433893291691203
武汉,哈尔滨,0,武汉-哈尔滨,2352.0,172,3407,3579,1.760894817709341,0.0
武汉,福州,0,武汉-福州,903.0,175,3789,3964,0.7487826893690193,0.0
武汉,南充,0,武汉-南充,957.0,79,1601,1680,0.336322264907963,0.0
荆州,广州,0,荆州-广州,965.0,83,814,897,0.18107319134426614,0.0
荆州,杭州,1,荆州-武汉-杭州,970.0,29,263,292,0.05925008602809589,6.108256291556276e-05
武汉,兰州,0,武汉-兰州,1363.0,110,2115,2225,0.6343957585272408,0.0
襄阳,南京,1,襄阳-武汉-南京,846.0,20,377,397,0.07025791693817378,8.304718314204938e-05
襄阳,杭州,1,襄阳-武汉-杭州,1053.0,26,546,572,0.125996592346062,0.00011965488351952707
武汉,太原,0,武汉-太原,942.0,140,3152,3292,0.6487018386478998,0.0
郑州,贵阳,0,郑州-贵阳,1416.0,242,4216,4458,1.3204979065625055,0.0
洛阳,杭州,1,洛阳-西安-杭州,1698.0,77,894,971,0.3448985077655392,0.0002031204403801762
洛阳,南昌,1,洛阳-西安-南昌,1472.0,82,925,1007,0.3100785182876382,0.0002106511673149716
漯河,西安,0,漯河-西安,588.0,65,1671,1736,0.21353125199381226,0.0
郑州,徐州,0,郑州-徐州,375.0,131,2176,2307,0.1809727816518022,0.0
郑州,湛江,0,郑州-湛江,1791.0,86,1398,1484,0.5559860388690103,0.0
广州,中山,0,广州-中山,86.0,316,3510,3826,0.06883000743659284,0.0
汕头,洛阳,1,汕头-广州-洛阳,1892.0,21,123,144,0.056992541442531665,3.012290773918164e-05
汕头,南宁,0,汕头-南宁,978.0,89,777,866,0.1771703921103084,0.0
湛江,石家庄,1,湛江-广州-石家庄,2275.0,13,302,315,0.14990853304577112,6.589386067945983e-05
湛江,济南,1,湛江-广州-济南,2251.0,19,473,492,0.2316727731797344,0.00010291993477553727
湛江,厦门,1,湛江-广州-厦门,1063.0,13,286,299,0.06648732379929358,6.254687093066188e-05
湛江,信阳,1,湛江-广州-信阳,1590.0,11,219,230,0.07649963444596337,4.8112977638970676e-05
湛江,郑州,0,湛江-郑州,1793.0,16,381,397,0.14890359937369455,0.0
湛江,南宁,1,湛江-广州-南宁,979.0,25,645,670,0.13721193662056536,0.00014015519573091456
广州,哈尔滨,0,广州-哈尔滨,3319.0,170,1805,1975,1.3712250923821467,0.0
中山,西安,0,中山-西安,1729.0,80,939,1019,0.36855607724433964,0.0
成都,天津,0,成都-天津,1895.0,60,1358,1418,0.5621081014932804,0.0
石家庄,临沂,1,石家庄-北京-临沂,964.0,68,801,869,0.175239179025252,0.0001817833807315892
石家庄,盐城,1,石家庄-北京-盐城,1251.0,41,459,500,0.13084638049207026,0.00010459342964993625
石家庄,西宁,1,石家庄-西安-西宁,1648.0,12,134,146,0.05033203184242372,3.054128145778138e-05
天津,上海,0,天津-上海,1108.0,45,1712,1757,0.40723577346318257,0.0
天津,潍坊,1,天津-北京-潍坊,618.0,19,730,749,0.09682883180644358,0.00015668095761560451
天津,烟台,1,天津-北京-烟台,828.0,18,734,752,0.13025145306422142,0.00015730851819350413
天津,南昌,0,天津-南昌,1336.0,20,691,711,0.19870576090151168,0.0
天津,汕头,1,天津-北京-汕头,2262.0,13,382,395,0.1869063669158431,8.262880942344963e-05
天津,柳州,1,天津-北京-柳州,2235.0,10,286,296,0.13838965863842365,6.191931035276226e-05
天津,南充,1,天津-北京-南充,1864.0,10,324,334,0.13023471811547743,6.986841100615741e-05
天津,昆明,1,天津-北京-昆明,2712.0,19,677,696,0.3948510746451929,0.00014559405407271126
唐山,大连,1,唐山-北京-大连,1002.0,5,55,60,0.012576313981108334,1.255121155799235e-05
唐山,青岛,1,唐山-北京-青岛,837.0,8,103,111,0.019434923536973254,2.3219741382285847e-05
唐山,福州,1,唐山-北京-福州,2038.0,6,76,82,0.03495847117875749,1.7153322462589545e-05
唐山,泉州,1,唐山-北京-泉州,2162.0,4,37,41,0.018542741582059298,8.576661231294773e-06
唐山,汕头,1,唐山-北京-汕头,2316.0,4,43,47,0.022770408008509723,9.831782387094008e-06
唐山,东莞,1,唐山-北京-东莞,2335.0,5,56,61,0.02979553030437734,1.2760398417292223e-05
唐山,南宁,1,唐山-北京-南宁,2509.0,5,48,53,0.027817040989119145,1.1086903542893242e-05
唐山,西安,1,唐山-北京-西安,1268.0,16,213,229,0.06074200670862258,4.79037907796708e-05
唐山,银川,1,唐山-北京-银川,1296.0,5,52,57,0.01545305167020018,1.1923650980092732e-05
北京,哈尔滨,0,北京-哈尔滨,1241.0,74,1629,1703,0.44210031974211444,0.0
北京,南京,0,北京-南京,1010.0,35,728,763,0.16120566938226075,0.0
北京,台州,0,北京-台州,1536.0,13,239,252,0.08097037600292024,0.0
北京,广州,0,北京-广州,2129.0,70,1606,1676,0.7464213881012423,0.0
廊坊,保定,1,廊坊-北京-保定,214.0,21,206,227,0.010161879251069206,4.748541706107106e-05
廊坊,苏州,1,廊坊-北京-苏州,1201.0,19,183,202,0.05074915043986767,4.225574557857424e-05
廊坊,盐城,1,廊坊-北京-盐城,979.0,8,61,69,0.014130781532565688,1.4433893291691203e-05
廊坊,扬州,1,廊坊-北京-扬州,1054.0,5,46,51,0.011244630434805346,1.0668529824293498e-05
廊坊,温州,1,廊坊-北京-温州,1626.0,9,87,96,0.0326532319892729,2.008193849278776e-05
保定,大连,1,保定-北京-大连,1004.0,22,176,198,0.04158467413394026,4.141899814137476e-05
保定,嘉兴,1,保定-北京-嘉兴,1422.0,16,124,140,0.041644919949418616,2.928616030198215e-05
北京,兰州,0,北京-兰州,1487.0,31,660,691,0.21494305410722708,0.0
沈阳,上海,0,沈阳-上海,1762.0,125,972,1097,0.40434020895675377,0.0
沈阳,包头,1,沈阳-北京-包头,1369.0,31,250,281,0.08047188371720865,5.878150746326417e-05
沈阳,廊坊,0,沈阳-廊坊,697.0,37,290,327,0.047677659784767644,0.0
沈阳,常州,0,沈阳-常州,1657.0,39,283,322,0.11161248552688417,0.0
沈阳,扬州,0,沈阳-扬州,1571.0,19,123,142,0.04666582294633416,0.0
沈阳,厦门,0,沈阳-厦门,2607.0,32,242,274,0.14942593896136633,0.0
沈阳,宝鸡,1,沈阳-西安-宝鸡,1941.0,8,56,64,0.02598602840966736,1.338795899519184e-05
长春,呼和浩特,1,长春-沈阳-呼和浩特,1494.0,26,644,670,0.20939186242198637,0.00014015519573091456
长春,徐州,0,长春-徐州,1553.0,12,277,289,0.09388661863039087,0.0
长春,烟台,1,长春-北京-烟台,1678.0,9,245,254,0.08915794967591725,5.313346226216761e-05
长春,济宁,1,长春-沈阳-济宁,1464.0,9,196,205,0.06278116021307774,4.288330615647386e-05
长春,临沂,1,长春-沈阳-临沂,1544.0,10,253,263,0.08494492632961782,5.501614399586647e-05
长春,杭州,0,长春-杭州,2148.0,17,426,443,0.19905468458282388,0.0
长春,南昌,0,长春-南昌,2266.0,11,252,263,0.12466658229463341,0.0
长春,赣州,1,长春-沈阳-赣州,2689.0,4,69,73,0.041062752919987074,1.527064072889069e-05
长春,厦门,1,长春-沈阳-厦门,2917.0,8,193,201,0.12264981178412335,4.2046558719274375e-05
长春,长沙,0,长春-长沙,2431.0,18,397,415,0.21104130080756586,0.0
长春,深圳,1,长春-沈阳-深圳,3113.0,18,431,449,0.2923882131572259,9.392489982564275e-05
长春,湛江,1,长春-广州-湛江,3477.0,6,92,98,0.07127958555899436,2.0500312211387504e-05
长春,柳州,1,长春-广州-柳州,3561.0,6,111,117,0.08715498549812098,2.4474862538085084e-05
长春,海口,1,长春-广州-海口,3650.0,10,233,243,0.18553828485602192,5.083240680986902e-05
长春,银川,1,长春-西安-银川,2744.0,12,267,279,0.1601484389953592,5.836313374466443e-05
哈尔滨,蚌埠,0,哈尔滨-蚌埠,2039.0,10,253,263,0.11217791760757173,0.0
哈尔滨,济南,0,哈尔滨-济南,1566.0,50,1566,1616,0.5293799806083781,0.0
哈尔滨,西安,0,哈尔滨-西安,2323.0,30,986,1016,0.4937161313400615,0.0
南京,乌鲁木齐,0,南京-乌鲁木齐,3690.0,88,1058,1146,0.8845968393957429,0.0
扬州,嘉兴,1,扬州-上海-嘉兴,387.0,21,223,244,0.01975309674996836,5.104159366916889e-05
扬州,宁波,1,扬州-上海-宁波,515.0,39,434,473,0.050956872991152445,9.894538444883969e-05
扬州,深圳,1,扬州-上海-深圳,1744.0,43,489,532,0.1940852415532961,0.00011128740914753217
南京,义乌,0,南京-义乌,414.0,27,316,343,0.029704952394300495,0.0
淮安,南宁,1,淮安-上海-南宁,2322.0,22,208,230,0.11171833407768991,4.8112977638970676e-05
常州,嘉兴,1,常州-上海-嘉兴,287.0,60,593,653,0.039203918488248404,0.00013659901912281674
常州,深圳,0,常州-深圳,1474.0,142,1484,1626,0.5013631661686276,0.0
无锡,上海,0,无锡-上海,141.0,258,2107,2365,0.06975649603643198,0.0
无锡,湖州,1,无锡-上海-湖州,291.0,21,160,181,0.011018081066183584,3.7862821533276924e-05
无锡,东莞,1,无锡-上海-东莞,1587.0,52,416,468,0.1553664273917641,9.789945015234034e-05
无锡,义乌,0,无锡-义乌,334.0,15,115,130,0.009082893430800465,0.0
无锡,鹰潭,1,无锡-上海-鹰潭,766.0,11,78,89,0.014261104945909507,1.8617630477688654e-05
无锡,宝鸡,1,无锡-上海-宝鸡,1695.0,9,67,76,0.026947451215009577,1.589820130679031e-05
无锡,西宁,1,无锡-上海-西宁,2365.0,7,50,57,0.02819943456791931,1.1923650980092732e-05
苏州,上海,0,苏州-上海,99.0,507,4395,4902,0.10151796444450953,0.0
苏州,宝鸡,1,苏州-上海-宝鸡,1653.0,14,102,116,0.040111161897031955,2.426567567878521e-05
徐州,上海,0,徐州-上海,609.0,303,6079,6382,0.8130335964555379,0.0
徐州,泉州,0,徐州-泉州,1313.0,81,1557,1638,0.44989692317508,0.0
连云港,重庆,1,连云港-上海-重庆,2183.0,44,333,377,0.17215890252206137,7.886344595605193e-05
淮安,连云港,1,淮安-上海-连云港,905.0,18,175,193,0.03653762277961223,4.037306384487539e-05
淮安,盐城,1,淮安-上海-盐城,739.0,26,268,294,0.0454491921726461,6.150093663416251e-05
淮安,湛江,1,淮安-上海-湛江,2277.0,10,87,97,0.046202892426703536,2.0291125352087633e-05
淮安,锦州,1,淮安-上海-锦州,1947.0,7,53,60,0.024437208903411105,1.255121155799235e-05
淮安,安庆,1,淮安-上海-安庆,909.0,12,119,131,0.024909762018569516,2.7403478568283297e-05
淮安,赣州,1,淮安-上海-赣州,1469.0,8,74,82,0.025198230697544042,1.7153322462589545e-05
盐城,保定,1,盐城-上海-保定,1493.0,19,96,115,0.03591633780749161,2.4056488819485338e-05
盐城,淮安,1,盐城-上海-淮安,727.0,17,84,101,0.015359963517811739,2.112787278928712e-05
盐城,扬州,1,盐城-上海-扬州,597.0,27,144,171,0.021355258905346085,3.57709529402782e-05
盐城,临沂,1,盐城-上海-临沂,905.0,22,120,142,0.026882603288626614,2.9704534020581894e-05
盐城,赣州,1,盐城-上海-赣州,1367.0,13,63,76,0.021732841186382353,1.589820130679031e-05
盐城,衡阳,1,盐城-上海-衡阳,1521.0,19,97,116,0.036908092707432304,2.426567567878521e-05
扬州,西宁,1,扬州-上海-西宁,2507.0,6,67,73,0.03828349630732897,1.527064072889069e-05
常州,鹰潭,1,常州-上海-鹰潭,808.0,28,277,305,0.05155200960586058,6.380199208646111e-05
南通,赣州,1,南通-上海-赣州,1191.0,16,344,360,0.08969095779341334,7.53072693479541e-05
南通,泉州,1,南通-上海-泉州,1087.0,30,674,704,0.16007982570550883,0.00014726754894711023
南通,衡阳,1,南通-上海-衡阳,1345.0,26,566,592,0.16656294484893047,0.00012383862070552452
南通,深圳,0,南通-深圳,1534.0,77,1811,1888,0.6058453084094163,0.0
合肥,包头,1,合肥-武汉-包头,1962.0,41,443,484,0.19864551508603331,0.00010124643990113829
合肥,鹰潭,1,合肥-武汉-鹰潭,880.0,37,382,419,0.07713137876104899,8.764929404664658e-05
合肥,赣州,1,合肥-武汉-赣州,1162.0,62,661,723,0.1757433193561647,0.00015124209927380782
合肥,泉州,0,合肥-泉州,997.0,101,1120,1221,0.25465090373952887,0.0
合肥,重庆,0,合肥-重庆,1238.0,204,2249,2453,0.635261582937883,0.0
合肥,荆州,1,合肥-武汉-荆州,603.0,30,303,333,0.0420045121605551,6.965922414685755e-05
合肥,兰州,0,合肥-兰州,1550.0,138,1480,1618,0.5246197244381502,0.0
安庆,包头,1,安庆-武汉-包头,1926.0,16,159,175,0.07050643092702202,3.660770037747769e-05
安庆,无锡,1,安庆-武汉-无锡,1047.0,56,582,638,0.13973389339628464,0.00013346121623331866
安庆,连云港,1,安庆-武汉-连云港,1187.0,26,263,289,0.07176008777480616,6.0455002337663154e-05
安庆,盐城,1,安庆-武汉-盐城,1172.0,36,408,444,0.10885414760015605,9.287896552914339e-05
安庆,南通,1,安庆-武汉-南通,1141.0,40,441,481,0.11480614130781533,0.00010061887932323867
安庆,台州,1,安庆-武汉-台州,1209.0,41,446,487,0.12316566657915683,0.0001018740004790379
安庆,义乌,0,安庆-义乌,480.0,22,197,219,0.021989722649602597,0.0
安庆,重庆,0,安庆-重庆,1260.0,105,1069,1174,0.3094375697507434,0.0
安庆,海口,1,安庆-武汉-海口,1841.0,30,298,328,0.12631706661450942,6.861328985035818e-05
蚌埠,芜湖,1,蚌埠-武汉-芜湖,986.0,47,451,498,0.1027166051482978,0.0001041750559313365
蚌埠,金华,0,蚌埠-金华,654.0,53,532,585,0.08003280049953822,0.0
蚌埠,鹰潭,1,蚌埠-武汉-鹰潭,974.0,26,235,261,0.05317822825005779,5.459777027726672e-05
蚌埠,昆明,1,蚌埠-武汉-昆明,2043.0,66,719,785,0.33548447153646704,0.00016421168455039992
蚌埠,宝鸡,1,蚌埠-武汉-宝鸡,1386.0,20,201,221,0.06407519012470675,4.6230295905271826e-05
芜湖,福州,1,芜湖-上海-福州,1133.0,55,664,719,0.17040926363087724,0.00015040535183660832
芜湖,武汉,0,芜湖-武汉,513.0,98,1252,1350,0.1448723594081267,0.0
芜湖,东莞,1,芜湖-上海-东莞,1801.0,49,621,670,0.25241950751137715,0.00014015519573091456
芜湖,中山,1,芜湖-上海-中山,1868.0,45,527,572,0.22351532241447658,0.00011965488351952707
芜湖,昆明,1,芜湖-上海-昆明,2678.0,31,390,421,0.23584521427532965,8.806766776524632e-05
芜湖,济宁,1,芜湖-上海-济宁,1122.0,17,209,226,0.05304393028638727,4.7276230201771185e-05
芜湖,常德,1,芜湖-上海-常德,1505.0,17,193,210,0.06611350688172471,4.3929240452973226e-05
安庆,阿克苏,1,安庆-武汉-阿克苏,4396.0,5,45,50,0.04597927167411198,1.0459342964993625e-05
济南,潍坊,0,济南-潍坊,202.0,137,1468,1605,0.06782047165361166,0.0
济南,厦门,0,济南-厦门,1652.0,96,1012,1108,0.3828989742522354,0.0
济南,深圳,0,济南-深圳,1870.0,149,1779,1928,0.7541939350453883,0.0
济南,贵阳,0,济南-贵阳,1790.0,215,2408,2623,0.9821678661789823,0.0
济南,衡阳,1,济南-北京-衡阳,2064.0,55,630,685,0.29575674915253175,0.00014329299862041265
潍坊,沈阳,0,潍坊-沈阳,1050.0,40,633,673,0.1478218941242549,0.0
潍坊,海口,1,潍坊-北京-海口,3144.0,13,179,192,0.12627522924264944,4.016387698557552e-05
潍坊,唐山,1,潍坊-北京-唐山,701.0,9,141,150,0.021995998255381594,3.1378028894980874e-05
潍坊,大连,1,潍坊-北京-大连,1340.0,12,162,174,0.048774008114358273,3.6398513518177816e-05
潍坊,徐州,0,潍坊-徐州,423.0,15,212,227,0.020086331416833057,0.0
潍坊,嘉兴,1,潍坊-北京-嘉兴,1758.0,8,109,117,0.043026808341953576,2.4474862538085084e-05
潍坊,温州,1,潍坊-北京-温州,2086.0,11,160,171,0.07461820783342032,3.57709529402782e-05
潍坊,安庆,1,潍坊-北京-安庆,1689.0,6,84,90,0.03179849448217362,1.8826817336988525e-05
潍坊,济宁,1,潍坊-北京-济宁,1076.0,11,173,184,0.04141565115162596,3.849038211117654e-05
青岛,太原,1,青岛-北京-太原,1195.0,29,412,441,0.11024042891673631,9.225140495124377e-05
青岛,沈阳,1,青岛-北京-沈阳,1360.0,51,770,821,0.23356967961986563,0.00017174241148519532
青岛,东莞,1,青岛-北京-东莞,2839.0,20,249,269,0.15975412176557893,5.62712651516657e-05
青岛,厦门,1,青岛-北京-厦门,2684.0,16,212,228,0.12801231692227558,4.769460392037093e-05
济宁,长春,1,济宁-北京-长春,1550.0,29,590,619,0.20070433215526268,0.00012948666590662108
济宁,南京,1,济宁-北京-南京,1579.0,16,323,339,0.11197375123289505,7.091434530265678e-05
济宁,重庆,1,济宁-北京-重庆,2397.0,22,442,464,0.2326592984081926,9.706270271514084e-05
济宁,贵阳,1,济宁-北京-贵阳,2648.0,30,662,692,0.38331734797083516,0.00014475730663551176
临沂,南京,1,临沂-上海-南京,898.0,19,225,244,0.045835351114913665,5.104159366916889e-05
临沂,南通,1,临沂-上海-南通,732.0,9,97,106,0.016231226786795706,2.2173807085786484e-05
临沂,重庆,1,临沂-上海-重庆,2302.0,27,325,352,0.1695049488381239,7.363377447355512e-05
临沂,西安,0,临沂-西安,983.0,56,688,744,0.15298922792268035,0.0
济南,芜湖,0,济南-芜湖,726.0,48,505,553,0.08398392189799421,0.0
临沂,盐城,1,临沂-上海-盐城,918.0,7,73,80,0.015362682946982637,1.67349487439898e-05
临沂,蚌埠,1,临沂-上海-蚌埠,1080.0,14,146,160,0.03614748928701797,3.34698974879796e-05
济宁,海口,1,济宁-北京-海口,3209.0,6,127,133,0.08928032398860769,2.7821852286883043e-05
杭州,廊坊,1,杭州-上海-廊坊,1341.0,86,193,279,0.078264962351595,5.836313374466443e-05
杭州,保定,1,杭州-上海-保定,1352.0,147,347,494,0.13971339308407324,0.00010333830849413702
杭州,临沂,1,杭州-上海-临沂,764.0,162,378,540,0.0863021306727554,0.00011296090402193116
杭州,泉州,0,杭州-泉州,803.0,197,467,664,0.11153675988381762,0.0
杭州,东莞,0,杭州-东莞,1256.0,317,771,1088,0.28585970046533615,0.0
湖州,芜湖,1,湖州-上海-芜湖,511.0,40,105,145,0.015499700339824053,3.0332094598481514e-05
湖州,安庆,1,湖州-上海-安庆,643.0,38,100,138,0.018561986773114887,2.8867786583382406e-05
湖州,南充,1,湖州-上海-南充,1914.0,80,213,293,0.1173124090690871,6.129174977486265e-05
湖州,乌鲁木齐,1,湖州-上海-乌鲁木齐,4120.0,51,136,187,0.16116592387899378,3.911794268907616e-05
嘉兴,苏州,1,嘉兴-上海-苏州,214.0,142,465,607,0.02717295464933484,0.0001269764235950226
嘉兴,临沂,1,嘉兴-上海-临沂,695.0,50,154,204,0.029658512911535925,4.267411929717399e-05
嘉兴,鹰潭,1,嘉兴-上海-鹰潭,733.0,22,65,87,0.01334005520441217,1.8199256759088908e-05
嘉兴,常德,1,嘉兴-上海-常德,1258.0,33,102,135,0.03552620431489735,2.824022600548279e-05
嘉兴,内江,1,嘉兴-上海-内江,2035.0,9,23,32,0.013622248277607697,6.69397949759592e-06
宁波,廊坊,1,宁波-上海-廊坊,1390.0,33,255,288,0.08374168351492496,6.024581547836328e-05
宁波,扬州,1,宁波-上海-扬州,505.0,34,268,302,0.03190308791182356,6.31744315085615e-05
宁波,阿克苏,1,宁波-上海-阿克苏,4918.0,16,109,125,0.12859762175459663,2.6148357412484064e-05
台州,大连,1,台州-上海-大连,1450.0,61,221,282,0.08553650676771786,5.8990694322564046e-05
台州,济宁,1,台州-上海-济宁,1142.0,88,321,409,0.09770657986806584,8.555742545364785e-05
台州,泉州,1,台州-上海-泉州,1320.0,153,565,718,0.19825893777004716,0.00015019616497730846
金华,无锡,0,金华-无锡,365.0,248,1929,2177,0.1662209243339752,0.0
金华,南通,0,金华-南通,409.0,190,1475,1665,0.14245311338032368,0.0
金华,烟台,0,金华-烟台,1182.0,150,1168,1318,0.32588718761864816,0.0
金华,宝鸡,1,金华-上海-宝鸡,1880.0,46,341,387,0.15219599135221523,8.095531454905065e-05
温州,连云港,1,温州-上海-连云港,938.0,44,175,219,0.04297158301109841,4.5811922186672076e-05
温州,烟台,1,温州-上海-烟台,1359.0,61,256,317,0.09011832654696297,6.631223439805958e-05
温州,义乌,0,温州-义乌,211.0,49,206,255,0.01125529896462964,0.0
温州,赣州,1,温州-上海-赣州,1502.0,59,242,301,0.09457379746319096,6.296524464926163e-05
南昌,海口,1,南昌-武汉-海口,1863.0,96,967,1063,0.4142671713648292,0.00022236563143576446
南昌,潍坊,1,南昌-武汉-潍坊,1413.0,53,572,625,0.1847381451191999,0.0001307417870624203
南昌,济宁,1,南昌-武汉-济宁,1084.0,48,510,558,0.12653127395843247,0.00011672626748932886
南昌,临沂,1,南昌-武汉-临沂,1201.0,51,546,597,0.14998635055743068,0.00012488455500202388
南昌,大理州,1,南昌-武汉-大理州,2252.0,41,421,462,0.21764302890021053,9.66443289965411e-05
南昌,廊坊,1,南昌-武汉-廊坊,1499.0,26,309,335,0.10504631920032047,7.007759786545728e-05
南昌,拉萨,1,南昌-西安-拉萨,3901.0,20,138,158,0.1289339942243508,3.3051523769379857e-05
鹰潭,保定,1,鹰潭-武汉-保定,1527.0,10,79,89,0.028429121739430574,1.8617630477688654e-05
鹰潭,哈尔滨,1,鹰潭-武汉-哈尔滨,2856.0,24,243,267,0.15951585793283637,5.585289143306596e-05
鹰潭,上海,0,鹰潭-上海,620.0,41,397,438,0.05680678351147338,0.0
鹰潭,蚌埠,1,鹰潭-武汉-蚌埠,977.0,11,98,109,0.022276936207421324,2.28013676636861e-05
鹰潭,洛阳,1,鹰潭-武汉-洛阳,1076.0,11,89,100,0.022508506060666282,2.091868592998725e-05
鹰潭,成都,0,鹰潭-成都,1684.0,37,388,425,0.14971503520091875,0.0
鹰潭,宁波,1,鹰潭-武汉-宁波,1416.0,12,106,118,0.034952613946697096,2.4684049397384955e-05
