层级集散_40t_80%_0%,
统计项,结果
运输成本,35620399.8
平均运距,1300.281201
平均经转次数,0.426912099
线路数,1448
邮路数,3589
自办占比,59.29%
其中：12t车占比,9.08%
          20t车占比,18.33%
          40t车占比,31.88%
委办占比,40.71%
其中：12t车占比,3.79%
          20t车占比,7.80%
          40t车占比,29.12%
