收寄城市,寄达城市,经转次数,路线,总距离,流量_集包,流量_大件,总流量,加权距离,加权经转次数
洛阳,温州,1,洛阳-西安-温州,1986.0,39,445,484,0.20107542964366065,0.00010124643990113829
洛阳,赣州,1,洛阳-广州-赣州,1895.0,22,248,270,0.10703045656077977,5.648045201096558e-05
洛阳,重庆,1,洛阳-西安-重庆,1085.0,82,974,1056,0.23967793591142192,0.00022090132342066535
洛阳,东莞,1,洛阳-广州-东莞,1531.0,65,777,842,0.26966319869718425,0.00017613533553049264
洛阳,海口,1,洛阳-广州-海口,2055.0,23,146,169,0.07264955030054922,3.535257922167845e-05
洛阳,大理州,1,洛阳-成都-大理州,2142.0,18,99,117,0.05242515555657825,2.4474862538085084e-05
洛阳,扬州,1,洛阳-上海-扬州,1305.0,16,161,177,0.04831902669538105,3.702607409607743e-05
漯河,北京,0,漯河-北京,813.0,68,1873,1941,0.3301037671415557,0.0
漯河,南充,1,漯河-武汉-南充,1328.0,18,421,439,0.12195426547695126,9.183303123264403e-05
漯河,太原,1,漯河-武汉-太原,1313.0,37,1007,1044,0.2867474894962048,0.00021839108110906688
漯河,侯马,1,漯河-武汉-侯马,1145.0,22,554,576,0.13796291744545192,0.00012049163095672656
漯河,衡阳,1,漯河-武汉-衡阳,883.0,16,424,440,0.08127327857518646,9.20422180919439e-05
信阳,呼和浩特,1,信阳-武汉-呼和浩特,1616.0,34,441,475,0.16057183319858212,9.936375816743944e-05
信阳,沈阳,1,信阳-武汉-沈阳,2011.0,62,852,914,0.3844967434835678,0.00019119678940008347
信阳,徐州,1,信阳-武汉-徐州,856.0,24,305,329,0.05891204006346729,6.882247670965805e-05
信阳,兰州,1,信阳-武汉-兰州,1573.0,29,381,410,0.13491088116826677,8.576661231294772e-05
信阳,杭州,1,信阳-武汉-杭州,955.0,36,513,549,0.10967562439662665,0.00011484358575563
信阳,福州,1,信阳-武汉-福州,1113.0,35,420,455,0.10593536335234494,9.518002098144199e-05
信阳,厦门,1,信阳-武汉-厦门,1189.0,23,280,303,0.07536312223938717,6.338361836786136e-05
信阳,重庆,1,信阳-武汉-重庆,1150.0,33,485,518,0.12461261208493404,0.00010835879311733396
信阳,漯河,1,信阳-武汉-漯河,590.0,31,377,408,0.05035546077066531,8.534823859434798e-05
信阳,汕头,1,信阳-武汉-汕头,1324.0,22,285,307,0.08502776432590058,6.422036580506086e-05
信阳,南充,1,信阳-武汉-南充,1167.0,19,231,250,0.0610302662007378,5.229671482496813e-05
郑州,扬州,1,郑州-上海-扬州,1233.0,32,599,631,0.1627521878330647,0.00013199690821821954
郑州,内江,1,郑州-成都-内江,1431.0,16,281,297,0.08890587951046092,6.212849721206213e-05
郑州,大理州,1,郑州-成都-大理州,2247.0,32,525,557,0.26181388017567514,0.00011651708063002899
广州,侯马,0,广州-侯马,1672.0,74,683,757,0.2647686445632858,0.0
广州,唐山,1,广州-北京-唐山,2327.0,44,415,459,0.2234310201101787,9.601676841864147e-05
广州,长春,0,广州-长春,3060.0,155,1495,1650,1.0561844526050563,0.0
广州,苏州,0,广州-苏州,1411.0,124,1235,1359,0.4011260528636112,0.0
广州,青岛,0,广州-青岛,1981.0,114,1163,1277,0.5291877378846815,0.0
广州,衡阳,0,广州-衡阳,530.0,98,1027,1125,0.12472766485754898,0.0
广州,海口,0,广州-海口,589.0,159,1597,1756,0.21635862158410932,0.0
广州,大理州,1,广州-成都-大理州,2589.0,51,478,529,0.2864983479467787,0.00011065984856963256
广州,东莞,0,广州-东莞,65.0,237,2722,2959,0.04023395458344098,0.0
广州,济宁,1,广州-北京-济宁,2702.0,42,402,444,0.25095896485974545,9.287896552914339e-05
广州,台州,0,广州-台州,1296.0,49,469,518,0.1404329958800648,0.0
广州,芜湖,1,广州-上海-芜湖,1788.0,40,377,417,0.15596888554654773,8.723092032804683e-05
汕头,保定,1,汕头-广州-保定,2407.0,23,157,180,0.09063229866026276,3.765363467397705e-05
汕头,长春,1,汕头-广州-长春,3483.0,33,251,284,0.2069217839873735,5.940906804116379e-05
汕头,蚌埠,1,汕头-广州-蚌埠,1778.0,18,128,146,0.0543023984319353,3.054128145778138e-05
汕头,鹰潭,1,汕头-武汉-鹰潭,1601.0,10,76,86,0.028802101909562245,1.7990069899789037e-05
汕头,西宁,1,汕头-西安-西宁,2696.0,8,48,56,0.031582195269657554,1.171446412079286e-05
广州,烟台,1,广州-北京-烟台,2846.0,45,451,496,0.2952915175774488,0.00010375668221273676
湛江,太原,1,湛江-广州-太原,2281.0,10,246,256,0.12215173787213035,5.355183598076736e-05
湛江,北京,0,湛江-北京,2475.0,19,470,489,0.2531736261391532,0.0
湛江,沈阳,1,湛江-广州-沈阳,3186.0,15,371,386,0.257257162819546,8.074612768975078e-05
湛江,上海,0,湛江-上海,1861.0,21,544,565,0.21995266101374045,0.0
湛江,泉州,1,湛江-广州-泉州,1132.0,9,227,236,0.055884687835679535,4.936809879476991e-05
湛江,长沙,1,湛江-广州-长沙,1091.0,24,590,614,0.1401288381866428,0.00012844073161012172
湛江,保定,1,湛江-广州-保定,2401.0,5,104,109,0.05474608376051033,2.28013676636861e-05
湛江,潍坊,1,湛江-广州-潍坊,2350.0,4,97,101,0.049650501054824735,2.112787278928712e-05
湛江,嘉兴,1,湛江-广州-嘉兴,1767.0,5,127,132,0.048791579810539464,2.761266542758317e-05
中山,苏州,1,中山-广州-苏州,1494.0,40,541,581,0.18157712248831953,0.00012153756525322592
中山,包头,1,中山-北京-包头,2904.0,8,88,96,0.05831794938305566,2.008193849278776e-05
中山,侯马,1,中山-广州-侯马,1755.0,27,282,309,0.11344098786402436,6.46387395236606e-05
中山,廊坊,1,中山-北京-廊坊,2268.0,11,118,129,0.0612022177990823,2.698510484968355e-05
贵阳,金华,1,贵阳-上海-金华,2161.0,9,191,200,0.0904105605894049,4.18373718599745e-05
贵阳,福州,1,贵阳-成都-福州,2686.0,13,305,318,0.1786765374972675,6.652142125735945e-05
贵阳,成都,0,贵阳-成都,640.0,31,791,822,0.11004902294047693,0.0
海口,上海,1,海口-广州-上海,2022.0,8,114,122,0.05160305119952975,2.5520796834584447e-05
海口,苏州,1,海口-广州-苏州,2002.0,4,51,55,0.02303356507750896,1.1505277261492988e-05
海口,济南,1,海口-广州-济南,2425.0,5,73,78,0.039567694436570884,1.6316575025390054e-05
海口,南昌,1,海口-广州-南昌,1373.0,6,79,85,0.024413152414591622,1.7780883040489162e-05
海口,福州,1,海口-广州-福州,1466.0,5,66,71,0.02177342343708653,1.4852267010290947e-05
海口,昆明,1,海口-广州-昆明,1978.0,5,77,82,0.03392927183100212,1.7153322462589545e-05
成都,银川,1,成都-西安-银川,1508.0,40,902,942,0.2971574643624037,0.0001970540214604799
成都,西宁,1,成都-西安-西宁,1649.0,8,199,207,0.07140447011399638,4.330167987507361e-05
成都,太原,0,成都-太原,1398.0,51,1164,1215,0.3553185236009844,0.0
成都,南京,1,成都-上海-南京,2261.0,47,1159,1206,0.5704036155856761,0.0002522793523156462
成都,海口,0,成都-海口,1711.0,56,1443,1499,0.5365201556768607,0.0
成都,大连,1,成都-沈阳-大连,2931.0,21,439,460,0.2820382749196461,9.622595527794135e-05
成都,锦州,1,成都-沈阳-锦州,2783.0,25,598,623,0.36269005933585263,0.00013032341334382058
成都,安庆,1,成都-武汉-安庆,1504.0,14,342,356,0.11200366495377494,7.447052191075461e-05
成都,临沂,1,成都-上海-临沂,2549.0,17,408,425,0.2266173543510344,8.890441520244582e-05
成都,漯河,1,成都-武汉-漯河,1539.0,32,682,714,0.2298641435942277,0.00014935941754010896
昆明,北京,0,昆明-北京,2599.0,60,1221,1281,0.6964497852173922,0.0
昆明,沈阳,1,昆明-成都-沈阳,3397.0,37,721,758,0.5386406828695836,0.00015856363934930336
昆明,长春,1,昆明-成都-长春,3688.0,23,466,489,0.3772542760408877,0.00010229237419763765
昆明,苏州,1,昆明-成都-苏州,2729.0,21,422,443,0.252895825990003,9.266977866984352e-05
昆明,济南,1,昆明-成都-济南,2538.0,30,598,628,0.333415404311132,0.00013136934764031993
昆明,青岛,1,昆明-北京-青岛,3270.0,19,376,395,0.2701962068146803,8.262880942344963e-05
昆明,深圳,1,昆明-成都-深圳,2568.0,37,819,856,0.45983622760785414,0.00017906395156069087
昆明,漯河,1,昆明-武汉-漯河,1945.0,12,186,198,0.0805599513849739,4.141899814137476e-05
西安,南充,0,西安-南充,617.0,39,1329,1368,0.17656542371321318,0.0
西安,包头,1,西安-北京-包头,1783.0,12,430,442,0.1648572351981993,9.246059181054365e-05
西安,长春,0,西安-长春,2048.0,37,1707,1744,0.7471552156036662,0.0
西安,海口,1,西安-广州-海口,2233.0,31,1685,1716,0.8015680646973119,0.0003589646505585812
呼和浩特,银川,1,呼和浩特-北京-银川,1648.0,10,272,282,0.09721666424358555,5.8990694322564046e-05
厦门,芜湖,1,厦门-上海-芜湖,1417.0,12,378,390,0.11560293405488854,8.158287512695027e-05
柳州,广州,0,柳州-广州,502.0,28,1344,1372,0.1440761942216314,0.0
呼和浩特,石家庄,1,呼和浩特-北京-石家庄,834.0,13,331,344,0.06001487318569622,7.196027959915615e-05
呼和浩特,北京,0,呼和浩特-北京,518.0,25,743,768,0.08321955311411247,0.0
呼和浩特,锦州,1,呼和浩特-北京-锦州,988.0,8,216,224,0.04629556220537338,4.685785648317144e-05
呼和浩特,长春,1,呼和浩特-北京-长春,1499.0,12,328,340,0.10661417471077302,7.112353216195665e-05
呼和浩特,南昌,1,呼和浩特-北京-南昌,1943.0,6,149,155,0.06299976048104611,3.242396319148024e-05
呼和浩特,合肥,1,呼和浩特-北京-合肥,1533.0,5,141,146,0.046819784474778865,3.054128145778138e-05
天津,芜湖,1,天津-北京-芜湖,1210.0,7,238,245,0.0620134444394472,5.125078052846876e-05
天津,内江,1,天津-成都-内江,2119.0,3,59,62,0.02748255120109865,1.2969585276592094e-05
沈阳,内江,1,沈阳-成都-内江,2774.0,4,27,31,0.017988814778633237,6.484792638296047e-06
长春,乌鲁木齐,1,长春-西安-乌鲁木齐,4644.0,10,319,329,0.319611581839652,6.882247670965805e-05
长春,台州,1,长春-上海-台州,2407.0,5,124,129,0.06495314737318832,2.698510484968355e-05
长春,金华,1,长春-上海-金华,2357.0,6,153,159,0.07839549495179812,3.3260710628679724e-05
哈尔滨,包头,1,哈尔滨-北京-包头,1943.0,6,200,206,0.08372871392964837,4.3092493015773734e-05
芜湖,连云港,1,芜湖-上海-连云港,840.0,9,106,115,0.020207450608367684,2.4056488819485338e-05
芜湖,台州,1,芜湖-上海-台州,737.0,16,200,216,0.0333008745056653,4.518436160877246e-05
芜湖,襄阳,1,芜湖-上海-襄阳,1433.0,16,199,215,0.06444942541599422,4.4975174749472585e-05
济南,鹰潭,1,济南-武汉-鹰潭,1351.0,20,236,256,0.07234853041001671,5.355183598076736e-05
青岛,大连,1,青岛-北京-大连,1506.0,13,192,205,0.06458225907164963,4.288330615647386e-05
青岛,赣州,1,青岛-广州-赣州,2420.0,6,83,89,0.045054665756006536,1.8617630477688654e-05
青岛,常德,1,青岛-武汉-常德,1551.0,8,102,110,0.03568937006515125,2.3010554522985976e-05
青岛,衡阳,1,青岛-北京-衡阳,2326.0,11,137,148,0.07201215794026251,3.095965517638113e-05
福州,包头,1,福州-上海-包头,2648.0,10,143,153,0.08475080092418755,3.200558947288049e-05
厦门,廊坊,1,厦门-北京-廊坊,2061.0,6,161,167,0.07199939754184521,3.493420550307871e-05
厦门,常德,1,厦门-广州-常德,1487.0,10,321,331,0.10296114458681935,6.92408504282578e-05
衡阳,大连,1,衡阳-武汉-大连,1949.0,7,211,218,0.08887973115304842,4.56027353273722e-05
常德,中山,1,常德-武汉-中山,1455.0,12,204,216,0.06574324614076393,4.518436160877246e-05
漯河,连云港,1,漯河-武汉-连云港,1215.0,7,185,192,0.04879911053747426,4.016387698557552e-05
信阳,鹰潭,1,信阳-武汉-鹰潭,711.0,7,72,79,0.011749816700014539,1.6525761884689928e-05
广州,盐城,1,广州-上海-盐城,1750.0,29,286,315,0.11531425618905472,6.589386067945983e-05
广州,湖州,1,广州-上海-湖州,1581.0,25,256,281,0.09293356329942065,5.878150746326417e-05
中山,大理州,1,中山-成都-大理州,2667.0,14,159,173,0.09651693419922747,3.618932665887794e-05
汕头,淮安,1,汕头-上海-淮安,1690.0,4,27,31,0.01095929955872032,6.484792638296047e-06
中山,淮安,1,中山-上海-淮安,1914.0,6,69,75,0.030028773652496697,1.5689014447490437e-05
中山,鹰潭,1,中山-武汉-鹰潭,1577.0,8,107,115,0.03793708286832838,2.4056488819485338e-05
南宁,北京,0,南宁-北京,2354.0,32,2635,2667,1.313299786733997,0.0
南宁,汕头,1,南宁-广州-汕头,987.0,18,1399,1417,0.29256434849275637,0.00029641777962791934
南宁,中山,1,南宁-广州-中山,649.0,25,1944,1969,0.2673159129489804,0.00041188892596144897
柳州,汕头,1,柳州-广州-汕头,926.0,5,191,196,0.03796657821548966,4.100062442277501e-05
柳州,中山,1,柳州-广州-中山,588.0,7,325,332,0.04083662192508391,6.945003728755767e-05
贵阳,侯马,2,贵阳-成都-西安-侯马,1763.0,4,88,92,0.03392927183100212,3.849038211117654e-05
贵阳,蚌埠,2,贵阳-成都-武汉-蚌埠,2272.0,4,102,106,0.050378889698906894,4.434761417157297e-05
贵阳,湛江,1,贵阳-广州-湛江,1348.0,4,91,95,0.026788469201941674,1.9872751633487887e-05
南充,太原,1,南充-成都-太原,1630.0,10,150,160,0.05455593290540675,3.34698974879796e-05
南充,南京,2,南充-成都-上海-南京,2493.0,9,101,110,0.05736531242580403,4.602110904597195e-05
南充,济南,1,南充-成都-济南,1922.0,14,199,213,0.0856381715813376,4.455680103087284e-05
南充,中山,1,南充-成都-中山,1890.0,11,148,159,0.06286274308820468,3.3260710628679724e-05
大理州,上海,1,大理州-成都-上海,2975.0,10,440,450,0.2800489078877043,9.413408668494262e-05
西安,连云港,1,西安-上海-连云港,1871.0,8,294,302,0.11819936135251856,6.31744315085615e-05
西安,安庆,1,西安-武汉-安庆,1089.0,19,751,770,0.17540945712872208,0.00016107388166090183
义乌,嘉兴,0,义乌-嘉兴,196.0,245,2005,2250,0.09225140495124377,0.0
乌鲁木齐,喀什,1,乌鲁木齐-西安-喀什,6367.0,6,235,241,0.32098614869211145,5.041403309126927e-05
廊坊,阿克苏,1,廊坊-西安-阿克苏,4402.0,8,68,76,0.06998388215249095,1.589820130679031e-05
大连,长春,1,大连-沈阳-长春,705.0,26,292,318,0.046897601986438414,6.652142125735945e-05
上海,天津,0,上海-天津,1093.0,103,1601,1704,0.3896046682139521,0.0
上海,北京,0,上海-北京,1201.0,232,3605,3837,0.9639826249394665,0.0
上海,成都,0,上海-成都,1972.0,203,3064,3267,1.3476913615240518,0.0
上海,南充,0,上海-南充,1760.0,35,508,543,0.19991569769570214,0.0
上海,昆明,0,上海-昆明,2323.0,92,1390,1482,0.7201646718956408,0.0
烟台,锦州,1,烟台-北京-锦州,1184.0,4,88,92,0.02278630620981651,1.924519105558827e-05
烟台,武汉,1,烟台-北京-武汉,1867.0,18,469,487,0.19019875889436377,0.0001018740004790379
烟台,中山,1,烟台-北京-中山,2923.0,8,174,182,0.11128448053150197,3.807200839257679e-05
义乌,太原,0,义乌-太原,1493.0,444,3653,4097,1.2795585738895054,0.0
义乌,侯马,0,义乌-侯马,1351.0,255,2096,2351,0.6644195116951144,0.0
义乌,常州,0,义乌-常州,336.0,301,2485,2786,0.19581898224317346,0.0
义乌,芜湖,1,义乌-上海-芜湖,641.0,184,1511,1695,0.22728047669501497,0.00035457172651328386
义乌,安庆,1,义乌-上海-安庆,773.0,166,1369,1535,0.2482117138365602,0.0003211018290253043
义乌,郑州,0,义乌-郑州,1088.0,1040,8579,9619,2.1892392187707554,0.0
义乌,洛阳,0,义乌-洛阳,1155.0,315,2600,2915,0.7042955475622932,0.0
义乌,成都,0,义乌-成都,1826.0,683,5615,6298,2.40567984160371,0.0
义乌,西安,0,义乌-西安,1448.0,636,5239,5875,1.7795526120640153,0.0
赣州,杭州,1,赣州-广州-杭州,1673.0,8,534,542,0.1896835316599082,0.00011337927774053089
赣州,厦门,1,赣州-广州-厦门,1073.0,5,361,366,0.08215144501052733,7.656239050375333e-05
赣州,中山,1,赣州-广州-中山,513.0,8,495,503,0.0539783679868798,0.00010522099022783587
赣州,湛江,1,赣州-广州-湛江,843.0,4,225,229,0.04038289562726249,4.79037907796708e-05
常德,石家庄,1,常德-武汉-石家庄,1289.0,8,131,139,0.03748021876761746,2.9076973442682277e-05
常德,合肥,1,常德-武汉-合肥,768.0,7,119,126,0.02024259400073006,2.6357544271783935e-05
衡阳,鹰潭,1,衡阳-武汉-鹰潭,1016.0,6,146,152,0.03230514505539791,3.179640261358062e-05
荆州,襄阳,1,荆州-武汉-襄阳,532.0,5,48,53,0.005898232684819205,1.1086903542893242e-05
荆州,湛江,1,荆州-武汉-湛江,1550.0,9,91,100,0.032423963191480235,2.091868592998725e-05
深圳,沈阳,1,深圳-广州-沈阳,2911.0,134,423,557,0.3391812217140144,0.00011651708063002899
深圳,襄阳,1,深圳-武汉-襄阳,1391.0,33,102,135,0.03928215437362656,2.824022600548279e-05
深圳,信阳,1,深圳-广州-信阳,1315.0,62,196,258,0.07097082575466775,5.39702096993671e-05
深圳,阿克苏,1,深圳-西安-阿克苏,5070.0,30,93,123,0.1304510173279935,2.5729983693884318e-05
东莞,北京,0,东莞-北京,2158.0,198,1070,1268,0.5724072073240504,0.0
东莞,青岛,1,东莞-广州-青岛,2046.0,93,497,590,0.2525178253352481,0.00012342024698692476
东莞,杭州,1,东莞-广州-杭州,1311.0,105,568,673,0.1845661935208554,0.00014078275630881418
东莞,福州,1,东莞-广州-福州,940.0,151,803,954,0.18759040794575366,0.00019956426377207837
湛江,锦州,2,湛江-广州-沈阳-锦州,3420.0,3,69,72,0.051510172234000604,3.012290773918164e-05
南充,侯马,2,南充-成都-西安-侯马,1355.0,5,76,81,0.022959303742457506,3.388827120657935e-05
昆明,芜湖,1,昆明-上海-芜湖,2699.0,8,123,131,0.07396198865579662,2.7403478568283297e-05
兰州,西宁,1,兰州-西安-西宁,1479.0,25,432,457,0.14139002576136173,9.559839470004174e-05
兰州,乌鲁木齐,1,兰州-西安-乌鲁木齐,3238.0,24,530,554,0.3752502659287949,0.00011588952005212936
呼和浩特,芜湖,1,呼和浩特-北京-芜湖,1616.0,2,45,47,0.015888160337543915,9.831782387094008e-06
呼和浩特,嘉兴,1,呼和浩特-北京-嘉兴,1772.0,2,67,69,0.02557685891287681,1.4433893291691203e-05
呼和浩特,金华,1,呼和浩特-北京-金华,1975.0,3,69,72,0.02974637139244187,1.506145386959082e-05
包头,廊坊,1,包头-北京-廊坊,744.0,1,5,6,0.0009338101399146309,1.255121155799235e-06
包头,无锡,1,包头-北京-无锡,1812.0,1,6,7,0.0026533261233595827,1.4643080150991076e-06
包头,扬州,2,包头-北京-上海-扬州,2190.0,1,2,3,0.0013743576656001623,1.255121155799235e-06
包头,台州,1,包头-北京-台州,2233.0,1,5,6,0.002802685540899692,1.255121155799235e-06
包头,温州,1,包头-北京-温州,2279.0,1,7,8,0.0038138948187552753,1.67349487439898e-06
包头,武汉,1,包头-北京-武汉,1850.0,1,17,18,0.006965922414685754,3.765363467397705e-06
包头,襄阳,1,包头-北京-襄阳,1756.0,1,2,3,0.0011019963747917283,6.275605778996175e-07
包头,漯河,1,包头-北京-漯河,1506.0,1,5,6,0.0018902124606336478,1.255121155799235e-06
包头,广州,1,包头-北京-广州,2826.0,2,36,38,0.022464158446494707,7.949100653395156e-06
包头,湛江,1,包头-北京-湛江,3166.0,1,2,3,0.001986856789630189,6.275605778996175e-07
包头,柳州,1,包头-北京-柳州,2820.0,1,3,4,0.002359627772902562,8.3674743719949e-07
包头,海口,1,包头-北京-海口,3337.0,1,4,5,0.003490282747418373,1.0459342964993625e-06
太原,唐山,1,太原-北京-唐山,705.0,5,256,261,0.038491428045473036,5.459777027726672e-05
太原,大连,1,太原-北京-大连,1344.0,3,166,169,0.04751386647393584,3.535257922167845e-05
太原,安庆,1,太原-北京-安庆,1693.0,2,121,123,0.04356086239374615,2.5729983693884318e-05
太原,济宁,1,太原-北京-济宁,1080.0,5,229,234,0.05286570308226378,4.894972507617017e-05
太原,金华,1,太原-北京-金华,1965.0,3,149,152,0.062479931135685916,3.179640261358062e-05
太原,荆州,1,太原-武汉-荆州,1165.0,2,68,70,0.017059188375904602,1.4643080150991076e-05
太原,海口,1,太原-北京-海口,3148.0,4,198,202,0.1330210870813517,4.225574557857424e-05
太原,内江,2,太原-北京-成都-内江,2620.0,1,27,28,0.015345947998238647,1.171446412079286e-05
太原,昆明,1,太原-北京-昆明,3108.0,5,273,278,0.18074246691971305,5.8153946885364554e-05
太原,阿克苏,1,太原-西安-阿克苏,3939.0,2,55,57,0.046967261210585275,1.1923650980092732e-05
太原,拉萨,1,太原-西安-拉萨,3412.0,1,26,27,0.019271130226141454,5.6480452010965574e-06
侯马,呼和浩特,1,侯马-北京-呼和浩特,1326.0,2,168,170,0.04715490182337726,3.5561766080978324e-05
侯马,石家庄,1,侯马-西安-石家庄,1139.0,3,288,291,0.06933477532808344,6.0873376056262896e-05
侯马,常州,1,侯马-西安-常州,1542.0,1,84,85,0.02741812164843429,1.7780883040489162e-05
侯马,济南,1,侯马-北京-济南,1229.0,4,370,374,0.0961519031297492,7.823588537815232e-05
侯马,义乌,2,侯马-西安-上海-义乌,1997.0,1,35,36,0.015038861688786433,1.506145386959082e-05
侯马,温州,1,侯马-西安-温州,1936.0,1,100,101,0.04090356172005987,2.112787278928712e-05
侯马,南昌,2,侯马-西安-武汉-南昌,1420.0,2,188,190,0.0564386146391056,7.949100653395155e-05
侯马,赣州,2,侯马-西安-广州-赣州,2395.0,1,52,53,0.026553133985229314,2.2173807085786484e-05
侯马,襄阳,2,侯马-西安-武汉-襄阳,1373.0,1,57,58,0.016658386353486047,2.426567567878521e-05
侯马,汕头,2,侯马-西安-广州-汕头,2390.0,2,131,133,0.06649422696565047,5.5643704573766086e-05
唐山,扬州,2,唐山-北京-上海-扬州,1659.0,2,16,18,0.006246737992412793,7.53072693479541e-06
唐山,义乌,2,唐山-北京-上海-义乌,1669.0,2,18,20,0.006982657363429744,8.3674743719949e-06
唐山,衡阳,1,唐山-北京-衡阳,1822.0,2,26,28,0.010671876814042296,5.85723206039643e-06
唐山,荆州,2,唐山-北京-武汉-荆州,1543.0,1,10,11,0.003550528562896736,4.602110904597195e-06
唐山,乌鲁木齐,1,唐山-北京-乌鲁木齐,3010.0,4,49,53,0.03337157966410866,1.1086903542893242e-05
唐山,喀什,2,唐山-北京-西安-喀什,5059.0,1,2,3,0.0031748289635941647,1.255121155799235e-06
廊坊,义乌,1,廊坊-上海-义乌,1463.0,3,26,29,0.008875170879515691,6.066418919696302e-06
廊坊,喀什,1,廊坊-西安-喀什,4875.0,2,17,19,0.01937593284265069,3.974550326697578e-06
北京,廊坊,0,北京-廊坊,47.0,11,252,263,0.002585758767805724,0.0
北京,连云港,1,北京-上海-连云港,1699.0,6,141,147,0.05224504567072106,3.075046831708126e-05
大连,太原,2,大连-沈阳-北京-太原,1594.0,8,90,98,0.032677497664951684,4.100062442277501e-05
大连,北京,1,大连-沈阳-北京,1069.0,22,266,288,0.06440277674637035,6.024581547836328e-05
大连,徐州,2,大连-沈阳-上海-徐州,2742.0,3,37,40,0.022943614728010014,1.67349487439898e-05
大连,盐城,2,大连-沈阳-上海-盐城,2464.0,2,17,19,0.00979329200498283,7.949100653395156e-06
大连,济宁,2,大连-沈阳-北京-济宁,1641.0,3,32,35,0.012014647263888177,1.4643080150991076e-05
大连,赣州,2,大连-沈阳-广州-赣州,3597.0,2,15,17,0.012791567259327903,7.112353216195665e-06
大连,柳州,2,大连-沈阳-广州-柳州,3668.0,3,27,30,0.023018921997357968,1.255121155799235e-05
大连,大理州,2,大连-沈阳-成都-大理州,3973.0,1,12,13,0.010804292095979115,5.438858341796685e-06
大连,西安,1,大连-沈阳-西安,2146.0,8,94,102,0.04578933000586769,2.1337059648586996e-05
锦州,蚌埠,2,锦州-沈阳-武汉-蚌埠,2516.0,1,18,19,0.009999968621971105,7.949100653395156e-06
锦州,南昌,2,锦州-沈阳-武汉-南昌,2397.0,2,36,38,0.019053994266188187,1.589820130679031e-05
锦州,赣州,2,锦州-沈阳-广州-赣州,3448.0,1,8,9,0.006491486617793644,3.765363467397705e-06
锦州,衡阳,2,锦州-沈阳-武汉-衡阳,2555.0,1,14,15,0.008017086382667614,6.275605778996175e-06
锦州,洛阳,2,锦州-沈阳-西安-洛阳,2369.0,1,30,31,0.015362473760123337,1.2969585276592094e-05
长春,荆州,2,长春-沈阳-武汉-荆州,2343.0,2,31,33,0.016174118774206842,1.3806332713791584e-05
长春,宝鸡,1,长春-西安-宝鸡,2216.0,2,42,44,0.020396555529174767,9.20422180919439e-06
哈尔滨,义乌,1,哈尔滨-上海-义乌,2613.0,5,152,157,0.085817026346039,3.284233691007998e-05
哈尔滨,内江,2,哈尔滨-沈阳-成都-内江,3382.0,2,34,36,0.025468918493478078,1.506145386959082e-05
上海,廊坊,0,上海-廊坊,1164.0,17,264,281,0.0684216746872395,0.0
上海,淮安,0,上海-淮安,409.0,13,196,209,0.0178815019198124,0.0
上海,温州,0,上海-温州,458.0,68,1059,1127,0.10797514441737799,0.0
上海,重庆,0,上海-重庆,1703.0,107,1670,1777,0.6330477584059124,0.0
上海,常德,0,上海-常德,1150.0,20,298,318,0.07649963444596337,0.0
上海,荆州,0,上海-荆州,1056.0,13,199,212,0.04683108056518106,0.0
徐州,喀什,1,徐州-西安-喀什,4641.0,2,35,37,0.035920939918396205,7.739913794095283e-06
淮安,廊坊,1,淮安-上海-廊坊,1584.0,3,35,38,0.012591375434977925,7.949100653395156e-06
淮安,西宁,1,淮安-上海-西宁,2644.0,3,35,38,0.02101742212757679,7.949100653395156e-06
蚌埠,喀什,1,蚌埠-西安-喀什,4708.0,2,12,14,0.013787924270173196,2.928616030198215e-06
芜湖,内江,1,芜湖-上海-内江,2282.0,4,57,61,0.02911922918826085,1.2760398417292223e-05
潍坊,连云港,1,潍坊-上海-连云港,1237.0,4,63,67,0.017337197711914134,1.4015519573091457e-05
潍坊,义乌,1,潍坊-上海-义乌,1041.0,3,46,49,0.010670412506027196,1.0250156105693752e-05
烟台,保定,1,烟台-北京-保定,884.0,4,104,108,0.01997148783107743,2.259218080438623e-05
烟台,大连,1,烟台-北京-大连,1550.0,6,151,157,0.050905622210623974,3.284233691007998e-05
烟台,上海,0,烟台-上海,933.0,27,712,739,0.1442316200580912,0.0
烟台,南昌,1,烟台-北京-南昌,2139.0,9,231,240,0.10738816609018255,5.02048462319694e-05
烟台,成都,1,烟台-北京-成都,2633.0,15,377,392,0.2159092882103332,8.200124884555002e-05
烟台,内江,2,烟台-北京-成都-内江,2826.0,1,15,16,0.009458593030103034,6.69397949759592e-06
烟台,乌鲁木齐,1,烟台-北京-乌鲁木齐,3558.0,3,59,62,0.046145784414114675,1.2969585276592094e-05
青岛,淮安,1,青岛-上海-淮安,1209.0,3,51,54,0.013656973296251476,1.1296090402193115e-05
济宁,南通,1,济宁-北京-南通,1660.0,6,130,136,0.047226025355539214,2.844941286478266e-05
济宁,内江,2,济宁-北京-成都-内江,2681.0,2,35,37,0.020750708881969452,1.5479827588190566e-05
临沂,湖州,1,临沂-上海-湖州,749.0,5,59,64,0.010027581287398689,1.338795899519184e-05
临沂,柳州,1,临沂-上海-柳州,2281.0,3,39,42,0.020040519494646386,8.785848090594645e-06
临沂,昆明,1,临沂-上海-昆明,2922.0,9,109,118,0.07212679233915884,2.4684049397384955e-05
