层级集散_12t_80%_0%,
统计项,结果
运输成本,37399537.5
平均运距,1234.685105
平均经转次数,0.256079232
线路数,2316
邮路数,3770
自办占比,72.20%
其中：12t车占比,18.89%
          20t车占比,27.00%
          40t车占比,26.31%
委办占比,27.80%
其中：12t车占比,3.74%
          20t车占比,6.50%
          40t车占比,17.56%
