统计结果_层级集散_40_80%_40%_coef1,
统计项,结果
运输成本,27505494.77
平均运距,1306.831786
平均经转次数,0.446793845
线路数,1210
邮路数,3471
自办占比,10.89%
其中：12t车占比,2.07%
          20t车占比,4.67%
          40t车占比,4.15%
委办占比,89.11%
其中：12t车占比,15.47%
          20t车占比,22.64%
          40t车占比,50.99%
