start_trans_hub,end_trans_hub,zb_num,big_num
漯河,徐州,22,532
漯河,西宁,5,100
漯河,南京,22,597
漯河,常州,16,356
漯河,潍坊,15,367
信阳,哈尔滨,65,878
信阳,郑州,67,924
信阳,蚌埠,19,245
信阳,南昌,37,461
郑州,淮安,21,382
郑州,阿克苏,17,272
广州,合肥,112,1101
广州,临沂,49,471
广州,重庆,177,1796
广州,漯河,78,744
广州,潍坊,46,440
汕头,唐山,15,111
汕头,宁波,18,144
汕头,温州,21,145
汕头,喀什,5,28
湛江,长春,12,272
湛江,苏州,11,274
湛江,杭州,16,393
湛江,金华,8,174
湛江,福州,19,459
湛江,银川,7,127
中山,柳州,36,459
中山,无锡,20,278
中山,兰州,35,415
贵阳,哈尔滨,11,263
贵阳,合肥,10,193
贵阳,天津,9,226
贵阳,长沙,23,557
贵阳,深圳,18,423
贵阳,南宁,14,408
贵阳,柳州,7,160
贵阳,海口,8,249
海口,长春,6,79
海口,天津,6,80
海口,长沙,8,114
海口,南宁,6,84
成都,重庆,149,4822
成都,武汉,94,2433
成都,西安,113,2925
成都,兰州,60,1515
成都,上海,129,3640
成都,蚌埠,24,571
成都,中山,46,1081
成都,廊坊,11,256
成都,泉州,25,598
成都,常德,16,410
成都,衡阳,27,639
昆明,重庆,38,824
昆明,长沙,40,856
昆明,东莞,24,542
昆明,兰州,15,298
昆明,潍坊,7,145
西安,杭州,91,3827
西安,厦门,58,2458
西安,泉州,42,1685
西安,衡阳,37,1361
西安,呼和浩特,48,1833
西安,常州,31,1215
西安,青岛,37,1487
锦州,哈尔滨,12,316
锦州,长春,9,218
厦门,襄阳,11,311
南宁,南宁,61,5574
南宁,昆明,27,1743
柳州,南宁,40,1988
南充,福州,13,177
南充,大理州,7,121
呼和浩特,郑州,10,305
呼和浩特,广州,14,442
呼和浩特,东莞,4,100
锦州,武汉,3,63
太原,西安,26,1215
长春,包头,6,168
常州,喀什,4,32
芜湖,盐城,12,146
芜湖,金华,22,281
芜湖,义乌,9,96
济南,义乌,20,239
青岛,廊坊,7,105
青岛,湛江,9,122
厦门,湖州,10,288
厦门,鹰潭,8,234
衡阳,南通,8,215
常德,济南,13,220
常德,福州,10,163
常德,郑州,11,172
漯河,包头,8,187
漯河,盐城,10,223
信阳,连云港,7,87
信阳,潍坊,15,221
信阳,常德,10,148
信阳,大理州,7,91
信阳,宝鸡,6,79
信阳,内江,4,44
郑州,拉萨,10,194
中山,芜湖,12,137
中山,荆州,7,84
南宁,杭州,18,1398
南宁,深圳,37,2940
南宁,成都,40,3008
南宁,南充,11,662
南宁,常德,7,500
柳州,杭州,5,181
柳州,宁波,3,86
柳州,温州,3,88
柳州,厦门,3,112
柳州,重庆,5,169
柳州,衡阳,3,116
柳州,海口,5,152
柳州,昆明,7,307
贵阳,南通,4,86
贵阳,芜湖,4,68
贵阳,泉州,7,175
贵阳,常德,5,113
南充,常德,5,60
大理州,哈尔滨,9,321
大理州,青岛,3,110
大理州,大理州,11,426
西安,唐山,13,558
西安,义乌,11,422
西安,大理州,11,404
西安,西宁,17,489
乌鲁木齐,兰州,16,693
北京,鹰潭,6,118
北京,湛江,7,164
大连,呼和浩特,7,74
大连,厦门,7,69
大连,广州,16,188
上海,沈阳,161,2375
上海,宁波,84,1295
上海,信阳,50,761
上海,广州,288,4438
烟台,太原,14,293
烟台,侯马,7,139
烟台,北京,29,760
烟台,长春,15,368
烟台,西安,17,411
济宁,襄阳,6,119
临沂,阿克苏,5,48
湖州,阿克苏,24,64
义乌,沈阳,641,5276
义乌,北京,257,2118
义乌,鹰潭,107,874
义乌,襄阳,162,1331
义乌,漯河,416,3427
义乌,信阳,443,3658
义乌,中山,431,3560
赣州,锦州,3,170
赣州,北京,11,910
深圳,北京,124,400
深圳,贵阳,167,534
东莞,锦州,26,134
东莞,沈阳,153,817
东莞,侯马,55,288
东莞,石家庄,127,685
东莞,常州,52,280
东莞,襄阳,33,176
东莞,信阳,70,376
东莞,西安,175,927
南宁,侯马,7,429
南充,漯河,5,71
兰州,拉萨,55,1033
银川,广州,15,192
呼和浩特,扬州,1,24
呼和浩特,安庆,2,44
呼和浩特,宁波,3,87
呼和浩特,义乌,1,31
呼和浩特,鹰潭,1,24
呼和浩特,襄阳,2,44
呼和浩特,湛江,2,41
包头,哈尔滨,2,33
包头,苏州,1,14
包头,青岛,1,13
包头,宁波,1,6
包头,金华,1,7
包头,赣州,1,2
包头,衡阳,1,3
包头,中山,1,6
包头,南宁,1,8
包头,贵阳,1,7
包头,成都,1,20
太原,包头,5,265
太原,连云港,1,49
太原,芜湖,3,134
太原,湛江,3,134
太原,西宁,1,34
太原,乌鲁木齐,5,237
太原,喀什,1,14
侯马,长春,3,266
侯马,苏州,2,200
侯马,徐州,1,103
侯马,合肥,2,186
侯马,临沂,1,70
侯马,台州,1,64
侯马,常德,1,51
侯马,荆州,1,30
侯马,郑州,4,367
侯马,柳州,1,53
侯马,宝鸡,1,31
侯马,阿克苏,1,12
唐山,赣州,2,19
唐山,深圳,8,97
北京,包头,8,192
北京,义乌,3,74
大连,包头,2,22
大连,唐山,3,36
大连,保定,3,28
大连,上海,10,121
大连,湖州,1,11
大连,宁波,4,44
大连,台州,2,24
大连,南昌,4,43
大连,荆州,1,6
大连,贵阳,5,54
大连,喀什,1,1
锦州,侯马,2,40
锦州,无锡,1,21
锦州,淮安,1,6
锦州,盐城,1,10
锦州,泉州,1,20
锦州,长沙,3,48
锦州,信阳,1,34
锦州,贵阳,2,29
锦州,喀什,1,1
长春,安庆,3,84
长春,西宁,4,131
上海,台州,37,576
上海,深圳,145,2271
蚌埠,拉萨,4,44
芜湖,喀什,2,23
潍坊,廊坊,5,88
烟台,包头,3,59
烟台,济宁,5,131
烟台,深圳,11,270
烟台,宝鸡,2,33
青岛,大理州,2,29
青岛,拉萨,3,40
济宁,包头,6,144
济宁,唐山,7,169
济宁,连云港,4,81
济宁,荆州,3,61
济宁,宝鸡,3,60
济宁,阿克苏,2,28
湖州,西宁,15,42
义乌,包头,38,308
义乌,赣州,165,1362
义乌,荆州,76,622
义乌,宝鸡,50,409
义乌,兰州,195,1607
义乌,阿克苏,10,76
鹰潭,台州,5,53
鹰潭,义乌,4,36
赣州,长春,8,606
赣州,蚌埠,3,248
赣州,嘉兴,2,169
赣州,荆州,1,55
赣州,宝鸡,1,56
常德,长春,6,105
常德,淮安,2,33
常德,潍坊,3,42
常德,鹰潭,2,38
常德,宝鸡,1,12
常德,阿克苏,1,8
衡阳,盐城,5,159
荆州,烟台,5,52
荆州,临沂,5,52
荆州,内江,2,15
荆州,拉萨,1,7
襄阳,淮安,2,46
广州,宝鸡,15,155
深圳,无锡,63,203
深圳,荆州,16,49
深圳,内江,10,32
东莞,大连,38,202
东莞,淮安,13,70
东莞,盐城,28,150
东莞,烟台,37,197
东莞,赣州,44,235
东莞,深圳,296,1612
东莞,内江,10,53
东莞,银川,36,193
湛江,连云港,2,52
湛江,湖州,3,72
柳州,廊坊,1,16
柳州,常州,1,50
柳州,内江,1,14
贵阳,廊坊,2,41
贵阳,扬州,2,46
贵阳,荆州,1,30
贵阳,宝鸡,1,22
海口,大连,2,27
海口,常州,2,29
海口,台州,2,21
海口,漯河,2,27
海口,阿克苏,1,4
海口,喀什,1,1
南充,盐城,3,32
南充,襄阳,3,35
南充,西宁,1,12
南充,拉萨,1,21
内江,保定,1,29
内江,哈尔滨,3,96
内江,烟台,1,29
内江,天津,2,86
内江,宁波,2,60
内江,福州,3,105
内江,重庆,4,167
内江,洛阳,1,38
内江,广州,9,380
内江,湛江,2,46
内江,贵阳,4,150
内江,海口,2,70
内江,拉萨,1,5
昆明,盐城,5,92
昆明,阿克苏,2,43
大理州,廊坊,1,30
大理州,内江,1,21
西安,喀什,5,131
宝鸡,锦州,1,63
宝鸡,徐州,1,151
宝鸡,盐城,1,69
宝鸡,义乌,1,43
宝鸡,南昌,2,337
宝鸡,衡阳,1,158
宝鸡,襄阳,1,71
宝鸡,郑州,2,381
宝鸡,内江,1,28
兰州,廊坊,1,33
兰州,锦州,2,43
兰州,淮安,1,9
兰州,扬州,1,29
兰州,蚌埠,2,46
兰州,安庆,1,26
兰州,烟台,2,45
兰州,南宁,6,169
银川,太原,5,68
银川,石家庄,4,57
银川,上海,8,99
银川,芜湖,2,17
银川,厦门,3,31
银川,泉州,2,27
银川,常德,1,13
银川,郑州,5,61
银川,柳州,2,16
银川,内江,1,4
西宁,呼和浩特,1,33
西宁,徐州,1,26
西宁,温州,1,20
西宁,荆州,1,5
西宁,郑州,2,81
乌鲁木齐,上海,6,319
乌鲁木齐,徐州,2,92
乌鲁木齐,扬州,1,27
乌鲁木齐,临沂,1,35
乌鲁木齐,鹰潭,1,16
乌鲁木齐,衡阳,1,49
乌鲁木齐,汕头,2,63
乌鲁木齐,南充,3,161
乌鲁木齐,昆明,2,122
乌鲁木齐,宝鸡,1,33
乌鲁木齐,银川,3,115
阿克苏,温州,1,13
阿克苏,南昌,1,32
阿克苏,荆州,1,5
阿克苏,郑州,1,41
阿克苏,洛阳,1,10
阿克苏,西宁,1,6
喀什,太原,1,4
喀什,上海,1,15
喀什,芜湖,1,5
喀什,临沂,1,2
喀什,温州,1,3
喀什,中山,1,3
喀什,贵阳,1,7
拉萨,锦州,1,1
拉萨,苏州,1,6
拉萨,连云港,1,3
拉萨,天津,1,11
拉萨,湖州,1,1
拉萨,鹰潭,1,1
拉萨,厦门,1,4
拉萨,郑州,1,19
拉萨,信阳,1,10
拉萨,洛阳,1,6
拉萨,湛江,1,2
拉萨,南宁,1,8
拉萨,柳州,1,3
拉萨,海口,1,3
拉萨,西安,1,51
拉萨,阿克苏,1,3
南京,苏州,348,4453
无锡,南京,215,1652
苏州,无锡,148,1187
苏州,连云港,52,354
苏州,扬州,64,470
徐州,南京,204,3651
徐州,苏州,244,4294
淮安,苏州,109,1093
盐城,苏州,125,713
常州,无锡,110,1055
常州,连云港,45,384
常州,淮安,31,254
南通,常州,72,1541
安庆,蚌埠,90,876
杭州,嘉兴,348,771
杭州,宁波,658,1449
嘉兴,金华,118,338
嘉兴,湖州,55,153
宁波,杭州,341,2723
台州,金华,203,667
台州,温州,223,772
金华,金华,172,1081
温州,杭州,377,1518
长沙,常德,148,2254
广州,汕头,225,2252
成都,成都,649,22384
石家庄,南昌,146,1665
石家庄,武汉,227,2725
石家庄,郑州,266,3207
石家庄,汕头,101,1150
石家庄,中山,120,1398
石家庄,常州,69,768
石家庄,长沙,201,2379
石家庄,芜湖,46,506
天津,太原,44,1596
天津,西安,45,1635
廊坊,长春,47,381
廊坊,汕头,15,133
保定,广州,123,991
保定,漯河,66,538
保定,沈阳,95,813
保定,南充,39,289
保定,长春,72,608
保定,柳州,20,151
北京,信阳,24,510
北京,济南,84,1875
沈阳,太原,110,862
沈阳,漯河,40,287
沈阳,贵阳,61,467
南京,太原,117,1401
南京,安庆,55,656
南京,杭州,216,2786
扬州,石家庄,59,610
扬州,天津,57,619
扬州,济南,81,853
常州,石家庄,229,2338
常州,天津,189,1957
无锡,济南,158,1196
无锡,杭州,148,1186
无锡,呼和浩特,69,527
无锡,哈尔滨,149,1126
无锡,芜湖,40,293
无锡,襄阳,25,186
无锡,漯河,45,323
常州,杭州,177,1810
苏州,长春,114,851
苏州,漯河,65,488
苏州,南宁,115,936
苏州,海口,51,397
徐州,金华,75,1268
连云港,蚌埠,33,220
连云港,金华,23,153
连云港,襄阳,16,94
连云港,广州,133,943
连云港,南宁,48,341
连云港,柳州,19,130
连云港,南充,24,139
连云港,兰州,33,231
淮安,乌鲁木齐,39,410
淮安,信阳,17,133
徐州,呼和浩特,103,1800
徐州,银川,74,1321
盐城,天津,53,281
盐城,汕头,44,215
盐城,中山,45,225
盐城,蚌埠,36,185
扬州,柳州,20,208
扬州,昆明,46,487
常州,锦州,39,361
常州,北京,182,1869
常州,宁波,118,1218
常州,南昌,170,1708
南通,蚌埠,43,917
南通,济南,92,2129
南通,金华,38,836
南通,长沙,82,1859
南通,成都,88,1970
南通,兰州,47,1092
南通,银川,29,618
南通,阿克苏,19,447
合肥,石家庄,242,2607
合肥,广州,541,5802
安庆,锦州,35,311
安庆,金华,60,569
安庆,福州,117,1120
蚌埠,厦门,91,865
蚌埠,广州,383,3913
安庆,昆明,107,1089
济南,天津,265,3094
潍坊,锦州,12,156
潍坊,信阳,16,209
青岛,石家庄,40,519
临沂,哈尔滨,47,540
临沂,厦门,18,173
杭州,襄阳,112,247
杭州,贵阳,499,1163
湖州,沈阳,189,515
湖州,北京,176,479
湖州,徐州,126,341
湖州,漯河,122,325
湖州,信阳,138,364
湖州,银川,57,150
嘉兴,徐州,98,305
嘉兴,济南,267,799
嘉兴,南昌,140,409
嘉兴,漯河,71,205
嘉兴,中山,83,234
嘉兴,南宁,112,348
嘉兴,贵阳,118,339
嘉兴,衡阳,52,157
宁波,呼和浩特,68,531
宁波,天津,159,1285
宁波,北京,147,1221
宁波,南京,136,1112
宁波,徐州,113,894
宁波,长沙,257,2120
宁波,衡阳,84,677
宁波,武汉,270,2171
宁波,中山,123,985
台州,天津,219,797
台州,南昌,287,1016
台州,西安,377,1359
金华,侯马,230,1681
金华,石家庄,504,3890
金华,天津,459,3565
金华,福州,479,3578
金华,厦门,328,2451
金华,信阳,303,2271
金华,海口,226,1745
金华,昆明,356,2679
温州,太原,144,571
温州,济南,322,1285
温州,信阳,113,468
温州,中山,145,594
温州,乌鲁木齐,104,418
温州,阿克苏,30,105
温州,鹰潭,37,141
温州,衡阳,94,390
南昌,济南,241,2659
南昌,漯河,90,901
南昌,广州,442,5976
南昌,北京,228,2474
南昌,南昌,152,2225
南昌,徐州,92,1081
鹰潭,西安,36,375
福州,郑州,105,1237
福州,漯河,45,419
福州,中山,76,1005
福州,南宁,91,1071
泉州,西安,73,2282
重庆,合肥,34,1204
重庆,芜湖,14,453
重庆,长沙,71,2742
重庆,中山,35,1178
长沙,北京,290,4497
长沙,福州,185,2834
长沙,洛阳,71,1003
长沙,汕头,136,2277
长沙,蚌埠,79,1316
武汉,海口,112,2257
荆州,中山,24,225
洛阳,锦州,31,292
洛阳,西安,197,1958
洛阳,常州,44,409
洛阳,金华,41,415
洛阳,南宁,91,1026
漯河,石家庄,50,1202
漯河,济南,63,1688
漯河,漯河,27,559
郑州,哈尔滨,326,5794
郑州,芜湖,62,1037
郑州,金华,87,1429
郑州,昆明,122,2163
广州,福州,361,3491
广州,柳州,146,1524
汕头,柳州,29,250
汕头,西安,79,607
汕头,兰州,33,240
湛江,贵阳,22,510
中山,天津,62,673
成都,侯马,30,606
成都,广州,160,4210
昆明,广州,88,1891
昆明,贵阳,46,909
石家庄,大连,68,797
石家庄,嘉兴,42,534
石家庄,义乌,20,217
天津,杭州,24,792
天津,贵阳,24,870
天津,兰州,18,612
唐山,漯河,7,69
唐山,侯马,6,68
唐山,苏州,7,80
唐山,宁波,5,55
唐山,金华,4,39
唐山,重庆,6,75
唐山,武汉,11,127
唐山,洛阳,5,49
北京,沈阳,71,1538
北京,烟台,17,356
北京,杭州,34,749
北京,漯河,23,474
廊坊,唐山,16,155
廊坊,济宁,11,90
廊坊,泉州,10,90
廊坊,海口,23,219
保定,深圳,37,320
保定,无锡,21,165
保定,临沂,36,303
保定,赣州,15,121
保定,常德,18,148
保定,东莞,32,261
保定,淮安,9,63
保定,湖州,10,64
保定,宝鸡,10,79
北京,常德,11,262
北京,衡阳,18,354
北京,东莞,15,349
北京,海口,25,540
北京,大理州,9,188
北京,西宁,7,148
沈阳,南京,68,505
沈阳,连云港,19,143
沈阳,潍坊,29,249
沈阳,深圳,56,452
沈阳,东莞,39,304
沈阳,阿克苏,11,65
长春,西安,31,801
哈尔滨,常州,12,267
哈尔滨,漯河,11,294
哈尔滨,广州,53,1702
哈尔滨,中山,13,360
南京,廊坊,28,332
南京,嘉兴,64,784
扬州,唐山,15,161
扬州,蚌埠,28,308
扬州,济宁,15,160
扬州,台州,19,206
扬州,泉州,19,213
淮安,天津,21,210
淮安,长沙,31,303
淮安,太原,15,145
常州,上海,316,3335
常州,衡阳,61,629
常州,赣州,42,422
无锡,济宁,33,253
无锡,内江,6,39
常州,义乌,23,224
苏州,唐山,32,261
苏州,大连,37,301
苏州,济宁,34,279
徐州,唐山,57,1028
徐州,大连,55,993
徐州,安庆,58,1073
徐州,潍坊,61,1115
徐州,重庆,156,2969
徐州,鹰潭,31,537
连云港,包头,11,72
连云港,廊坊,15,103
连云港,盐城,24,171
连云港,扬州,19,130
连云港,烟台,20,142
连云港,东莞,35,259
淮安,衡阳,11,107
淮安,南充,8,77
淮安,包头,5,51
淮安,唐山,6,53
淮安,鹰潭,5,44
淮安,荆州,4,35
淮安,义乌,7,73
盐城,侯马,21,109
盐城,廊坊,13,67
盐城,大连,16,72
盐城,连云港,20,100
盐城,柳州,18,88
盐城,海口,25,128
常州,大理州,29,281
南通,常德,18,374
合肥,扬州,39,415
合肥,济宁,69,753
合肥,临沂,74,797
合肥,常德,55,605
合肥,东莞,146,1596
合肥,乌鲁木齐,70,732
安庆,苏州,105,1179
安庆,烟台,34,348
安庆,宝鸡,15,136
蚌埠,廊坊,33,322
蚌埠,大连,50,527
蚌埠,潍坊,54,550
蚌埠,长沙,193,2113
蚌埠,常德,39,415
蚌埠,海口,24,254
芜湖,沈阳,89,1108
芜湖,苏州,40,484
芜湖,重庆,59,753
芜湖,信阳,37,438
芜湖,温州,27,337
济南,保定,85,945
济南,常州,70,784
济南,徐州,111,1237
济南,临沂,129,1353
济南,南宁,101,1145
济南,海口,69,744
济南,银川,96,992
济南,汕头,85,895
济南,湛江,52,562
潍坊,哈尔滨,32,525
潍坊,上海,52,878
潍坊,昆明,14,216
潍坊,烟台,17,232
潍坊,宁波,14,209
潍坊,南昌,17,252
潍坊,厦门,13,174
潍坊,盐城,6,85
潍坊,台州,7,101
潍坊,常德,6,74
潍坊,襄阳,7,79
青岛,哈尔滨,48,689
青岛,上海,72,1093
青岛,常州,17,220
青岛,济宁,17,227
青岛,宁波,20,263
青岛,中山,21,278
青岛,昆明,10,126
济宁,北京,52,1188
济宁,常州,11,192
济宁,青岛,26,552
济宁,汕头,15,260
济宁,深圳,22,424
临沂,太原,34,395
临沂,上海,51,651
临沂,常州,12,137
临沂,无锡,11,123
临沂,衡阳,12,142
临沂,中山,19,202
临沂,侯马,18,214
临沂,烟台,11,125
杭州,荆州,53,118
湖州,唐山,44,119
湖州,廊坊,34,92
湖州,烟台,38,99
湖州,海口,111,303
嘉兴,大连,33,100
嘉兴,重庆,92,293
嘉兴,东莞,82,262
嘉兴,宝鸡,13,36
宁波,赣州,49,394
宁波,荆州,23,173
宁波,内江,14,100
宁波,拉萨,11,82
台州,苏州,265,995
台州,常德,82,301
台州,深圳,291,1093
台州,拉萨,19,68
金华,大连,127,974
金华,上海,1141,9041
金华,苏州,522,4130
金华,临沂,184,1423
金华,内江,33,236
金华,喀什,14,79
温州,扬州,42,168
温州,潍坊,70,299
温州,济宁,60,254
温州,常德,58,241
温州,喀什,9,28
南昌,重庆,140,1932
南昌,东莞,123,1721
南昌,包头,29,251
南昌,襄阳,39,487
南昌,湖州,27,364
南昌,喀什,11,53
鹰潭,呼和浩特,18,141
鹰潭,侯马,11,95
鹰潭,济宁,8,65
鹰潭,福州,23,200
鹰潭,深圳,24,219
鹰潭,东莞,18,152
鹰潭,南宁,25,224
鹰潭,大理州,8,72
鹰潭,杭州,23,205
鹰潭,常州,9,64
鹰潭,乌鲁木齐,12,109
福州,无锡,34,445
福州,昆明,63,865
福州,洛阳,35,361
福州,兰州,38,566
福州,锦州,19,204
福州,大理州,16,194
厦门,济南,47,1353
厦门,青岛,21,674
厦门,贵阳,31,917
泉州,长春,30,951
泉州,赣州,20,544
泉州,包头,9,250
泉州,潍坊,16,460
厦门,无锡,19,597
厦门,合肥,34,1024
厦门,洛阳,12,363
重庆,盐城,10,390
重庆,潍坊,12,458
长沙,临沂,54,826
长沙,宁波,107,1591
长沙,台州,60,898
长沙,荆州,30,428
常德,沈阳,10,156
常德,徐州,8,128
常德,扬州,4,61
常德,长沙,58,1155
常德,广州,39,759
衡阳,沈阳,30,861
衡阳,哈尔滨,35,1042
衡阳,上海,38,1176
衡阳,南京,18,513
武汉,苏州,125,2683
武汉,银川,68,1351
武汉,淮安,16,337
武汉,盐城,35,735
武汉,赣州,57,1114
荆州,天津,19,166
荆州,长沙,35,341
荆州,海口,19,184
荆州,呼和浩特,17,156
荆州,盐城,6,51
荆州,南充,10,92
荆州,兰州,14,146
襄阳,石家庄,20,405
襄阳,唐山,8,141
襄阳,合肥,16,282
襄阳,潍坊,8,127
襄阳,重庆,20,410
襄阳,武汉,33,623
襄阳,信阳,13,222
襄阳,深圳,27,582
襄阳,昆明,15,255
郑州,潍坊,92,1579
郑州,临沂,88,1469
郑州,台州,56,994
洛阳,南通,26,291
洛阳,蚌埠,42,457
洛阳,烟台,32,292
洛阳,荆州,10,110
洛阳,宝鸡,17,156
漯河,长春,42,1132
漯河,南昌,40,1035
漯河,长沙,48,1260
漯河,苏州,28,713
漯河,深圳,36,802
漯河,银川,16,378
漯河,东莞,26,622
漯河,乌鲁木齐,14,363
漯河,湛江,15,308
信阳,衡阳,17,226
信阳,海口,14,187
信阳,乌鲁木齐,14,173
广州,南京,114,1150
广州,宁波,87,899
广州,赣州,66,647
广州,长沙,337,3568
广州,襄阳,49,452
汕头,连云港,7,47
汕头,扬州,6,39
汕头,安庆,12,89
广州,荆州,24,245
湛江,合肥,11,244
湛江,东莞,21,550
湛江,海口,11,273
湛江,赣州,5,127
中山,杭州,48,670
中山,太原,42,517
中山,长春,42,499
中山,扬州,10,122
中山,潍坊,16,191
中山,临沂,14,184
中山,洛阳,21,237
贵阳,石家庄,11,245
贵阳,长春,8,189
贵阳,济南,14,363
贵阳,温州,12,243
贵阳,信阳,6,134
贵阳,南充,9,175
海口,石家庄,5,55
海口,沈阳,8,112
海口,合肥,4,48
海口,温州,4,33
海口,深圳,8,113
海口,中山,5,56
海口,成都,9,140
成都,阿克苏,9,325
成都,北京,128,3740
成都,长春,61,1311
成都,东莞,44,1129
成都,保定,18,465
成都,金华,26,609
成都,洛阳,25,558
成都,湛江,21,459
昆明,南京,20,378
昆明,保定,7,123
昆明,济宁,6,107
昆明,赣州,7,131
昆明,衡阳,12,261
昆明,信阳,11,211
西安,上海,141,6225
西安,武汉,115,4593
西安,柳州,36,1244
西安,无锡,30,1212
西安,郑州,68,2566
太原,呼和浩特,17,694
济南,安庆,40,455
济南,大理州,27,268
呼和浩特,沈阳,19,523
呼和浩特,苏州,6,132
呼和浩特,天津,14,366
呼和浩特,南京,5,125
锦州,呼和浩特,6,174
太原,天津,21,1032
太原,武汉,17,914
太原,兰州,10,429
天津,湖州,5,131
沈阳,鹰潭,8,56
长春,盐城,4,80
长春,常德,4,70
南京,喀什,5,50
合肥,西宁,13,127
蚌埠,西宁,6,50
芜湖,临沂,17,221
芜湖,鹰潭,11,122
济南,常德,37,432
青岛,包头,11,151
南昌,淮安,15,209
南昌,扬州,25,335
鹰潭,赣州,7,63
福州,西宁,6,105
厦门,大连,8,260
厦门,扬州,9,271
厦门,安庆,13,389
厦门,赣州,13,410
衡阳,济宁,8,222
常德,深圳,20,383
漯河,扬州,7,141
信阳,唐山,14,215
信阳,安庆,10,133
信阳,台州,10,148
南宁,南京,13,901
南宁,泉州,10,816
南宁,武汉,29,2090
南宁,漯河,11,632
南宁,海口,18,1368
南宁,西安,19,1449
柳州,沈阳,3,125
柳州,哈尔滨,3,132
柳州,武汉,5,233
柳州,东莞,7,344
柳州,湛江,4,133
贵阳,汕头,7,150
成都,包头,24,557
南充,北京,20,378
南充,长春,9,159
南充,哈尔滨,12,227
南充,海口,7,121
南充,成都,32,1469
南充,泉州,6,82
南充,柳州,9,116
大理州,太原,5,158
大理州,侯马,3,63
大理州,无锡,3,62
大理州,徐州,3,59
大理州,济南,5,170
大理州,宁波,3,80
大理州,重庆,5,235
大理州,长沙,6,217
西安,济宁,11,440
西安,洛阳,21,757
义乌,杭州,741,6093
义乌,宁波,466,3813
深圳,中山,175,551
包头,西安,5,87
太原,厦门,4,223
太原,洛阳,5,224
大连,石家庄,9,101
大连,沈阳,53,564
大连,青岛,11,122
大连,杭州,8,81
大连,汕头,5,39
上海,石家庄,83,1272
上海,南京,131,2023
上海,厦门,96,1491
上海,长沙,124,1874
上海,衡阳,33,484
上海,襄阳,27,409
上海,郑州,154,2367
上海,湛江,30,445
上海,柳州,36,535
上海,贵阳,91,1349
芜湖,阿克苏,6,88
烟台,沈阳,26,588
烟台,徐州,7,160
烟台,合肥,9,216
烟台,宁波,9,205
烟台,郑州,17,381
烟台,漯河,8,143
烟台,广州,26,664
义乌,济南,1174,9678
义乌,南昌,643,5299
义乌,福州,573,4731
义乌,柳州,176,1447
义乌,南充,174,1421
赣州,侯马,7,394
赣州,漯河,6,315
常德,锦州,4,54
常德,湛江,5,75
衡阳,锦州,5,154
荆州,侯马,9,79
荆州,蚌埠,8,80
漯河,阿克苏,4,87
深圳,石家庄,96,301
深圳,金华,65,206
深圳,南宁,179,578
东莞,哈尔滨,158,838
东莞,长春,107,574
东莞,济南,193,1033
东莞,金华,48,254
东莞,武汉,201,1069
南充,湛江,4,59
兰州,汕头,6,127
呼和浩特,大连,3,97
呼和浩特,蚌埠,3,85
包头,保定,1,10
包头,徐州,1,6
包头,南通,1,3
包头,天津,2,28
包头,福州,1,7
包头,长沙,2,10
包头,常德,1,2
包头,信阳,1,5
包头,兰州,1,13
包头,阿克苏,1,1
包头,拉萨,1,1
太原,苏州,5,312
太原,宁波,4,222
太原,温州,3,193
太原,南昌,6,362
太原,长沙,8,514
太原,深圳,7,499
太原,银川,6,269
侯马,太原,7,612
侯马,淮安,1,19
侯马,嘉兴,1,66
侯马,金华,1,85
侯马,鹰潭,1,34
侯马,武汉,4,395
侯马,漯河,2,132
侯马,信阳,2,145
侯马,东莞,2,166
侯马,湛江,1,63
侯马,南宁,2,132
侯马,内江,1,13
侯马,西宁,1,10
唐山,湖州,2,19
唐山,大理州,2,15
北京,淮安,4,89
北京,阿克苏,3,75
大连,潍坊,4,44
大连,义乌,2,16
大连,海口,3,31
大连,南充,2,15
大连,兰州,4,39
大连,银川,3,33
锦州,南京,2,39
锦州,徐州,1,30
锦州,连云港,1,10
锦州,临沂,1,30
锦州,台州,1,16
锦州,大理州,1,6
锦州,银川,2,37
锦州,阿克苏,1,4
长春,拉萨,2,55
哈尔滨,鹰潭,3,66
哈尔滨,阿克苏,1,37
哈尔滨,喀什,1,9
上海,盐城,31,484
上海,烟台,40,611
上海,临沂,33,506
上海,宝鸡,8,119
上海,喀什,5,71
连云港,西宁,3,19
盐城,荆州,5,29
扬州,东莞,34,399
芜湖,西宁,4,51
芜湖,拉萨,5,65
安庆,拉萨,3,30
潍坊,内江,2,22
潍坊,西宁,2,35
烟台,连云港,2,42
烟台,南通,4,90
烟台,临沂,6,138
烟台,台州,4,95
烟台,长沙,12,300
烟台,南充,4,86
青岛,宝鸡,3,46
济宁,淮安,3,53
济宁,义乌,3,55
临沂,淮安,3,37
湖州,淮安,22,60
湖州,喀什,7,17
义乌,无锡,280,2312
义乌,济宁,220,1815
义乌,海口,160,1318
义乌,银川,126,1035
义乌,拉萨,9,70
鹰潭,荆州,3,24
鹰潭,拉萨,2,20
赣州,哈尔滨,10,844
赣州,南京,5,357
赣州,烟台,2,167
赣州,湖州,2,89
赣州,台州,3,181
赣州,温州,4,300
赣州,重庆,7,548
赣州,衡阳,3,251
赣州,海口,5,350
赣州,南充,3,232
赣州,西安,10,821
赣州,银川,3,178
赣州,西宁,1,50
赣州,拉萨,1,36
厦门,宝鸡,3,83
泉州,宝鸡,4,141
