start_trans_hub,end_trans_hub,zb_num,big_num
汕头,北京,50,443
汕头,金华,18,125
汕头,武汉,57,550
汕头,郑州,57,404
汕头,信阳,30,199
贵阳,广州,38,1032
成都,合肥,45,1067
昆明,成都,79,1668
石家庄,苏州,121,1468
石家庄,济宁,61,728
石家庄,南通,47,549
石家庄,台州,43,498
石家庄,连云港,28,327
天津,唐山,25,684
天津,大连,18,635
天津,合肥,22,685
天津,蚌埠,14,442
天津,宁波,14,444
天津,温州,12,363
天津,漯河,21,666
天津,东莞,16,479
天津,湛江,8,230
天津,成都,43,1557
唐山,上海,11,148
唐山,济南,17,220
唐山,杭州,8,98
唐山,厦门,5,54
唐山,长沙,9,99
唐山,中山,4,49
北京,上海,66,1568
北京,天津,71,1679
北京,长沙,56,1217
北京,郑州,65,1463
廊坊,上海,33,332
廊坊,烟台,12,112
廊坊,长沙,44,396
廊坊,常德,8,80
廊坊,衡阳,12,111
保定,南通,17,137
保定,温州,26,197
保定,衡阳,26,206
保定,扬州,10,69
保定,荆州,7,58
北京,深圳,32,740
北京,唐山,17,375
沈阳,济宁,31,250
沈阳,湖州,14,104
沈阳,襄阳,13,90
沈阳,海口,35,283
长春,唐山,13,360
长春,大连,24,685
长春,南宁,14,302
哈尔滨,侯马,15,426
哈尔滨,石家庄,36,998
哈尔滨,保定,15,454
哈尔滨,南京,19,524
哈尔滨,东莞,14,400
哈尔滨,海口,14,406
哈尔滨,昆明,18,583
哈尔滨,银川,10,278
南京,大连,47,573
南京,上海,468,6291
南京,临沂,44,528
南京,台州,60,723
扬州,盐城,22,221
扬州,潍坊,16,172
淮安,青岛,19,165
常州,台州,52,528
常州,昆明,114,1166
无锡,大理州,12,87
苏州,东莞,74,621
苏州,保定,39,316
苏州,临沂,39,307
徐州,嘉兴,56,1019
徐州,衡阳,77,1416
连云港,济宁,23,168
连云港,温州,25,179
连云港,鹰潭,8,52
淮安,银川,12,108
淮安,蚌埠,16,165
盐城,太原,35,195
盐城,深圳,50,299
盐城,南充,19,97
盐城,大理州,10,46
常州,拉萨,10,93
南通,包头,11,251
南通,上海,228,5467
南通,济宁,19,400
南通,义乌,12,281
南通,荆州,8,168
合肥,烟台,69,748
合肥,衡阳,90,984
合肥,深圳,211,2316
安庆,廊坊,22,230
安庆,常德,31,319
蚌埠,唐山,45,469
蚌埠,保定,50,528
蚌埠,上海,236,2676
蚌埠,苏州,107,1143
蚌埠,临沂,50,530
蚌埠,台州,39,386
蚌埠,泉州,61,652
蚌埠,东莞,102,1096
蚌埠,盐城,32,327
蚌埠,义乌,17,160
芜湖,长春,51,568
芜湖,天津,63,752
芜湖,漯河,32,361
芜湖,大连,22,265
芜湖,南充,27,314
安庆,深圳,113,1237
济南,侯马,117,1220
济南,合肥,137,1517
济南,兰州,204,2274
济南,泉州,59,690
潍坊,杭州,24,355
潍坊,东莞,14,198
潍坊,银川,12,165
潍坊,无锡,11,155
潍坊,合肥,17,243
潍坊,金华,9,134
青岛,长春,32,474
青岛,福州,27,360
青岛,深圳,28,398
青岛,蚌埠,14,196
青岛,泉州,12,148
青岛,洛阳,14,192
青岛,海口,11,135
济宁,石家庄,28,589
济宁,苏州,18,369
济宁,中山,16,300
临沂,金华,11,126
临沂,成都,50,600
临沂,大连,11,134
杭州,无锡,236,555
杭州,连云港,98,224
杭州,淮安,67,151
杭州,南通,171,404
杭州,潍坊,170,399
杭州,济宁,158,373
杭州,义乌,135,308
杭州,赣州,116,267
杭州,重庆,341,825
杭州,拉萨,39,92
湖州,扬州,25,65
湖州,临沂,57,154
湖州,义乌,30,77
湖州,重庆,144,398
嘉兴,唐山,32,96
嘉兴,保定,38,118
嘉兴,连云港,30,90
嘉兴,泉州,54,175
宁波,临沂,62,514
宁波,常德,51,419
宁波,深圳,163,1401
宁波,义乌,40,329
宁波,喀什,4,27
台州,潍坊,100,366
台州,重庆,196,734
金华,赣州,128,965
金华,重庆,352,2757
金华,常德,116,884
金华,西宁,41,293
金华,拉萨,33,223
温州,苏州,194,849
温州,重庆,144,622
温州,大连,44,179
温州,盐城,56,232
温州,临沂,61,259
温州,拉萨,15,55
南昌,厦门,107,1359
南昌,南充,73,796
南昌,大连,40,397
南昌,连云港,26,308
南昌,常德,44,541
鹰潭,锦州,9,62
鹰潭,长春,20,187
鹰潭,天津,24,219
鹰潭,泉州,11,99
鹰潭,武汉,30,290
鹰潭,唐山,7,61
鹰潭,潍坊,7,66
鹰潭,汕头,12,107
福州,苏州,66,875
福州,宁波,54,745
福州,太原,73,776
福州,衡阳,43,532
福州,成都,133,1782
福州,蚌埠,37,453
福州,烟台,26,292
福州,临沂,25,262
福州,南通,25,335
福州,湖州,16,204
厦门,太原,25,783
厦门,北京,54,1878
厦门,南宁,38,1188
泉州,南通,16,434
泉州,廊坊,8,220
泉州,连云港,8,248
泉州,义乌,7,210
泉州,西宁,8,242
厦门,蚌埠,21,598
厦门,台州,18,513
厦门,柳州,17,447
厦门,南充,16,480
厦门,嘉兴,18,519
重庆,上海,73,2949
重庆,南通,13,469
重庆,拉萨,4,120
长沙,无锡,64,959
长沙,芜湖,48,686
长沙,济宁,46,714
长沙,喀什,8,79
长沙,义乌,33,457
常德,无锡,8,126
衡阳,太原,24,637
衡阳,保定,9,239
衡阳,柳州,21,499
衡阳,大理州,12,329
武汉,大连,48,1044
武汉,连云港,23,474
武汉,荆州,50,875
荆州,南京,19,169
荆州,宁波,16,150
荆州,厦门,17,146
荆州,汕头,20,154
荆州,贵阳,22,208
荆州,昆明,21,182
荆州,信阳,13,107
荆州,衡阳,12,106
荆州,漯河,12,94
襄阳,太原,23,509
襄阳,保定,8,128
襄阳,大连,8,147
襄阳,盐城,6,110
襄阳,蚌埠,8,156
襄阳,芜湖,8,137
襄阳,湖州,5,103
襄阳,长沙,25,474
郑州,苏州,149,2793
郑州,唐山,72,1282
郑州,保定,92,1611
郑州,无锡,78,1377
郑州,包头,38,706
郑州,义乌,26,448
洛阳,保定,47,474
洛阳,大连,32,322
洛阳,温州,39,445
洛阳,赣州,22,248
洛阳,重庆,82,974
洛阳,东莞,65,777
洛阳,海口,23,146
洛阳,大理州,18,99
洛阳,扬州,16,161
漯河,北京,68,1873
漯河,南充,18,421
漯河,太原,37,1007
漯河,侯马,22,554
漯河,衡阳,16,424
信阳,呼和浩特,34,441
信阳,沈阳,62,852
信阳,徐州,24,305
信阳,兰州,29,381
信阳,杭州,36,513
信阳,福州,35,420
信阳,厦门,23,280
信阳,重庆,33,485
信阳,漯河,31,377
信阳,汕头,22,285
信阳,南充,19,231
郑州,扬州,32,599
郑州,内江,16,281
郑州,大理州,32,525
广州,侯马,74,683
广州,唐山,44,415
广州,长春,155,1495
广州,苏州,124,1235
广州,青岛,114,1163
广州,衡阳,98,1027
广州,海口,159,1597
广州,大理州,51,478
广州,东莞,237,2722
广州,济宁,42,402
广州,台州,49,469
广州,芜湖,40,377
汕头,保定,23,157
汕头,长春,33,251
汕头,蚌埠,18,128
汕头,鹰潭,10,76
汕头,西宁,8,48
广州,烟台,45,451
湛江,太原,10,246
湛江,北京,19,470
湛江,沈阳,15,371
湛江,上海,21,544
湛江,泉州,9,227
湛江,长沙,24,590
湛江,保定,5,104
湛江,潍坊,4,97
湛江,嘉兴,5,127
中山,苏州,40,541
中山,包头,8,88
中山,侯马,27,282
中山,廊坊,11,118
贵阳,金华,9,191
贵阳,福州,13,305
贵阳,成都,31,791
海口,上海,8,114
海口,苏州,4,51
海口,济南,5,73
海口,南昌,6,79
海口,福州,5,66
海口,昆明,5,77
成都,银川,40,902
成都,西宁,8,199
成都,太原,51,1164
成都,南京,47,1159
成都,海口,56,1443
成都,大连,21,439
成都,锦州,25,598
成都,安庆,14,342
成都,临沂,17,408
成都,漯河,32,682
昆明,北京,60,1221
昆明,沈阳,37,721
昆明,长春,23,466
昆明,苏州,21,422
昆明,济南,30,598
昆明,青岛,19,376
昆明,深圳,37,819
昆明,漯河,12,186
西安,南充,39,1329
西安,包头,12,430
西安,长春,37,1707
西安,海口,31,1685
呼和浩特,银川,10,272
呼和浩特,呼和浩特,56,1577
厦门,芜湖,12,378
柳州,广州,28,1344
呼和浩特,石家庄,13,331
呼和浩特,北京,25,743
呼和浩特,锦州,8,216
呼和浩特,长春,12,328
呼和浩特,南昌,6,149
呼和浩特,合肥,5,141
天津,芜湖,7,238
天津,内江,3,59
沈阳,内江,4,27
长春,乌鲁木齐,10,319
长春,台州,5,124
长春,金华,6,153
哈尔滨,包头,6,200
芜湖,连云港,9,106
芜湖,台州,16,200
芜湖,襄阳,16,199
济南,鹰潭,20,236
青岛,大连,13,192
青岛,赣州,6,83
青岛,常德,8,102
青岛,衡阳,11,137
福州,包头,10,143
厦门,廊坊,6,161
厦门,常德,10,321
衡阳,大连,7,211
常德,常德,8,194
常德,中山,12,204
漯河,连云港,7,185
信阳,鹰潭,7,72
广州,盐城,29,286
广州,湖州,25,256
中山,大理州,14,159
汕头,淮安,4,27
中山,淮安,6,69
中山,鹰潭,8,107
南宁,北京,32,2635
南宁,汕头,18,1399
南宁,中山,25,1944
柳州,汕头,5,191
柳州,中山,7,325
贵阳,侯马,4,88
贵阳,蚌埠,4,102
贵阳,湛江,4,91
南充,太原,10,150
南充,南京,9,101
南充,济南,14,199
南充,中山,11,148
南充,南充,17,306
大理州,上海,10,440
西安,连云港,8,294
西安,安庆,19,751
义乌,嘉兴,245,2005
兰州,兰州,65,1495
乌鲁木齐,喀什,6,235
廊坊,阿克苏,8,68
大连,长春,26,292
上海,天津,103,1601
上海,北京,232,3605
上海,成都,203,3064
上海,南充,35,508
上海,昆明,92,1390
烟台,锦州,4,88
烟台,武汉,18,469
烟台,中山,8,174
义乌,太原,444,3653
义乌,侯马,255,2096
义乌,常州,301,2485
义乌,芜湖,184,1511
义乌,安庆,166,1369
义乌,郑州,1040,8579
义乌,洛阳,315,2600
义乌,成都,683,5615
义乌,西安,636,5239
赣州,杭州,8,534
赣州,厦门,5,361
赣州,中山,8,495
赣州,湛江,4,225
常德,石家庄,8,131
常德,合肥,7,119
衡阳,鹰潭,6,146
荆州,襄阳,5,48
荆州,湛江,9,91
深圳,沈阳,134,423
深圳,襄阳,33,102
深圳,信阳,62,196
深圳,阿克苏,30,93
东莞,北京,198,1070
东莞,青岛,93,497
东莞,杭州,105,568
东莞,福州,151,803
湛江,锦州,3,69
海口,海口,8,140
南充,侯马,5,76
昆明,芜湖,8,123
兰州,西宁,25,432
兰州,乌鲁木齐,24,530
呼和浩特,芜湖,2,45
呼和浩特,嘉兴,2,67
呼和浩特,金华,3,69
包头,廊坊,1,5
包头,无锡,1,6
包头,扬州,1,2
包头,台州,1,5
包头,温州,1,7
包头,武汉,1,17
包头,襄阳,1,2
包头,漯河,1,5
包头,广州,2,36
包头,湛江,1,2
包头,柳州,1,3
包头,海口,1,4
太原,唐山,5,256
太原,大连,3,166
太原,安庆,2,121
太原,济宁,5,229
太原,金华,3,149
太原,荆州,2,68
太原,海口,4,198
太原,内江,1,27
太原,昆明,5,273
太原,阿克苏,2,55
太原,拉萨,1,26
侯马,呼和浩特,2,168
侯马,石家庄,3,288
侯马,常州,1,84
侯马,济南,4,370
侯马,义乌,1,35
侯马,温州,1,100
侯马,南昌,2,188
侯马,赣州,1,52
侯马,襄阳,1,57
侯马,汕头,2,131
唐山,扬州,2,16
唐山,义乌,2,18
唐山,衡阳,2,26
唐山,荆州,1,10
唐山,乌鲁木齐,4,49
唐山,喀什,1,2
廊坊,义乌,3,26
廊坊,喀什,2,17
北京,廊坊,11,252
北京,连云港,6,141
大连,太原,8,90
大连,北京,22,266
大连,徐州,3,37
大连,盐城,2,17
大连,济宁,3,32
大连,赣州,2,15
大连,柳州,3,27
大连,大理州,1,12
大连,西安,8,94
锦州,蚌埠,1,18
锦州,南昌,2,36
锦州,赣州,1,8
锦州,衡阳,1,14
锦州,洛阳,1,30
长春,荆州,2,31
长春,宝鸡,2,42
哈尔滨,义乌,5,152
哈尔滨,内江,2,34
上海,廊坊,17,264
上海,淮安,13,196
上海,温州,68,1059
上海,重庆,107,1670
上海,常德,20,298
上海,荆州,13,199
徐州,喀什,2,35
淮安,廊坊,3,35
淮安,西宁,3,35
蚌埠,喀什,2,12
芜湖,内江,4,57
潍坊,连云港,4,63
潍坊,义乌,3,46
烟台,保定,4,104
烟台,大连,6,151
烟台,上海,27,712
烟台,南昌,9,231
烟台,成都,15,377
烟台,内江,1,15
烟台,乌鲁木齐,3,59
青岛,淮安,3,51
济宁,南通,6,130
济宁,内江,2,35
临沂,湖州,5,59
临沂,柳州,3,39
临沂,昆明,9,109
湖州,内江,13,36
义乌,大连,144,1190
义乌,苏州,573,4741
义乌,淮安,88,726
义乌,南通,211,1745
义乌,临沂,248,2051
义乌,泉州,289,2392
义乌,内江,32,259
鹰潭,扬州,3,25
鹰潭,南通,4,42
赣州,上海,10,775
赣州,芜湖,2,139
赣州,义乌,2,92
赣州,常德,2,137
赣州,大理州,2,157
常德,海口,10,185
常德,乌鲁木齐,3,41
衡阳,廊坊,4,124
衡阳,烟台,6,188
衡阳,喀什,1,17
武汉,内江,12,288
荆州,义乌,4,34
荆州,赣州,6,64
襄阳,西宁,1,19
漯河,拉萨,3,81
洛阳,拉萨,4,24
深圳,唐山,27,85
深圳,上海,209,679
深圳,盐城,39,124
深圳,芜湖,29,92
深圳,嘉兴,44,142
深圳,台州,54,174
深圳,鹰潭,20,64
东莞,唐山,34,181
东莞,泉州,79,428
湛江,廊坊,2,54
湛江,淮安,2,38
湛江,扬州,2,55
中山,喀什,2,30
南宁,盐城,4,273
南宁,潍坊,4,332
南宁,临沂,4,275
南宁,内江,2,141
南宁,西宁,1,75
柳州,侯马,1,39
柳州,徐州,2,57
柳州,南通,1,37
柳州,芜湖,1,36
柳州,安庆,1,36
柳州,鹰潭,1,21
柳州,信阳,2,75
海口,蚌埠,2,25
海口,济宁,1,14
海口,湖州,1,12
海口,泉州,3,33
海口,信阳,2,33
海口,南充,2,30
海口,内江,1,6
海口,宝鸡,1,6
海口,西宁,1,5
成都,鹰潭,8,214
南充,湖州,3,32
南充,宝鸡,2,33
内江,南京,2,77
内江,合肥,2,87
内江,临沂,1,30
内江,义乌,1,18
内江,长沙,4,157
内江,常德,1,36
内江,昆明,3,130
内江,大理州,1,28
内江,宝鸡,1,9
内江,银川,1,32
内江,阿克苏,1,3
昆明,唐山,5,112
昆明,连云港,3,55
大理州,淮安,1,11
大理州,芜湖,1,30
大理州,湖州,1,24
大理州,温州,2,57
大理州,鹰潭,1,16
大理州,兰州,2,58
大理州,乌鲁木齐,2,42
大理州,喀什,1,2
宝鸡,唐山,1,68
宝鸡,廊坊,1,61
宝鸡,长春,2,240
宝鸡,济宁,1,71
宝鸡,常德,1,59
宝鸡,漯河,1,140
宝鸡,广州,7,1394
宝鸡,湛江,1,160
宝鸡,昆明,2,235
宝鸡,乌鲁木齐,1,97
宝鸡,喀什,1,3
兰州,唐山,1,32
兰州,长春,4,114
兰州,常州,3,81
兰州,苏州,5,158
兰州,杭州,7,224
兰州,嘉兴,2,52
兰州,福州,6,162
兰州,荆州,1,15
兰州,洛阳,2,51
兰州,海口,3,71
兰州,昆明,5,153
银川,侯马,3,28
银川,蚌埠,2,21
银川,青岛,3,41
银川,临沂,1,13
银川,杭州,5,79
银川,宁波,3,31
银川,衡阳,2,21
银川,南宁,4,39
银川,南充,2,22
银川,昆明,4,46
银川,兰州,9,192
银川,乌鲁木齐,6,147
西宁,太原,2,52
西宁,盐城,1,7
西宁,济宁,1,15
西宁,汕头,1,10
西宁,深圳,2,42
乌鲁木齐,包头,1,17
乌鲁木齐,盐城,1,22
乌鲁木齐,青岛,3,132
乌鲁木齐,嘉兴,2,73
乌鲁木齐,重庆,5,277
乌鲁木齐,信阳,2,129
乌鲁木齐,广州,10,585
乌鲁木齐,贵阳,2,110
乌鲁木齐,海口,1,50
乌鲁木齐,大理州,1,26
阿克苏,保定,1,5
阿克苏,无锡,1,10
阿克苏,苏州,1,20
阿克苏,淮安,1,2
阿克苏,嘉兴,1,9
阿克苏,赣州,1,6
阿克苏,昆明,1,20
阿克苏,西安,1,90
阿克苏,银川,1,11
喀什,包头,1,1
喀什,唐山,1,1
喀什,长春,1,10
喀什,苏州,1,5
喀什,蚌埠,1,5
喀什,济南,1,14
喀什,湖州,1,1
喀什,金华,1,2
喀什,信阳,1,6
喀什,西安,1,33
喀什,拉萨,1,2
拉萨,保定,1,3
拉萨,长春,1,11
拉萨,扬州,1,2
拉萨,芜湖,1,2
拉萨,台州,1,3
拉萨,义乌,1,2
拉萨,赣州,1,1
拉萨,泉州,1,4
拉萨,东莞,1,7
拉萨,中山,1,6
拉萨,兰州,1,37
保定,北京,223,1986
无锡,苏州,220,1737
常州,徐州,167,1617
苏州,淮安,38,242
徐州,连云港,52,838
南通,徐州,79,1734
杭州,湖州,201,438
湖州,杭州,160,418
嘉兴,杭州,319,989
嘉兴,台州,82,237
宁波,嘉兴,98,742
宁波,宁波,32,225
宁波,台州,99,778
金华,温州,420,3000
汕头,汕头,45,367
成都,南充,165,4567
石家庄,沈阳,297,3517
石家庄,徐州,103,1178
石家庄,成都,300,3555
石家庄,宁波,81,978
天津,郑州,47,1708
廊坊,广州,73,639
廊坊,常州,12,103
廊坊,洛阳,15,138
廊坊,信阳,21,170
廊坊,贵阳,47,404
保定,乌鲁木齐,99,832
保定,呼和浩特,34,268
沈阳,呼和浩特,106,863
长春,哈尔滨,103,2929
长春,济南,39,1015
哈尔滨,沈阳,99,3228
南京,福州,150,1805
南京,武汉,244,3002
南京,漯河,78,824
南京,湛江,44,476
南京,海口,91,1147
扬州,徐州,53,518
无锡,信阳,43,319
无锡,沈阳,166,1253
无锡,安庆,32,229
常州,汕头,101,981
常州,中山,108,1052
苏州,沈阳,167,1251
苏州,福州,122,974
苏州,长沙,167,1346
苏州,襄阳,34,253
苏州,洛阳,50,370
苏州,中山,79,608
苏州,贵阳,142,1080
徐州,青岛,140,2619
徐州,南昌,177,3331
徐州,长沙,256,4757
徐州,南充,89,1394
连云港,石家庄,70,489
连云港,天津,74,524
连云港,宁波,31,226
连云港,厦门,34,228
连云港,信阳,38,251
淮安,兰州,23,229
淮安,福州,23,233
淮安,武汉,41,428
徐州,大理州,38,632
盐城,广州,148,841
盐城,福州,46,248
扬州,太原,35,353
扬州,南昌,46,493
常州,侯马,79,761
常州,武汉,253,2567
常州,贵阳,157,1503
常州,呼和浩特,77,713
常州,洛阳,93,936
南通,天津,52,1162
南通,中山,52,1141
南通,昆明,49,1073
合肥,厦门,147,1562
合肥,漯河,132,1374
合肥,信阳,151,1559
合肥,柳州,91,904
安庆,沈阳,168,1707
安庆,石家庄,121,1179
安庆,杭州,126,1376
安庆,郑州,160,1593
安庆,广州,322,3514
安庆,湛江,56,548
安庆,贵阳,179,1646
安庆,西安,196,1938
蚌埠,合肥,135,1373
蚌埠,成都,234,2503
蚌埠,宁波,74,764
芜湖,芜湖,22,231
济南,信阳,122,1253
济南,广州,366,4472
济南,成都,307,3709
济南,呼和浩特,223,2287
潍坊,济南,70,1054
潍坊,漯河,16,201
临沂,北京,72,910
济宁,西安,48,1012
杭州,北京,651,1533
杭州,济南,813,1869
杭州,郑州,723,1672
杭州,汕头,233,544
杭州,湛江,157,364
杭州,海口,210,509
杭州,成都,700,1616
杭州,南充,161,353
杭州,西宁,50,117
湖州,南京,90,241
湖州,南宁,252,690
嘉兴,北京,121,383
嘉兴,合肥,106,323
嘉兴,福州,127,379
嘉兴,襄阳,37,105
嘉兴,锦州,26,75
嘉兴,银川,44,126
宁波,哈尔滨,181,1458
宁波,合肥,137,1136
宁波,芜湖,52,387
宁波,厦门,128,1016
宁波,贵阳,191,1547
宁波,乌鲁木齐,66,550
台州,太原,195,685
台州,安庆,82,287
台州,青岛,220,803
台州,衡阳,115,417
台州,襄阳,70,235
台州,郑州,379,1374
台州,广州,771,2834
台州,湛江,112,403
台州,柳州,95,326
台州,贵阳,336,1195
台州,乌鲁木齐,86,313
金华,安庆,152,1130
金华,贵阳,463,3409
温州,石家庄,187,774
温州,沈阳,216,831
温州,厦门,176,744
温州,昆明,179,716
南昌,湛江,65,721
南昌,乌鲁木齐,125,843
南昌,哈尔滨,169,1575
福州,厦门,112,1595
福州,杭州,90,1338
福州,信阳,46,466
泉州,中山,91,2833
泉州,合肥,37,1155
泉州,郑州,56,1749
泉州,贵阳,61,1754
泉州,昆明,39,1259
厦门,广州,173,5749
重庆,宁波,25,961
重庆,洛阳,18,596
重庆,南充,40,1364
长沙,南京,122,1750
长沙,南宁,244,4435
常德,南京,14,227
常德,常州,9,124
衡阳,汕头,28,662
武汉,哈尔滨,172,3407
武汉,福州,175,3789
武汉,南充,79,1601
荆州,广州,83,814
荆州,杭州,29,263
武汉,兰州,110,2115
襄阳,南京,20,377
襄阳,杭州,26,546
武汉,太原,140,3152
郑州,贵阳,242,4216
洛阳,杭州,77,894
洛阳,南昌,82,925
漯河,西安,65,1671
郑州,徐州,131,2176
郑州,湛江,86,1398
广州,中山,316,3510
汕头,洛阳,21,123
汕头,南宁,89,777
湛江,石家庄,13,302
湛江,济南,19,473
湛江,厦门,13,286
湛江,信阳,11,219
湛江,郑州,16,381
湛江,南宁,25,645
广州,哈尔滨,170,1805
中山,西安,80,939
成都,天津,60,1358
石家庄,临沂,68,801
石家庄,盐城,41,459
石家庄,西宁,12,134
天津,上海,45,1712
天津,潍坊,19,730
天津,烟台,18,734
天津,南昌,20,691
天津,汕头,13,382
天津,柳州,10,286
天津,南充,10,324
天津,昆明,19,677
唐山,大连,5,55
唐山,青岛,8,103
唐山,福州,6,76
唐山,泉州,4,37
唐山,汕头,4,43
唐山,东莞,5,56
唐山,南宁,5,48
唐山,西安,16,213
唐山,银川,5,52
北京,哈尔滨,74,1629
北京,南京,35,728
北京,台州,13,239
北京,广州,70,1606
廊坊,保定,21,206
廊坊,苏州,19,183
廊坊,盐城,8,61
廊坊,扬州,5,46
廊坊,温州,9,87
保定,大连,22,176
保定,嘉兴,16,124
北京,兰州,31,660
沈阳,上海,125,972
沈阳,包头,31,250
沈阳,廊坊,37,290
沈阳,常州,39,283
沈阳,扬州,19,123
沈阳,厦门,32,242
沈阳,宝鸡,8,56
长春,呼和浩特,26,644
长春,徐州,12,277
长春,烟台,9,245
长春,济宁,9,196
长春,临沂,10,253
长春,杭州,17,426
长春,南昌,11,252
长春,赣州,4,69
长春,厦门,8,193
长春,长沙,18,397
长春,深圳,18,431
长春,湛江,6,92
长春,柳州,6,111
长春,海口,10,233
长春,银川,12,267
哈尔滨,蚌埠,10,253
哈尔滨,济南,50,1566
哈尔滨,西安,30,986
南京,乌鲁木齐,88,1058
扬州,嘉兴,21,223
扬州,宁波,39,434
扬州,深圳,43,489
南京,义乌,27,316
淮安,南宁,22,208
常州,嘉兴,60,593
常州,深圳,142,1484
无锡,上海,258,2107
无锡,湖州,21,160
无锡,东莞,52,416
无锡,义乌,15,115
无锡,鹰潭,11,78
无锡,宝鸡,9,67
无锡,西宁,7,50
苏州,上海,507,4395
苏州,宝鸡,14,102
徐州,上海,303,6079
徐州,泉州,81,1557
连云港,重庆,44,333
淮安,连云港,18,175
淮安,盐城,26,268
淮安,湛江,10,87
淮安,锦州,7,53
淮安,安庆,12,119
淮安,赣州,8,74
盐城,保定,19,96
盐城,淮安,17,84
盐城,扬州,27,144
盐城,临沂,22,120
盐城,赣州,13,63
盐城,衡阳,19,97
扬州,西宁,6,67
常州,鹰潭,28,277
南通,赣州,16,344
南通,泉州,30,674
南通,衡阳,26,566
南通,深圳,77,1811
合肥,包头,41,443
合肥,鹰潭,37,382
合肥,赣州,62,661
合肥,泉州,101,1120
合肥,重庆,204,2249
合肥,荆州,30,303
合肥,兰州,138,1480
安庆,包头,16,159
安庆,无锡,56,582
安庆,连云港,26,263
安庆,盐城,36,408
安庆,南通,40,441
安庆,台州,41,446
安庆,义乌,22,197
安庆,重庆,105,1069
安庆,海口,30,298
蚌埠,芜湖,47,451
蚌埠,金华,53,532
蚌埠,鹰潭,26,235
蚌埠,昆明,66,719
蚌埠,宝鸡,20,201
芜湖,福州,55,664
芜湖,武汉,98,1252
芜湖,东莞,49,621
芜湖,中山,45,527
芜湖,昆明,31,390
芜湖,济宁,17,209
芜湖,常德,17,193
安庆,阿克苏,5,45
济南,潍坊,137,1468
济南,厦门,96,1012
济南,深圳,149,1779
济南,贵阳,215,2408
济南,衡阳,55,630
潍坊,沈阳,40,633
潍坊,海口,13,179
潍坊,唐山,9,141
潍坊,大连,12,162
潍坊,徐州,15,212
潍坊,嘉兴,8,109
潍坊,温州,11,160
潍坊,安庆,6,84
潍坊,济宁,11,173
青岛,太原,29,412
青岛,沈阳,51,770
青岛,东莞,20,249
青岛,厦门,16,212
济宁,长春,29,590
济宁,南京,16,323
济宁,重庆,22,442
济宁,贵阳,30,662
临沂,南京,19,225
临沂,南通,9,97
临沂,重庆,27,325
临沂,西安,56,688
济南,芜湖,48,505
临沂,盐城,7,73
临沂,蚌埠,14,146
济宁,海口,6,127
杭州,廊坊,86,193
杭州,保定,147,347
杭州,临沂,162,378
杭州,泉州,197,467
杭州,东莞,317,771
湖州,芜湖,40,105
湖州,安庆,38,100
湖州,南充,80,213
湖州,乌鲁木齐,51,136
嘉兴,苏州,142,465
嘉兴,临沂,50,154
嘉兴,鹰潭,22,65
嘉兴,常德,33,102
嘉兴,内江,9,23
宁波,廊坊,33,255
宁波,扬州,34,268
宁波,阿克苏,16,109
台州,大连,61,221
台州,济宁,88,321
台州,泉州,153,565
金华,无锡,248,1929
金华,南通,190,1475
金华,烟台,150,1168
金华,宝鸡,46,341
温州,连云港,44,175
温州,烟台,61,256
温州,义乌,49,206
温州,赣州,59,242
南昌,海口,96,967
南昌,潍坊,53,572
南昌,济宁,48,510
南昌,临沂,51,546
南昌,大理州,41,421
南昌,廊坊,26,309
南昌,拉萨,20,138
鹰潭,保定,10,79
鹰潭,哈尔滨,24,243
鹰潭,上海,41,397
鹰潭,蚌埠,11,98
鹰潭,洛阳,11,89
鹰潭,成都,37,388
鹰潭,宁波,12,106
福州,南京,59,856
福州,长沙,127,1838
福州,东莞,78,1004
福州,唐山,21,244
福州,芜湖,27,319
厦门,宁波,30,1006
厦门,福州,103,3242
厦门,长沙,52,1733
厦门,西安,40,1343
泉州,蚌埠,22,637
泉州,鹰潭,11,286
泉州,衡阳,23,684
泉州,深圳,110,3792
泉州,芜湖,13,379
泉州,荆州,6,172
厦门,徐州,27,810
厦门,南通,15,416
重庆,温州,23,864
重庆,乌鲁木齐,20,745
重庆,保定,11,415
重庆,无锡,17,646
重庆,连云港,7,230
重庆,义乌,7,221
长沙,上海,257,3898
长沙,连云港,30,445
长沙,安庆,48,734
常德,衡阳,12,215
常德,贵阳,16,296
常德,成都,22,433
衡阳,福州,30,841
衡阳,南宁,39,1098
衡阳,蚌埠,12,314
衡阳,漯河,15,391
衡阳,常州,12,310
衡阳,南充,16,373
武汉,唐山,46,946
武汉,上海,310,7239
武汉,温州,83,1699
武汉,常德,63,1246
武汉,衡阳,97,1955
荆州,石家庄,20,179
荆州,福州,25,209
荆州,重庆,21,203
荆州,徐州,12,109
荆州,南通,7,64
荆州,柳州,10,89
襄阳,长春,25,586
襄阳,哈尔滨,39,894
襄阳,无锡,11,220
襄阳,扬州,6,111
襄阳,嘉兴,10,197
襄阳,台州,7,123
襄阳,温州,11,209
郑州,连云港,34,578
郑州,烟台,70,1220
郑州,嘉兴,64,1106
郑州,常德,61,1063
郑州,海口,60,1094
洛阳,苏州,69,775
洛阳,盐城,25,233
洛阳,安庆,22,239
洛阳,常德,27,280
洛阳,深圳,82,958
漯河,昆明,41,998
漯河,兰州,23,570
漯河,呼和浩特,29,722
