收寄城市,寄达城市,经转次数,路线,路线类型,总距离,流量_集包,流量_大件,总流量,加权距离,加权经转次数
信阳,锦州,2,信阳-武汉-沈阳-锦州,,2245.0,15,176,191,0.08969827933348883,7.99093802525513e-05
广州,上海,0,广州-上海,route_0,1431.0,249,2569,2818,0.8435581429645752,0.0
广州,常州,1,广州-上海-常州,,1608.0,61,605,666,0.22402406485629386,0.0001393184482937151
广州,蚌埠,1,广州-武汉-蚌埠,,1460.0,59,575,634,0.19363172444233398,0.00013262446879611916
广州,常德,1,广州-武汉-常德,,1380.0,64,652,716,0.20669335193701802,0.0001497777912587087
广州,郑州,1,广州-西安-郑州,,2119.0,198,1950,2148,0.9521374190316113,0.00044933337377612615
广州,西宁,1,广州-西安-西宁,,2489.0,57,510,567,0.295217674616116,0.00011860894922302771
广州,大连,1,广州-沈阳-大连,,3151.0,52,516,568,0.3743959467954142,0.00011881813608232758
广州,安庆,1,广州-武汉-安庆,,1332.0,39,358,397,0.11061884794520978,8.304718314204938e-05
汕头,南京,2,汕头-广州-上海-南京,,2153.0,19,149,168,0.07566372375620108,7.028678472475716e-05
汕头,无锡,2,汕头-广州-上海-无锡,,1988.0,12,83,95,0.03950703024737392,3.9745503266975775e-05
汕头,苏州,2,汕头-广州-上海-苏州,,1960.0,24,184,208,0.08528129879937202,8.702173346874697e-05
汕头,烟台,2,汕头-广州-北京-烟台,,3269.0,12,86,98,0.06701552061902576,4.100062442277501e-05
汕头,临沂,2,汕头-广州-上海-临沂,,2441.0,17,111,128,0.06536001581452656,5.355183598076736e-05
汕头,衡阳,2,汕头-广州-武汉-衡阳,,1922.0,31,259,290,0.11659657163656294,0.00012132837839392606
汕头,东莞,1,汕头-广州-东莞,,488.0,72,639,711,0.07258114619755816,0.00014873185696220935
汕头,大理州,2,汕头-广州-成都-大理州,,3012.0,13,97,110,0.06930779022323376,4.602110904597195e-05
广州,鹰潭,1,广州-武汉-鹰潭,,1488.0,30,310,340,0.1058318158569915,7.112353216195665e-05
湛江,呼和浩特,2,湛江-广州-北京-呼和浩特,,3054.0,6,146,152,0.09710621358187521,6.359280522716125e-05
湛江,南昌,2,湛江-广州-武汉-南昌,,1758.0,17,437,454,0.16695872638672585,0.00018994166824428424
湛江,柳州,1,湛江-广州-柳州,,917.0,10,223,233,0.04469507354487006,4.874053821687029e-05
湛江,大连,2,湛江-广州-沈阳-大连,,3568.0,5,97,102,0.0761306288261584,4.267411929717399e-05
湛江,无锡,2,湛江-广州-上海-无锡,,1982.0,6,137,143,0.059288994783925665,5.982744175976354e-05
湛江,芜湖,2,湛江-广州-上海-芜湖,,2205.0,5,91,96,0.04428067437659701,4.016387698557552e-05
湛江,安庆,2,湛江-广州-武汉-安庆,,1749.0,5,98,103,0.03768438514229413,4.3092493015773734e-05
湛江,济宁,2,湛江-广州-北京-济宁,,3119.0,4,80,84,0.054806120389129395,3.514339236237858e-05
湛江,临沂,2,湛江-广州-上海-临沂,,2435.0,4,100,104,0.05297448024909971,4.351086673437348e-05
湛江,台州,2,湛江-广州-上海-台州,,2230.0,5,123,128,0.059710297118555605,5.355183598076736e-05
中山,武汉,1,中山-广州-武汉,,1070.0,79,1040,1119,0.25046570224551634,0.00023408009555655733
中山,昆明,2,中山-广州-成都-昆明,,2510.0,53,675,728,0.38224296426147103,0.00030457606714061434
中山,保定,2,中山-广州-北京-保定,,2383.0,20,226,246,0.12262910228505265,0.00010291993477553727
中山,烟台,2,中山-广州-北京-烟台,,2929.0,14,161,175,0.10722395440563215,7.321540075495538e-05
中山,金华,2,中山-广州-上海-金华,,1846.0,22,268,290,0.11198609325759375,0.00012132837839392606
中山,衡阳,2,中山-广州-武汉-衡阳,,1582.0,27,355,382,0.12641663955953614,0.0001598187605051026
中山,南充,2,中山-广州-成都-南充,,1894.0,27,285,312,0.12361437239235505,0.00013053260020312043
中山,银川,2,中山-广州-西安-银川,,2431.0,17,193,210,0.10679198354117792,8.785848090594645e-05
贵阳,北京,1,贵阳-成都-北京,,2531.0,18,422,440,0.23295885399071,9.20422180919439e-05
贵阳,杭州,2,贵阳-成都-上海-杭州,,2781.0,17,391,408,0.23735345153088172,0.00017069647718869597
贵阳,宁波,2,贵阳-成都-上海-宁波,,2834.0,12,251,263,0.15591575208428557,0.00011003228799173294
贵阳,南昌,2,贵阳-成都-武汉-南昌,,2153.0,12,266,278,0.1252054476441899,0.00011630789377072911
贵阳,武汉,1,贵阳-成都-武汉,,1799.0,17,391,408,0.153541481231232,8.534823859434798e-05
贵阳,郑州,2,贵阳-成都-西安-郑州,,1919.0,13,314,327,0.1312674736398409,0.00013680820598211663
海口,北京,1,海口-广州-北京,,2721.0,10,132,142,0.08082603707000334,2.9704534020581894e-05
海口,南京,2,海口-广州-上海-南京,,2321.0,4,53,57,0.027674793924795233,2.3847301960185464e-05
海口,武汉,1,海口-广州-武汉,,1578.0,7,114,121,0.03994172054099906,2.5311609975284572e-05
海口,东莞,1,海口-广州-东莞,,656.0,5,62,67,0.009194180839947996,1.4015519573091457e-05
成都,哈尔滨,1,成都-沈阳-哈尔滨,,3131.0,88,2058,2146,1.405552865180115,0.0004489150000575264
成都,福州,1,成都-上海-福州,,2740.0,54,1280,1334,0.7646114406385219,0.0002790552703060299
成都,烟台,1,成都-北京-烟台,,2607.0,18,418,436,0.23777266199691868,9.12054706547444e-05
成都,襄阳,1,成都-武汉-襄阳,,1466.0,17,379,396,0.12144050255051078,8.283799628274952e-05
成都,信阳,1,成都-武汉-信阳,,1372.0,35,787,822,0.23591759292864742,0.0001719515983444952
成都,深圳,1,成都-广州-深圳,,1725.0,68,1944,2012,0.7260248325720675,0.0004208839609113435
昆明,厦门,2,昆明-成都-广州-厦门,,3075.0,17,325,342,0.2199913605827109,0.0001430838117611128
昆明,郑州,2,昆明-成都-西安-郑州,,2127.0,25,460,485,0.21579611811945199,0.0002029112535208763
昆明,西安,1,昆明-成都-西安,,1650.0,28,558,586,0.20226277425704672,0.0001225834995497253
昆明,临沂,2,昆明-成都-上海-临沂,,3397.0,6,104,110,0.07816685371458336,4.602110904597195e-05
昆明,温州,2,昆明-成都-上海-温州,,3268.0,15,316,331,0.22627909919954647,0.0001384817008565156
昆明,常德,2,昆明-成都-武汉-常德,,2400.0,7,141,148,0.07430317242331472,6.191931035276226e-05
西安,天津,1,西安-北京-天津,,1216.0,64,2763,2827,0.7191074415087393,0.0005913712512407395
西安,汕头,1,西安-广州-汕头,,2068.0,54,2205,2259,0.977239842147596,0.00047255311515841195
西安,深圳,1,西安-广州-深圳,,1788.0,116,4893,5009,1.8734967570807137,0.0010478169782330614
西安,侯马,0,西安-侯马,route_0,321.0,59,1605,1664,0.1117359057738711,0.0
西安,漯河,1,西安-武汉-漯河,,1124.0,29,980,1009,0.2372421641217342,0.00021106954103357136
沈阳,安庆,1,沈阳-武汉-安庆,,2154.0,16,111,127,0.05722473885635452,2.6566731131083806e-05
合肥,阿克苏,2,合肥-武汉-西安-阿克苏,,4441.0,15,140,155,0.14399482053336374,6.484792638296048e-05
信阳,湛江,2,信阳-武汉-广州-湛江,,1611.0,13,174,187,0.0630190056721017,7.823588537815232e-05
呼和浩特,济南,1,呼和浩特-北京-济南,,928.0,14,422,436,0.08463867676760281,9.12054706547444e-05
呼和浩特,武汉,1,呼和浩特-北京-武汉,,1671.0,9,249,258,0.09018422040764243,5.39702096993671e-05
锦州,上海,1,锦州-沈阳-上海,,1996.0,4,87,91,0.03799586437579164,1.9036004196288396e-05
锦州,济南,2,锦州-沈阳-北京-济南,,1330.0,5,141,146,0.040619904338849246,6.108256291556276e-05
锦州,广州,1,锦州-沈阳-广州,,3019.0,5,123,128,0.08083649641296833,2.677591799038368e-05
太原,郑州,2,太原-北京-西安-郑州,,2087.0,15,721,736,0.32131770986410174,0.00030792305688941233
天津,淮安,2,天津-北京-上海-淮安,,1735.0,4,113,117,0.042463886503577616,4.894972507617017e-05
天津,盐城,2,天津-北京-上海-盐城,,1645.0,7,249,256,0.08809277018836231,0.00010710367196153472
天津,安庆,2,天津-北京-武汉-安庆,,1610.0,7,224,231,0.07779868484221558,9.66443289965411e-05
天津,台州,2,天津-北京-上海-台州,,1708.0,7,211,218,0.07788947193915173,9.12054706547444e-05
天津,常德,2,天津-北京-武汉-常德,,1658.0,5,173,178,0.06173606266401557,7.447052191075461e-05
天津,大理州,2,天津-北京-成都-大理州,,3040.0,5,148,153,0.0972969919975567,6.401117894576098e-05
天津,阿克苏,2,天津-北京-西安-阿克苏,,4532.0,4,150,154,0.14599736633744143,6.442955266436073e-05
沈阳,赣州,1,沈阳-广州-赣州,,3214.0,12,87,99,0.06656033001318923,2.070949907068738e-05
哈尔滨,湖州,2,哈尔滨-沈阳-上海-湖州,,2520.0,6,147,153,0.08065408547165884,6.401117894576098e-05
哈尔滨,南充,2,哈尔滨-沈阳-成都-南充,,3420.0,7,170,177,0.12662917340858482,7.405214819215487e-05
合肥,内江,2,合肥-武汉-成都-内江,,1739.0,18,189,207,0.075301621302753,8.660335975014722e-05
芜湖,荆州,2,芜湖-上海-武汉-荆州,,1406.0,8,97,105,0.03088225603844018,4.3929240452973226e-05
芜湖,大理州,2,芜湖-上海-成都-大理州,,3336.0,10,97,107,0.0746696678008081,4.476598789017272e-05
济南,连云港,2,济南-北京-上海-连云港,,2107.0,29,336,365,0.16087620007886344,0.00015270640728890693
济南,西宁,2,济南-北京-西安-西宁,,2357.0,19,242,261,0.12868694454351767,0.00010919554055453344
青岛,芜湖,2,青岛-北京-上海-芜湖,,2241.0,9,116,125,0.058598468961376785,5.229671482496813e-05
青岛,南宁,2,青岛-北京-广州-南宁,,3361.0,10,130,140,0.098430784774962,5.85723206039643e-05
厦门,连云港,2,厦门-广州-上海-连云港,,2562.0,8,223,231,0.12380138544456915,9.66443289965411e-05
厦门,烟台,2,厦门-广州-北京-烟台,,3492.0,8,253,261,0.1906554138082154,0.00010919554055453344
厦门,济宁,2,厦门-广州-北京-济宁,,3348.0,9,258,267,0.18699548051790482,0.00011170578286613192
厦门,银川,2,厦门-广州-西安-银川,,2994.0,11,328,339,0.2123175498361544,0.00014182869060531356
常德,厦门,2,常德-武汉-广州-厦门,,2021.0,8,119,127,0.053691363615920376,5.313346226216761e-05
洛阳,西宁,1,洛阳-西安-西宁,,1219.0,6,42,48,0.01223994151135414,1.004096924639388e-05
漯河,廊坊,2,漯河-武汉-北京-廊坊,,1574.0,9,216,225,0.07408352622104984,9.413408668494262e-05
漯河,安庆,1,漯河-武汉-安庆,,716.0,10,227,237,0.035497336528313966,4.9577285654069785e-05
漯河,襄阳,1,漯河-武汉-襄阳,,678.0,11,231,242,0.03432254312648588,5.0623219950569144e-05
信阳,廊坊,2,信阳-武汉-北京-廊坊,,1413.0,10,127,137,0.04049460141012862,5.731719944816506e-05
信阳,临沂,2,信阳-武汉-上海-临沂,,1624.0,14,199,213,0.0723602448741375,8.911360206174569e-05
信阳,湖州,2,信阳-武汉-上海-湖州,,1187.0,7,91,98,0.024333870594916967,4.100062442277501e-05
信阳,荆州,1,信阳-武汉-荆州,,434.0,5,57,62,0.00562880001004097,1.2969585276592094e-05
漯河,淮安,2,漯河-武汉-上海-淮安,,1607.0,5,104,109,0.03664179783554357,4.56027353273722e-05
信阳,拉萨,2,信阳-武汉-西安-拉萨,,3745.0,3,28,31,0.024285548430418698,1.2969585276592094e-05
郑州,喀什,1,郑州-西安-喀什,,4266.0,5,75,80,0.0713912913418605,1.67349487439898e-05
中山,西宁,2,中山-广州-西安-西宁,,2572.0,8,88,96,0.05165074580345012,4.016387698557552e-05
中山,阿克苏,2,中山-广州-西安-阿克苏,,5043.0,10,119,129,0.13608588375695416,5.39702096993671e-05
南宁,呼和浩特,2,南宁-广州-北京-呼和浩特,,3200.0,5,465,470,0.3146170363870082,0.00019663564774188014
南宁,苏州,2,南宁-广州-上海-苏州,,2100.0,13,1008,1021,0.44851754502485663,0.00042715956669033965
南宁,宁波,2,南宁-广州-上海-宁波,,2226.0,10,780,790,0.36786345955319777,0.00033051523769379854
南宁,金华,2,南宁-广州-上海-金华,,2326.0,9,597,606,0.2948605926472911,0.00025353447347144546
南宁,福州,2,南宁-广州-上海-福州,,2772.0,20,1570,1590,0.921986898627002,0.0006652142125735946
南宁,厦门,1,南宁-广州-厦门,,1209.0,13,972,985,0.24911330920014266,0.00020604905641037442
南宁,重庆,0,南宁-重庆,route_1,941.0,24,1915,1939,0.38168213429168807,0.0
柳州,南昌,2,柳州-广州-武汉-南昌,,1843.0,4,158,162,0.06245608383372573,6.77765424131587e-05
柳州,成都,1,柳州-广州-成都,,2082.0,7,335,342,0.1489502480433184,7.15419058805564e-05
柳州,西安,1,柳州-广州-西安,,2144.0,4,160,164,0.07355344671958397,3.430664492517909e-05
南充,上海,1,南充-成都-上海,,2194.0,16,265,281,0.1289666273744016,5.878150746326417e-05
南充,西安,1,南充-成都-西安,,1034.0,20,467,487,0.1053377164953252,0.0001018740004790379
南充,青岛,2,南充-成都-北京-青岛,,2794.0,8,103,111,0.06487595742210665,4.6439482764571693e-05
大理州,大连,2,大理州-成都-沈阳-大连,,3944.0,4,96,100,0.08250329730786972,4.18373718599745e-05
大理州,南京,2,大理州-成都-上海-南京,,3274.0,3,115,118,0.08081557772703835,4.936809879476991e-05
大理州,西安,1,大理州-成都-西安,,1815.0,5,199,204,0.07745352652437079,4.267411929717399e-05
西安,扬州,1,西安-上海-扬州,,1665.0,13,560,573,0.19957367718074687,0.00011986407037882694
西安,蚌埠,1,西安-武汉-蚌埠,,1217.0,20,755,775,0.19729981602015725,0.00016211981595740118
西安,嘉兴,1,西安-上海-嘉兴,,1490.0,23,946,969,0.30202607932574893,0.00020270206666157646
西安,常德,1,西安-武汉-常德,,1137.0,16,676,692,0.16458905764457687,0.00014475730663551176
西安,宝鸡,0,西安-宝鸡,route_0,178.0,30,820,850,0.03164997181207071,0.0
西安,乌鲁木齐,0,西安-乌鲁木齐,route_0,2606.0,100,2593,2693,1.4680645927184146,0.0
烟台,济南,1,烟台-北京-济南,,1124.0,36,848,884,0.2078514103901021,0.0001849211836210873
义乌,温州,0,义乌-温州,route_1,210.0,391,3183,3574,0.1570031053789263,0.0
太原,锦州,2,太原-北京-沈阳-锦州,,1432.0,4,161,165,0.049426671115373876,6.903166356895793e-05
大连,天津,2,大连-沈阳-北京-天津,,1185.0,12,128,140,0.03470409995784885,5.85723206039643e-05
大连,漯河,2,大连-沈阳-武汉-漯河,,2572.0,4,40,44,0.023673258493247973,1.840844361838878e-05
上海,蚌埠,1,上海-武汉-蚌埠,,1300.0,43,642,685,0.18628089820653645,0.00014329299862041265
上海,合肥,1,上海-武汉-合肥,,1205.0,93,1432,1525,0.3844070023209282,0.00031900996043230555
上海,济南,1,上海-北京-济南,,1611.0,177,2692,2869,0.9668530870227794,0.0006001570993313342
上海,杭州,0,上海-杭州,route_0,179.0,164,2555,2719,0.10181145360810724,0.0
上海,武汉,0,上海-武汉,route_0,827.0,192,2914,3106,0.5373303363829292,0.0
烟台,哈尔滨,2,烟台-北京-沈阳-哈尔滨,,1986.0,21,492,513,0.2131233376181775,0.00021462571764166918
烟台,常州,2,烟台-北京-上海-常州,,2105.0,6,141,147,0.06472973580745604,6.150093663416251e-05
烟台,贵阳,2,烟台-北京-成都-贵阳,,3272.0,10,232,242,0.16563917567826225,0.00010124643990113829
临沂,银川,2,临沂-上海-西安-银川,,2688.0,8,86,94,0.052855662113017385,3.932712954837603e-05
义乌,蚌埠,0,义乌-蚌埠,route_1,606.0,340,2798,3138,0.39779558887669797,0.0
赣州,汕头,1,赣州-广州-汕头,,851.0,5,382,387,0.06889297268124212,8.095531454905065e-05
赣州,南宁,1,赣州-广州-南宁,,989.0,9,666,675,0.1396479175971124,0.00014120113002741394
常德,漯河,1,常德-武汉-漯河,,770.0,5,69,74,0.011919467242906734,1.5479827588190566e-05
荆州,洛阳,2,荆州-武汉-西安-洛阳,,1341.0,8,71,79,0.022161046687369193,3.3051523769379857e-05
深圳,呼和浩特,2,深圳-广州-北京-呼和浩特,,2779.0,55,176,231,0.13428729514069385,9.66443289965411e-05
深圳,哈尔滨,2,深圳-广州-沈阳-哈尔滨,,3493.0,108,338,446,0.32588760599236677,0.00018659467849548627
深圳,太原,2,深圳-广州-北京-太原,,2797.0,79,250,329,0.1924964673569136,0.0001376449534193161
深圳,南京,2,深圳-广州-上海-南京,,1872.0,110,356,466,0.18248457508396237,0.00019496215286748117
深圳,郑州,2,深圳-广州-西安-郑州,,2261.0,138,440,578,0.2733775205709128,0.00024182000935065262
深圳,南充,2,深圳-广州-成都-南充,,1953.0,67,210,277,0.11316611633090433,0.00011588952005212936
东莞,南昌,2,东莞-广州-武汉-南昌,,1406.0,140,752,892,0.2623521179646537,0.00037318935699097254
东莞,柳州,1,东莞-广州-柳州,,565.0,79,423,502,0.059331668903222834,0.00010501180336853599
东莞,成都,1,东莞-广州-成都,,1645.0,246,1328,1574,0.5416328917050088,0.0003292601165379993
东莞,昆明,2,东莞-广州-成都-昆明,,2492.0,126,675,801,0.4175562163536011,0.00033511734859839577
南宁,襄阳,2,南宁-广州-武汉-襄阳,,1857.0,5,309,314,0.12197643928403705,0.00013136934764031993
南充,合肥,2,南充-成都-武汉-合肥,,1769.0,7,100,107,0.03959551628885777,4.476598789017272e-05
银川,哈尔滨,2,银川-西安-沈阳-哈尔滨,,3036.0,8,92,100,0.0635091304834413,4.18373718599745e-05
呼和浩特,徐州,2,呼和浩特-北京-上海-徐州,,2329.0,3,87,90,0.043847657577846276,3.765363467397705e-05
呼和浩特,潍坊,1,呼和浩特-北京-潍坊,,1024.0,3,90,93,0.019921282984845457,1.9454377914888142e-05
呼和浩特,烟台,1,呼和浩特-北京-烟台,,1234.0,4,103,107,0.027620614528236564,2.238299394508636e-05
呼和浩特,湖州,2,呼和浩特-北京-上海-湖州,,1882.0,1,28,29,0.011417000406868442,1.2132837839392605e-05
呼和浩特,温州,2,呼和浩特-北京-上海-温州,,2190.0,3,80,83,0.03802389541493782,3.472501864377883e-05
呼和浩特,衡阳,2,呼和浩特-北京-武汉-衡阳,,2183.0,2,61,63,0.028769259572652164,2.6357544271783935e-05
呼和浩特,南充,2,呼和浩特-北京-成都-南充,,2668.0,3,99,102,0.0569272751424301,4.267411929717399e-05
呼和浩特,兰州,2,呼和浩特-北京-西安-兰州,,2248.0,4,132,136,0.06395428012003142,5.689882572956532e-05
呼和浩特,拉萨,2,呼和浩特-北京-西安-拉萨,,4411.0,1,14,15,0.013840848545576065,6.275605778996175e-06
包头,石家庄,1,包头-北京-石家庄,,1013.0,1,20,21,0.004450032057886188,4.392924045297323e-06
包头,沈阳,1,包头-北京-沈阳,,1387.0,2,36,38,0.01102540260625908,7.949100653395156e-06
包头,南京,2,包头-北京-上海-南京,,2210.0,1,9,10,0.0046230295905271826,4.18373718599745e-06
包头,合肥,2,包头-北京-武汉-合肥,,2228.0,1,6,7,0.0032624782576408115,2.928616030198215e-06
包头,济宁,1,包头-北京-济宁,,1269.0,1,3,4,0.0010618324978061528,8.3674743719949e-07
包头,嘉兴,2,包头-北京-上海-嘉兴,,2015.0,1,5,6,0.0025290691289354583,2.51024231159847e-06
包头,汕头,2,包头-北京-广州-汕头,,3250.0,1,5,6,0.004079143756347514,2.51024231159847e-06
包头,大理州,2,包头-北京-成都-大理州,,3625.0,1,3,4,0.003033209459848151,1.67349487439898e-06
包头,银川,2,包头-北京-西安-银川,,2505.0,2,33,35,0.018340457889116323,1.4643080150991076e-05
包头,乌鲁木齐,2,包头-北京-西安-乌鲁木齐,,4405.0,1,6,7,0.006450276806511569,2.928616030198215e-06
太原,南京,2,太原-北京-上海-南京,,2021.0,5,332,337,0.14247235857137927,0.00014099194316811406
太原,徐州,2,太原-北京-上海-徐州,,2319.0,4,195,199,0.09653576101656446,8.325637000134925e-05
太原,福州,2,太原-北京-上海-福州,,2500.0,6,357,363,0.1898370748146343,0.00015186965985170743
太原,襄阳,2,太原-北京-武汉-襄阳,,1968.0,3,127,130,0.05351836608327938,5.438858341796685e-05
太原,柳州,2,太原-北京-广州-柳州,,3137.0,2,120,122,0.0800587396700914,5.104159366916889e-05
侯马,包头,2,侯马-西安-北京-包头,,2105.0,1,47,48,0.021136240263659116,2.008193849278776e-05
侯马,廊坊,2,侯马-西安-北京-廊坊,,1469.0,1,58,59,0.01813043428237925,2.4684049397384955e-05
侯马,大连,2,侯马-西安-沈阳-大连,,2462.0,1,81,82,0.04223147990289546,3.430664492517909e-05
侯马,青岛,2,侯马-西安-北京-青岛,,2093.0,2,196,198,0.08668996310989736,8.283799628274952e-05
侯马,杭州,2,侯马-西安-上海-杭州,,1887.0,3,227,230,0.09078918880473766,9.622595527794135e-05
侯马,厦门,2,侯马-西安-广州-厦门,,2612.0,2,117,119,0.06502113310246077,4.978647251336965e-05
侯马,泉州,2,侯马-西安-广州-泉州,,2681.0,1,100,101,0.056643826948078776,4.225574557857424e-05
唐山,淮安,2,唐山-北京-上海-淮安,,1789.0,1,13,14,0.005239294078024607,5.85723206039643e-06
唐山,嘉兴,2,唐山-北京-上海-嘉兴,,1484.0,3,31,34,0.010554732172834367,1.422470643239133e-05
唐山,鹰潭,2,唐山-北京-武汉-鹰潭,,1820.0,1,11,12,0.004568641007109215,5.02048462319694e-06
唐山,常德,2,唐山-北京-武汉-常德,,1712.0,2,19,21,0.007520685965549016,8.785848090594645e-06
唐山,内江,2,唐山-北京-成都-内江,,2278.0,1,5,6,0.0028591659929106572,2.51024231159847e-06
北京,宝鸡,1,北京-西安-宝鸡,,1280.0,5,121,126,0.033737656667883434,2.6357544271783935e-05
沈阳,喀什,1,沈阳-西安-喀什,,5554.0,3,17,20,0.023236476331029838,4.18373718599745e-06
大连,廊坊,2,大连-沈阳-北京-廊坊,,1116.0,2,19,21,0.004902503234551812,8.785848090594645e-06
大连,无锡,2,大连-沈阳-上海-无锡,,2279.0,3,28,31,0.014778842422676693,1.2969585276592094e-05
大连,泉州,2,大连-沈阳-广州-泉州,,3883.0,5,51,56,0.04548726418103868,2.342892824158572e-05
大连,武汉,1,大连-沈阳-武汉,,2192.0,8,95,103,0.04722937234528801,2.1546246507886867e-05
大连,中山,2,大连-沈阳-广州-中山,,3254.0,4,48,52,0.035396090088412824,2.175543336718674e-05
锦州,包头,2,锦州-沈阳-北京-包头,,1603.0,2,38,40,0.013413061418307825,1.67349487439898e-05
锦州,扬州,2,锦州-沈阳-上海-扬州,,2275.0,1,9,10,0.004759001049072099,4.18373718599745e-06
锦州,合肥,2,锦州-沈阳-武汉-合肥,,2421.0,2,33,35,0.017725448522774696,1.4643080150991076e-05
锦州,安庆,2,锦州-沈阳-武汉-安庆,,2388.0,1,10,11,0.005494920420089051,4.602110904597195e-06
锦州,潍坊,2,锦州-沈阳-北京-潍坊,,1426.0,1,33,34,0.010142215686295019,1.422470643239133e-05
锦州,宁波,2,锦州-沈阳-上海-宁波,,2228.0,1,32,33,0.015380254643163825,1.3806332713791584e-05
锦州,鹰潭,2,锦州-沈阳-武汉-鹰潭,,2544.0,1,5,6,0.003193028220353254,2.51024231159847e-06
锦州,福州,2,锦州-沈阳-上海-福州,,2774.0,2,32,34,0.019729667821726776,1.422470643239133e-05
锦州,重庆,2,锦州-沈阳-成都-重庆,,3121.0,2,35,37,0.024156270951371378,1.5479827588190566e-05
锦州,荆州,2,锦州-沈阳-武汉-荆州,,2267.0,1,5,6,0.002845359660196866,2.51024231159847e-06
锦州,南充,2,锦州-沈阳-成都-南充,,3046.0,1,12,13,0.008283381254556351,5.438858341796685e-06
锦州,西宁,2,锦州-沈阳-西安-西宁,,2844.0,1,6,7,0.004164491994941862,2.928616030198215e-06
锦州,拉萨,2,锦州-沈阳-西安-拉萨,,4788.0,1,4,5,0.005007933411638948,2.091868592998725e-06
长春,湖州,2,长春-沈阳-上海-湖州,,2222.0,3,75,78,0.0362554297064167,3.263315005078011e-05
哈尔滨,常德,2,哈尔滨-沈阳-武汉-常德,,2810.0,4,115,119,0.06994999388128437,4.978647251336965e-05
哈尔滨,西宁,2,哈尔滨-沈阳-西安-西宁,,3218.0,2,80,82,0.05519939168461316,3.430664492517909e-05
哈尔滨,拉萨,2,哈尔滨-沈阳-西安-拉萨,,5162.0,1,39,40,0.043192902708237675,1.67349487439898e-05
上海,潍坊,1,上海-北京-潍坊,,1707.0,44,678,722,0.25781318149156507,0.00015103291241450793
无锡,深圳,2,无锡-上海-广州-深圳,,1723.0,76,607,683,0.24617297870582366,0.00028574924980362583
连云港,阿克苏,2,连云港-上海-西安-阿克苏,,5181.0,2,10,12,0.013005565416391673,5.02048462319694e-06
潍坊,淮安,2,潍坊-北京-上海-淮安,,2127.0,3,40,43,0.01913243933842564,1.7990069899789037e-05
潍坊,荆州,2,潍坊-北京-武汉-荆州,,1881.0,3,39,42,0.01652618025840853,1.757169618118929e-05
潍坊,阿克苏,2,潍坊-北京-西安-阿克苏,,4924.0,3,39,42,0.04326151599808803,1.757169618118929e-05
烟台,无锡,2,烟台-北京-上海-无锡,,2062.0,6,137,143,0.061682092454316204,5.982744175976354e-05
烟台,芜湖,2,烟台-北京-上海-芜湖,,2285.0,3,77,80,0.03823935788001669,3.34698974879796e-05
烟台,赣州,2,烟台-北京-广州-赣州,,3272.0,3,61,64,0.0438054018322677,2.677591799038368e-05
烟台,荆州,2,烟台-北京-武汉-荆州,,2091.0,2,33,35,0.01530934029786117,1.4643080150991076e-05
烟台,南宁,2,烟台-北京-广州-南宁,,3405.0,4,105,109,0.07763865689485118,4.56027353273722e-05
烟台,喀什,2,烟台-北京-西安-喀什,,5607.0,1,3,4,0.00469164288037754,1.67349487439898e-06
青岛,荆州,2,青岛-北京-武汉-荆州,,2047.0,3,44,47,0.020125658546381434,1.9663564774188016e-05
济宁,安庆,2,济宁-北京-武汉-安庆,,2067.0,6,123,129,0.0557782117242959,5.39702096993671e-05
济宁,昆明,2,济宁-北京-成都-昆明,,3335.0,8,171,179,0.12487723346194839,7.488889562935435e-05
临沂,鹰潭,2,临沂-上海-武汉-鹰潭,,1927.0,4,46,50,0.020155153893542714,2.091868592998725e-05
临沂,大理州,2,临沂-上海-成都-大理州,,3580.0,3,27,30,0.022466668688806306,1.255121155799235e-05
义乌,连云港,1,义乌-上海-连云港,,769.0,128,1059,1187,0.1909463927295015,0.00024830480198894864
义乌,扬州,1,义乌-上海-扬州,,563.0,125,1031,1156,0.13614466526441743,0.00024182000935065262
义乌,烟台,2,义乌-上海-北京-烟台,,2201.0,200,1651,1851,0.8522379333175049,0.000774409753128128
义乌,西宁,2,义乌-上海-西安-西宁,,2514.0,15,124,139,0.07309951123490324,5.8153946885364554e-05
义乌,乌鲁木齐,2,义乌-上海-西安-乌鲁木齐,,4273.0,54,442,496,0.44335230309502416,0.0002075133644254735
义乌,喀什,2,义乌-上海-西安-喀什,,5458.0,3,20,23,0.026260063195350195,9.622595527794135e-06
鹰潭,连云港,2,鹰潭-武汉-上海-连云港,,1816.0,3,27,30,0.011396500094657053,1.255121155799235e-05
鹰潭,淮安,2,鹰潭-武汉-上海-淮安,,1740.0,2,17,19,0.006915717568453785,7.949100653395156e-06
鹰潭,喀什,2,鹰潭-武汉-西安-喀什,,5039.0,1,8,9,0.009486833256108518,3.765363467397705e-06
赣州,呼和浩特,2,赣州-广州-北京-呼和浩特,,3064.0,5,411,416,0.2666345913482407,0.00017404346693749393
赣州,包头,2,赣州-广州-北京-包头,,3240.0,2,134,136,0.09217609768189582,5.689882572956532e-05
赣州,苏州,2,赣州-广州-上海-苏州,,1964.0,5,420,425,0.17460827145760358,0.00017780883040489163
赣州,淮安,2,赣州-广州-上海-淮安,,2267.0,1,68,69,0.03272163609226396,2.8867786583382406e-05
