现状,
统计项,结果
运输成本,32119000.93
平均运距,1177.963636
平均经转次数,0.468225876
线路数,1497
邮路数,3683
自办占比,54.68%
其中：12t车占比,6.14%
          20t车占比,14.72%
          40t车占比,33.83%
委办占比,45.32%
其中：12t车占比,12.54%
          20t车占比,12.68%
          40t车占比,20.09%
